SA1_7DIGITCODE_2016	Sex	labourForceParticipation
5124509	F	54.1
5124509	M	59.5
5124510	F	55
5124510	M	59.5
5124511	F	60.2
5124511	M	62.3
5124512	F	53.7
5124512	M	68.1
5124513	F	68.9
5124513	M	72
5124514	F	56.3
5124514	M	62.2
5124515	F	52.8
5124515	M	53.7
5124516	F	59.8
5124516	M	55.7
5124601	F	64.2
5124601	M	75.6
5124602	F	52.7
5124602	M	60.5
5124603	F	41.1
5124603	M	54.3
5124604	F	65.3
5124604	M	67.9
5124605	F	73.6
5124605	M	80.9
5124606	F	52.1
5124606	M	67.9
5124607	F	62.3
5124607	M	76.1
5124608	F	35.8
5124608	M	43.7
5124609	F	32.9
5124609	M	44
5124610	F	38.1
5124610	M	48.7
5124701	F	55.6
5124701	M	75
5124702	F	68.8
5124702	M	77
5124703	F	64.4
5124703	M	86.2
5124704	F	77.8
5124704	M	77.6
5124705	F	56.3
5124705	M	80.2
5124706	F	58.5
5124706	M	64.7
5124707	F	66.7
5124707	M	92.1
5124708	F	43.7
5124708	M	66.1
5124709	F	70.6
5124709	M	83.5
5124710	F	58.6
5124710	M	68.5
5124711	F	55.4
5124711	M	66.7
5124712	F	67.6
5124712	M	84.1
5124713	F	76.2
5124713	M	84.5
5124714	F	72.2
5124714	M	76
5124715	F	49.5
5124715	M	60
5124716	F	63.2
5124716	M	72.6
5124717	F	48.9
5124717	M	65.3
5124718	F	81.6
5124718	M	80.4
5124801	F	46.3
5124801	M	60.4
5124802	F	47.5
5124802	M	72.2
5124803	F	58.7
5124803	M	70.3
5124804	F	48.5
5124804	M	61.2
5124806	F	45.7
5124806	M	71
5124807	F	57.2
5124807	M	64.6
5124808	F	62.1
5124808	M	94
5124809	F	59.6
5124809	M	64.9
5124901	F	59.6
5124901	M	62.1
5124902	F	58.8
5124902	M	61.6
5124903	F	43.6
5124903	M	47.3
5124904	F	60.6
5124904	M	76
5124905	F	40.1
5124905	M	53.4
5124906	F	54.2
5124906	M	61.4
5124907	F	54.5
5124907	M	76.4
5124908	F	52.6
5124908	M	66.7
5124909	F	55.6
5124909	M	50.9
5124910	F	45.1
5124910	M	61.8
5124911	F	43.5
5124911	M	60.9
5124912	F	39.7
5124912	M	44.5
5124913	F	47.8
5124913	M	58.3
5125001	F	57.7
5125001	M	55.6
5125002	F	51.6
5125002	M	65.1
5125003	F	35.8
5125003	M	38.3
5125004	F	50.9
5125004	M	55.7
5125005	F	44.7
5125005	M	54.6
5125006	F	48.1
5125006	M	53.2
5125007	F	55.9
5125007	M	70
5125008	F	66.7
5125008	M	73.2
5125009	F	69.2
5125009	M	63.7
5125010	F	43
5125010	M	44.9
5125011	F	53.3
5125011	M	60.6
5125012	F	73.3
5125012	M	80.9
5125013	F	50.6
5125013	M	56.5
5125014	F	66.7
5125014	M	84.8
5125015	F	60
5125015	M	75.3
5125101	F	44.8
5125101	M	64.4
5125102	F	62.9
5125102	M	79.3
5125103	F	67.9
5125103	M	77.9
5125104	F	65.1
5125104	M	82
5125105	F	71.4
5125105	M	79.4
5125106	F	62.6
5125106	M	77.1
5125107	F	67.5
5125107	M	65.1
5125108	F	68.7
5125108	M	72.1
5125109	F	63.6
5125109	M	78.2
5125110	F	62.9
5125110	M	75
5125111	F	79.2
5125111	M	81.5
5125112	F	69.4
5125112	M	78.8
5125113	F	67.3
5125113	M	79.9
5125114	F	63.1
5125114	M	72
5125115	F	60.7
5125115	M	72.6
5125116	F	68.9
5125116	M	77.8
5125117	F	69
5125117	M	81.3
5125201	F	64.4
5125201	M	66.7
5125202	F	64.6
5125202	M	71.8
5125203	F	57.4
5125203	M	65.6
5125204	F	61.7
5125204	M	71.8
5125205	F	62.4
5125205	M	68.8
5125206	F	52.1
5125206	M	65.8
5125207	F	57
5125207	M	63.6
5125208	F	57
5125208	M	71.3
5125301	F	57.4
5125301	M	61.9
5125302	F	65.1
5125302	M	61.7
5125303	F	51.8
5125303	M	57.5
5125304	F	65.1
5125304	M	69.7
5125305	F	52.9
5125305	M	61.1
5125306	F	57.3
5125306	M	69.8
5125307	F	53.5
5125307	M	56.8
5125308	F	43.8
5125308	M	60.3
5125309	F	57.2
5125309	M	67.5
5125310	F	46.7
5125310	M	58.4
5125311	F	58.6
5125311	M	68
5125312	F	47
5125312	M	58.9
5125313	F	56.6
5125313	M	67.4
5125314	F	53.6
5125314	M	65.3
5125315	F	61.3
5125315	M	66.8
5125316	F	59.9
5125316	M	68.8
5125317	F	24.8
5125317	M	52.8
5125318	F	50.8
5125318	M	64.3
5125319	F	49.4
5125319	M	68.2
5125320	F	48.8
5125320	M	62.9
5125321	F	47
5125321	M	60.5
5125322	F	63.9
5125322	M	71.5
5125323	F	51
5125323	M	57.6
5125324	F	52.3
5125324	M	63.9
5125325	F	58.3
5125325	M	78.2
5125326	F	59.1
5125326	M	68.5
5125327	F	57.3
5125327	M	67.1
5125328	F	54.9
5125328	M	72.5
5125401	F	36.1
5125401	M	41
5125402	F	58
5125402	M	67.7
5125403	F	38.5
5125403	M	54.3
5125404	F	34.9
5125404	M	47.9
5125405	F	45.3
5125405	M	66.4
5125406	F	40.3
5125406	M	47.9
5125407	F	63.5
5125407	M	65.9
5125408	F	52.3
5125408	M	64.5
5125409	F	52.9
5125409	M	66.2
5125410	F	66.7
5125410	M	78.1
5125411	F	52.4
5125411	M	60.5
5125412	F	50.3
5125412	M	56.5
5125413	F	52.9
5125413	M	59
5125501	F	66.7
5125501	M	145.5
5125502	F	73.2
5125502	M	80.8
5125503	F	69.2
5125503	M	81.3
5125504	F	72.9
5125504	M	84.7
5125506	F	67.9
5125506	M	79.9
5125507	F	67.2
5125507	M	77.9
5125508	F	69.1
5125508	M	80
5125509	F	74.6
5125509	M	82.6
5125510	F	58.5
5125510	M	83.5
5125511	F	76.4
5125511	M	83.4
5125601	F	48.4
5125601	M	59.6
5125602	F	58.9
5125602	M	61.8
5125603	F	75.6
5125603	M	72.9
5125701	F	70
5125701	M	73.2
5125702	F	46.4
5125702	M	45.9
5125703	F	40.1
5125703	M	48.3
5125704	F	39.2
5125704	M	56.9
5125705	F	51.7
5125705	M	61.6
5125706	F	51.4
5125706	M	54.8
5125707	F	40
5125707	M	53.8
5125801	F	33.5
5125801	M	50.2
5125802	F	57.3
5125802	M	67.4
5125803	F	59.7
5125803	M	76.8
5125804	F	46.2
5125804	M	58.3
5125806	F	43.9
5125806	M	54.9
5125807	F	49.7
5125807	M	56.3
5125808	F	60.2
5125808	M	74.1
5125809	F	67.5
5125809	M	72.9
5125810	F	38.6
5125810	M	61
5125811	F	51.6
5125811	M	67.2
5125812	F	43.3
5125812	M	61.2
5125813	F	55.9
5125813	M	64.9
5125814	F	65.1
5125814	M	85.4
5125815	F	63.6
5125815	M	74.4
5125816	F	59.6
5125816	M	75.9
5125818	F	67.6
5125818	M	76.8
5125901	F	69.6
5125901	M	75.2
5125902	F	73.7
5125902	M	83.7
5125903	F	55.6
5125903	M	63.5
5125904	F	53.3
5125904	M	79.6
5125905	F	65.8
5125905	M	89.1
5125906	F	69.8
5125906	M	80.5
5125907	F	67.7
5125907	M	75
5125908	F	68.4
5125908	M	76
5125909	F	59.1
5125909	M	71.5
5125910	F	66.5
5125910	M	83.8
5125911	F	73.3
5125911	M	78.5
5125912	F	62.2
5125912	M	73.4
5125913	F	68.3
5125913	M	71.8
5125914	F	56.3
5125914	M	34.6
5125915	F	61.3
5125915	M	70.5
5125916	F	64.6
5125916	M	78.2
5125917	F	73.7
5125917	M	83.3
5126001	F	68.9
5126001	M	77
5126002	F	64.9
5126002	M	73.1
5126004	F	60.9
5126004	M	78.3
5126005	F	51.2
5126005	M	65.6
5126006	F	59.4
5126006	M	78.4
5126007	F	58.4
5126007	M	67.2
5126008	F	62.9
5126008	M	67.8
5126101	F	72.6
5126101	M	84
5126102	F	68.6
5126102	M	74.8
5126103	F	54.9
5126103	M	60.2
5126104	F	59.8
5126104	M	66.1
5126105	F	70.6
5126105	M	68.7
5126106	F	67
5126106	M	82.1
5126107	F	63.8
5126107	M	68.4
5126109	F	31.8
5126109	M	75
5126201	F	71.9
5126201	M	73.5
5126202	F	77
5126202	M	82.7
5126203	F	74.2
5126203	M	76.3
5126204	F	75.9
5126204	M	87.9
5126205	F	66.1
5126205	M	58.3
5126206	F	76.2
5126206	M	80.3
5126207	F	68.1
5126207	M	68.4
5126208	F	50
5126208	M	16
5126209	F	39.6
5126209	M	39.2
5126210	F	51.2
5126210	M	56
5126211	F	44.7
5126211	M	49.6
5126212	F	56.9
5126212	M	57.3
5126213	F	76.8
5126213	M	76.9
5126214	F	48.4
5126214	M	59.4
5126215	F	63.7
5126215	M	69.2
5126216	F	62.3
5126216	M	69.6
5126217	F	76.4
5126217	M	79.9
5126218	F	79.3
5126218	M	84.2
5126219	F	77.5
5126219	M	74.7
5126220	F	80.8
5126220	M	90.1
5126221	F	63.9
5126221	M	63.9
5126222	F	68.5
5126222	M	74
5126223	F	17.8
5126223	M	40.2
5126224	F	82.3
5126224	M	88.3
5126225	F	52.9
5126225	M	58.2
5126226	F	82.5
5126226	M	74.8
5126228	F	48.6
5126228	M	47.6
5126229	F	23.3
5126229	M	34.2
5126230	F	67
5126230	M	70.7
5126231	F	52.8
5126231	M	56.7
5126232	F	64.1
5126232	M	64.2
5126233	F	69.1
5126233	M	75.5
5126234	F	80.5
5126234	M	82.2
5126235	F	53.2
5126235	M	53.6
5126236	F	66.7
5126236	M	58.5
5126237	F	59.7
5126237	M	65.3
5126238	F	80.4
5126238	M	86.4
5126239	F	62.4
5126239	M	72
5126240	F	42.1
5126240	M	45.5
5126301	F	42.3
5126301	M	18.3
5126302	F	54.2
5126302	M	60.5
5126303	F	9.6
5126303	M	32.8
5126304	F	47.4
5126304	M	58.3
5126305	F	44.5
5126305	M	55.6
5126306	F	44.7
5126306	M	54.9
5126307	F	70.4
5126307	M	72.2
5126308	F	16
5126308	M	29.7
5126309	F	14.6
5126309	M	51.5
5126310	F	46.2
5126310	M	55.9
5126311	F	67.4
5126311	M	60.7
5126312	F	53.5
5126312	M	57.1
5126313	F	31
5126313	M	45.8
5126314	F	76.2
5126314	M	58.3
5126315	F	26.3
5126315	M	41.2
5126316	F	57.6
5126316	M	65.7
5126317	F	30.8
5126317	M	18.8
5126319	F	60.5
5126319	M	53.3
5126320	F	24.5
5126320	M	22.9
5126321	F	48
5126321	M	59.2
5126322	F	20.9
5126322	M	33.3
5126323	F	33.1
5126323	M	34
5126324	F	31.3
5126324	M	32.1
5126325	F	20.6
5126325	M	29.4
5126326	F	37.4
5126326	M	60.7
5126327	F	55.2
5126327	M	88.5
5126328	F	73.3
5126328	M	75.7
5126329	F	13.6
5126329	M	23.8
5126330	F	90
5126330	M	17.6
5126401	F	34.9
5126401	M	37.7
5126402	F	60.3
5126402	M	65.8
5126403	F	31.5
5126403	M	33.3
5126404	F	55
5126404	M	60.4
5126405	F	7.4
5126405	M	26
5126406	F	25
5126406	M	27.3
5126407	F	15.4
5126407	M	24.6
5126408	F	26.5
5126408	M	37.5
5126409	F	19
5126409	M	26.5
5126410	F	43.4
5126410	M	47.6
5126411	F	15.7
5126411	M	28
5126501	F	61.3
5126501	M	70.3
5126502	F	56.1
5126502	M	71.1
5126503	F	66.7
5126503	M	53.2
5126504	F	40
5126504	M	51.4
5126505	F	69.1
5126505	M	73.5
5126507	F	71.8
5126507	M	74.6
5126508	F	69.7
5126508	M	72.3
5126509	F	73.9
5126509	M	73.3
5126510	F	47.3
5126510	M	64.2
5126511	F	50.9
5126511	M	61
5126512	F	36.7
5126512	M	42.3
5126513	F	50.3
5126513	M	48.5
5126514	F	68
5126514	M	79.8
5126515	F	61.4
5126515	M	71.5
5126516	F	75.3
5126516	M	80
5126517	F	62.9
5126517	M	71.7
5126518	F	12
5126518	M	16.4
5126520	F	67.6
5126520	M	71.2
5126521	F	38.9
5126521	M	30.4
5126522	F	36.2
5126522	M	48.5
5126601	F	61.6
5126601	M	58.6
5126602	F	50.5
5126602	M	50
5126603	F	51.5
5126603	M	47.1
5126604	F	31.1
5126604	M	35.5
5126605	F	36.4
5126605	M	52
5126606	F	41.4
5126606	M	48.7
5126701	F	36.1
5126701	M	59.3
5126702	F	44.2
5126702	M	55.7
5126703	F	53.7
5126703	M	54.9
5126704	F	47.2
5126704	M	65.8
5126705	F	74.5
5126705	M	82.1
5126707	F	23.4
5126707	M	43.4
5126708	F	72.7
5126708	M	75.3
5126709	F	31
5126709	M	30.8
5126710	F	37
5126710	M	71.4
5126711	F	36
5126711	M	46.7
5126712	F	64
5126712	M	67.9
5126713	F	27.3
5126713	M	85.7
5126714	F	37.5
5126714	M	19.4
5126715	F	44.4
5126715	M	42.6
5126716	F	54.6
5126716	M	63.2
5126717	F	30
5126717	M	47.1
5126801	F	63.8
5126801	M	59.3
5126802	F	61.5
5126802	M	72.4
5126803	F	71
5126803	M	74.8
5126804	F	67.3
5126804	M	86.1
5126805	F	61
5126805	M	59.5
5126806	F	56.3
5126806	M	74
5126807	F	75
5126807	M	94
5126808	F	74.7
5126808	M	82.6
5126809	F	75
5126809	M	85.5
5126810	F	71.4
5126810	M	70.4
5126812	F	62.8
5126812	M	86.9
5126814	F	76.9
5126814	M	90.5
5126816	F	58.5
5126816	M	72.8
5126901	F	69.2
5126901	M	90.8
5126902	F	73
5126902	M	81.6
5126903	F	62.4
5126903	M	63.6
5126904	F	68.7
5126904	M	81.2
5126906	F	51.9
5126906	M	75.9
5126907	F	72.4
5126907	M	88.6
5126908	F	69.4
5126908	M	78.8
5126909	F	61
5126909	M	73.9
5126911	F	70.9
5126911	M	77.5
5126912	F	72
5126912	M	81.3
5126913	F	56.3
5126913	M	85.7
5126914	F	61.9
5126914	M	73.4
5126915	F	69.4
5126915	M	77.2
5127001	F	52.6
5127001	M	77.4
5127002	F	27.6
5127002	M	46.1
5127003	F	57.8
5127003	M	70.4
5127004	F	64.4
5127004	M	74.9
5127005	F	52.7
5127005	M	60.2
5127006	F	51
5127006	M	65.7
5127007	F	51
5127007	M	66.7
5127008	F	52.6
5127008	M	78.3
5127009	F	63.5
5127009	M	77.3
5127010	F	52.8
5127010	M	62.7
5127011	F	64.1
5127011	M	73.3
5127012	F	60
5127012	M	73.9
5127013	F	64.5
5127013	M	77.3
5127014	F	59.3
5127014	M	82.6
5127015	F	48.8
5127015	M	59.2
5127016	F	55.8
5127016	M	63.7
5127017	F	68.7
5127017	M	88.2
5127018	F	56.4
5127018	M	66.9
5127019	F	66.7
5127019	M	82
5127020	F	63.7
5127020	M	76.3
5127021	F	64.2
5127021	M	67.8
5127022	F	63.9
5127022	M	67.5
5127023	F	64
5127023	M	73.4
5127025	F	56.5
5127025	M	61.1
5127101	F	64
5127101	M	89.3
5127102	F	34.6
5127102	M	56
5127103	F	84.1
5127103	M	78.8
5127104	F	79.3
5127104	M	79.9
5127105	F	75.6
5127105	M	74.3
5127106	F	50
5127106	M	61.4
5127107	F	59.7
5127107	M	86.5
5127108	F	75.4
5127108	M	85.9
5127109	F	80.4
5127109	M	94.2
5127110	F	80.7
5127110	M	92.4
5127111	F	57.5
5127111	M	82.4
5127112	F	51.3
5127112	M	62.4
5127113	F	69.9
5127113	M	87.1
5127114	F	65.5
5127114	M	82.1
5127115	F	64.2
5127115	M	62.6
5127116	F	50
5127116	M	70
5127117	F	71.4
5127117	M	85.9
5127118	F	65.9
5127118	M	72.3
5127119	F	71.1
5127119	M	90.9
5127120	F	69.9
5127120	M	91.8
5127121	F	55.2
5127121	M	70.3
5127122	F	64.5
5127122	M	91.5
5127201	F	72.7
5127201	M	80
5127202	F	68.4
5127202	M	85.6
5127203	F	74.6
5127203	M	86.8
5127204	F	67.4
5127204	M	79.8
5127205	F	65.6
5127205	M	79.7
5127206	F	68.1
5127206	M	68.5
5127207	F	72
5127207	M	81.5
5127208	F	64.7
5127208	M	67.7
5127209	F	70
5127209	M	86.6
5127211	F	72
5127211	M	75.7
5127212	F	64.1
5127212	M	79.3
5127213	F	61.6
5127213	M	77.3
5127214	F	58.7
5127214	M	79.4
5127215	F	74.8
5127215	M	83.5
5127216	F	70.6
5127216	M	67
5127217	F	65.8
5127217	M	72.5
5127218	F	63.6
5127218	M	74.7
5127219	F	74.1
5127219	M	88
5127220	F	70.2
5127220	M	84.1
5127221	F	70.4
5127221	M	82.1
5127222	F	87.8
5127222	M	73.8
5127223	F	63
5127223	M	78.7
5127224	F	75.8
5127224	M	83.5
5127225	F	70.6
5127225	M	76.4
5127226	F	66.4
5127226	M	79.4
5127227	F	75.2
5127227	M	85
5127228	F	61.2
5127228	M	71.4
5127229	F	62.2
5127229	M	76.5
5127230	F	76.1
5127230	M	83.2
5127231	F	69.7
5127231	M	81.7
5127232	F	61.4
5127232	M	70.8
5127233	F	84.6
5127233	M	86
5127234	F	62
5127234	M	86.5
5127235	F	56.9
5127235	M	68.2
5127236	F	61
5127236	M	68.7
5127237	F	72.1
5127237	M	81.7
5127238	F	66.7
5127238	M	77.9
5127240	F	66.3
5127240	M	77.2
5127241	F	69
5127241	M	81.9
5127242	F	65.9
5127242	M	75.9
5127244	F	63.7
5127244	M	75.9
5127245	F	69.3
5127245	M	84
5127246	F	65.1
5127246	M	68.2
5127247	F	64.4
5127247	M	80.2
5127301	F	65.6
5127301	M	57.7
5127302	F	67.9
5127302	M	46.1
5127303	F	70.2
5127303	M	68.6
5127304	F	43.8
5127304	M	43.9
5127305	F	57
5127305	M	52.2
5127306	F	77.9
5127306	M	75
5127307	F	77
5127307	M	87.7
5127308	F	37
5127308	M	39.5
5127309	F	44.6
5127309	M	46.7
5127310	F	48.1
5127310	M	51
5127312	F	71
5127312	M	81.6
5127313	F	69.8
5127313	M	82.6
5127314	F	67
5127314	M	85.3
5127315	F	61.4
5127315	M	89.5
5127316	F	67.3
5127316	M	80.9
5127401	F	57.6
5127401	M	65.9
5127402	F	55.7
5127402	M	71.2
5127403	F	64.9
5127403	M	73.8
5127404	F	57.8
5127404	M	68.7
5127405	F	46.7
5127405	M	57.7
5127406	F	25.4
5127406	M	41.3
5127407	F	48.9
5127407	M	56.3
5127408	F	54.9
5127408	M	62.6
5127409	F	58.2
5127409	M	57.7
5127410	F	52.9
5127410	M	62.3
5127411	F	74.7
5127411	M	74
5127412	F	50.6
5127412	M	66.2
5127414	F	55.2
5127414	M	57.8
5127415	F	55.5
5127415	M	67.2
5127416	F	65.8
5127416	M	81.2
5127417	F	50
5127417	M	66.5
5127418	F	55.5
5127418	M	69.1
5127419	F	67.3
5127419	M	69.9
5127420	F	55.8
5127420	M	73.4
5127421	F	54.3
5127421	M	70.3
5127422	F	54.6
5127422	M	60.6
5127423	F	55.4
5127423	M	61.1
5127424	F	50.5
5127424	M	54.8
5127425	F	22.8
5127425	M	40.7
5127426	F	36.2
5127426	M	53.4
5127428	F	56.8
5127428	M	60.2
5127429	F	37.4
5127429	M	45.2
5127430	F	60.5
5127430	M	62.9
5127431	F	36.4
5127431	M	40
5127432	F	70
5127432	M	78.8
5127433	F	60.8
5127433	M	74.5
5127434	F	52.6
5127434	M	66.4
5127435	F	60.8
5127435	M	91.1
5127436	F	63.8
5127436	M	66.4
5127501	F	61.2
5127501	M	81.5
5127502	F	51
5127502	M	59
5127503	F	68
5127503	M	78.4
5127504	F	46.1
5127504	M	57.1
5127505	F	58.2
5127505	M	76.2
5127506	F	59.3
5127506	M	72.1
5127508	F	54.7
5127508	M	68.9
5127509	F	27.7
5127509	M	43.5
5127510	F	59.7
5127510	M	72.3
5127511	F	58.5
5127511	M	73.2
5127512	F	52
5127512	M	73.5
5127513	M	100
5127514	F	50.6
5127514	M	54.2
5127601	F	55.3
5127601	M	47.3
5127602	F	56.1
5127602	M	56
5127603	F	61.2
5127603	M	62.3
5127604	F	48.3
5127604	M	48.8
5127605	F	41.7
5127605	M	42.3
5127606	F	54.5
5127606	M	64.7
5127607	F	50
5127607	M	58.6
5127608	F	38.4
5127608	M	56.8
5127609	F	55.1
5127609	M	56.1
5127610	F	53.7
5127610	M	54.1
5127611	F	72.7
5127611	M	57.9
5127612	F	53.7
5127612	M	53.7
5127613	F	65.4
5127613	M	61.3
5127614	F	77.1
5127614	M	69.8
5127615	F	70.7
5127615	M	74.1
5127616	F	15
5127616	M	32
5127701	F	48.1
5127701	M	50.9
5127702	F	50.6
5127702	M	67.8
5127703	F	67.6
5127703	M	78.2
5127704	F	54.9
5127704	M	54.9
5127705	F	54.3
5127705	M	58.8
5127706	F	59.2
5127706	M	72.8
5127707	F	20.5
5127707	M	30.2
5127708	M	100
5127709	F	53.3
5127709	M	54.8
5127710	F	77.3
5127710	M	85.2
5127711	F	67.3
5127711	M	63.7
5127712	F	79.3
5127712	M	90.2
5127713	F	65.1
5127713	M	67
5127714	F	51.6
5127714	M	55.6
5127715	F	63.3
5127715	M	72.4
5127801	F	46.3
5127801	M	62.5
5127802	F	58.5
5127802	M	68.8
5127803	F	61.9
5127803	M	74.1
5127804	F	58.1
5127804	M	75.3
5127805	F	69.5
5127805	M	76.2
5127806	F	50.9
5127806	M	61.4
5127807	F	53
5127807	M	46
5127808	F	51.4
5127808	M	69.3
5127809	F	50.4
5127809	M	62.6
5127810	F	67.5
5127810	M	81.4
5127811	F	64.4
5127811	M	74.7
5127812	F	46
5127812	M	67
5127813	F	56.3
5127813	M	65.8
5127814	F	58.6
5127814	M	79.8
5127815	F	56.1
5127815	M	69.4
5127816	F	65.1
5127816	M	83.1
5127817	F	58.6
5127817	M	78
5127901	F	61.7
5127901	M	65.5
5127902	F	70.2
5127902	M	67.3
5127903	F	49.7
5127903	M	59.7
5127904	F	63.4
5127904	M	74.5
5127905	F	66.1
5127905	M	83.8
5127906	F	69
5127906	M	75.1
5127907	F	59.9
5127907	M	75.2
5127908	F	66.7
5127908	M	72.5
5127909	F	55.2
5127909	M	60.6
5127910	F	57.7
5127910	M	43.2
5127911	F	39.2
5127911	M	56.8
5127912	F	74.7
5127912	M	86.3
5127913	F	61.1
5127913	M	70.5
5127914	F	62.8
5127914	M	69.4
5127915	F	54.4
5127915	M	62.9
5127916	F	62.1
5127916	M	80.6
5127917	F	74.4
5127917	M	79.7
5127918	F	71
5127918	M	71.4
5127919	F	64.7
5127919	M	74.1
5127920	F	72
5127920	M	80.1
5127921	F	59.9
5127921	M	68
5127922	F	74.5
5127922	M	84.5
5127923	F	70.2
5127923	M	65.2
5127924	F	69.5
5127924	M	96.3
5127925	F	58.1
5127925	M	77.1
5127926	F	59.7
5127926	M	73.5
5127927	F	61.2
5127927	M	72.3
5127928	F	52.8
5127928	M	68.1
5127929	F	65.8
5127929	M	82.6
5127930	F	71.5
5127930	M	77.2
5127931	M	31.6
5127932	F	68.6
5127932	M	77.3
5128001	F	66.8
5128001	M	82
5128003	F	69.4
5128003	M	79.6
5128004	F	59.3
5128004	M	67.8
5128005	F	58.7
5128005	M	83.8
5128006	F	67.4
5128006	M	74.5
5128007	F	66.2
5128007	M	83
5128008	F	70.9
5128008	M	74.5
5128009	F	61.7
5128009	M	67
5128010	F	73.9
5128010	M	80
5128011	F	62.4
5128011	M	72
5128012	F	71.1
5128012	M	85.6
5128013	F	64
5128013	M	70.9
5128014	F	74.4
5128014	M	84.1
5128015	F	64.8
5128015	M	82.5
5128016	F	73.6
5128016	M	76.3
5128017	F	66.8
5128017	M	76.3
5128018	F	68
5128018	M	84.2
5128019	F	69.9
5128019	M	78.6
5128020	F	66.7
5128020	M	84.8
5128021	F	62.6
5128021	M	80
5128022	F	80
5128022	M	88.9
5128024	F	66.1
5128024	M	65.2
5128025	F	69
5128025	M	78.6
5128027	F	72.2
5128027	M	73.9
5128028	F	69.6
5128028	M	78.3
5128201	F	46.3
5128201	M	51.1
5128202	F	69.7
5128202	M	77
5128203	F	47.8
5128203	M	64.3
5128204	F	50.4
5128204	M	57.1
5128205	F	50
5128205	M	32.1
5128206	F	49.7
5128206	M	63.4
5128207	F	53.3
5128207	M	67.7
5128208	F	50.7
5128208	M	44.9
5128209	F	49.6
5128209	M	75.3
5128210	F	46.2
5128210	M	59.9
5128211	F	59.1
5128211	M	79.7
5128212	F	42.5
5128212	M	47.3
5128213	F	62.7
5128213	M	78.3
5128214	F	54.4
5128214	M	55.4
5128215	F	43.3
5128215	M	50
5128216	F	57.4
5128216	M	72.1
5128218	M	100
5128301	F	55.7
5128301	M	71.3
5128302	F	38.5
5128302	M	72.2
5128303	F	48.2
5128303	M	50
5128304	F	18.3
5128304	M	12.5
5128305	F	47.9
5128305	M	54.4
5128306	F	72.2
5128306	M	71.2
5128307	F	42.1
5128307	M	72.1
5128308	F	46.4
5128308	M	61
5128309	F	39.5
5128309	M	41.2
5128310	F	57.3
5128310	M	56.9
5128311	F	71.4
5128311	M	79.9
5128312	F	9.1
5128312	M	45.5
5128313	F	32.9
5128313	M	34.2
5128314	F	26.3
5128314	M	13.6
5128315	F	25.2
5128315	M	41.7
5128316	F	40.3
5128316	M	32.8
5128317	F	39.7
5128317	M	32.7
5128318	F	60
5128318	M	30
5128501	F	49.1
5128501	M	56
5128502	F	55.9
5128502	M	67.2
5128504	F	53.1
5128504	M	51.3
5128505	F	43.2
5128505	M	52.9
5128506	F	52
5128506	M	65
5128507	F	49.2
5128507	M	62.4
5128508	F	56.4
5128508	M	67
5128509	F	55.2
5128509	M	67.3
5128510	F	40.8
5128510	M	44.4
5128511	F	54.4
5128511	M	60.7
5128512	F	63.4
5128512	M	72.3
5128513	F	30
5128513	M	37.5
5128514	F	43.1
5128514	M	51.9
5128515	F	45.5
5128515	M	60.8
5128516	F	44.7
5128516	M	53.7
5128517	F	45.9
5128517	M	55.4
5128518	F	42
5128518	M	53.1
5128519	F	23.3
5128519	M	33.8
5128520	F	54.1
5128520	M	69.6
5128521	F	44.2
5128521	M	59.1
5128523	F	48.6
5128523	M	53.6
5128524	F	44.6
5128524	M	54.3
5128525	F	34.5
5128525	M	34.7
5128526	F	60.5
5128526	M	63.7
5128527	F	52.7
5128527	M	63.3
5128528	F	45.7
5128528	M	56.9
5128529	F	36
5128529	M	37.7
5128530	F	53.9
5128530	M	56.6
5128531	F	50.7
5128531	M	61.7
5128532	F	54.5
5128532	M	53.2
5128533	F	38.6
5128533	M	53
5128601	F	71.4
5128601	M	64.8
5128602	F	41.8
5128602	M	47.6
5128603	F	50.9
5128603	M	66.3
5128604	F	72.4
5128604	M	74.9
5128605	F	55.3
5128605	M	55.1
5128606	F	44.3
5128606	M	65.6
5128607	F	39.7
5128607	M	61.7
5128608	F	47.4
5128608	M	48.6
5128609	F	70.9
5128609	M	72.3
5128610	F	40.9
5128610	M	53.6
5128611	F	18.1
5128611	M	43
5128612	F	38.6
5128612	M	43.2
5128613	F	39.9
5128613	M	22.7
5128614	F	74
5128614	M	74.4
5128615	F	58.6
5128615	M	68.1
5128616	F	73.5
5128616	M	75.6
5128617	F	44.8
5128617	M	40.7
5128618	F	63.3
5128618	M	74.5
5128701	F	62.4
5128701	M	70.8
5128702	F	62.8
5128702	M	62
5128703	F	73
5128703	M	82.3
5128704	F	59.2
5128704	M	69.1
5128705	F	69.3
5128705	M	82.4
5128706	F	57.5
5128706	M	64.6
5128707	F	61.7
5128707	M	67.2
5128708	F	63.1
5128708	M	77.3
5128709	F	40.1
5128709	M	48.7
5128710	F	48.5
5128710	M	65.2
5128711	F	62.1
5128711	M	72.4
5128712	F	59.1
5128712	M	66.7
5128713	F	61.7
5128713	M	69.6
5128714	F	46.8
5128714	M	57.9
5128715	F	69.3
5128715	M	77.5
5128716	F	66.3
5128716	M	66
5128717	F	57.6
5128717	M	66.9
5128718	F	65.4
5128718	M	70.2
5128801	F	65
5128801	M	64.6
5128802	F	65.3
5128802	M	78.2
5128803	F	69.4
5128803	M	72.7
5128804	F	67.5
5128804	M	80.9
5128805	F	61.3
