SA1_7DIGITCODE_2016	Sex	unemployment
1158411	M	5.8
1158412	M	17
1158413	F	12
1158413	M	7.1
1158414	F	5.6
1158414	M	5.5
1158416	F	8.8
1158416	M	6.1
1158417	F	10.9
1158417	M	6
1158418	F	15.6
1158418	M	7.5
1158501	F	7
1158501	M	11.1
1158502	F	13.2
1158502	M	13.1
1158503	F	11.8
1158503	M	9
1158504	F	8.3
1158504	M	12.4
1158505	F	11.5
1158505	M	17.1
1158506	F	3.7
1158506	M	12.4
1158507	F	10
1158507	M	10.8
1158508	F	15.5
1158508	M	14.1
1158509	F	16
1158509	M	7.9
1158511	F	17.5
1158511	M	16.7
1158512	F	9.1
1158512	M	6.6
1158513	F	8.2
1158513	M	11.3
1158514	F	18.8
1158514	M	9.6
1158515	F	11.5
1158515	M	11.1
1158516	F	9.6
1158516	M	14.8
1158517	F	3.2
1158517	M	8
1158518	F	9.5
1158519	F	5.2
1158519	M	3.4
1158520	F	13.4
1158520	M	6.7
1158521	F	3.8
1158521	M	8.9
1158522	F	13.3
1158522	M	15.5
1158523	F	20.9
1158523	M	11.2
1158524	F	12.2
1158524	M	8
1158601	F	4.8
1158601	M	7.7
1158602	F	3
1158602	M	12
1158603	F	7.7
1158603	M	4.8
1158604	F	11.1
1158604	M	10.2
1158605	F	12.8
1158605	M	9.4
1158606	F	8.6
1158606	M	7.4
1158608	F	5.1
1158608	M	6.1
1158609	F	10.5
1158609	M	9.4
1158610	F	12.4
1158610	M	14.2
1158611	F	10.7
1158611	M	6.1
1158612	F	4.9
1158612	M	14
1158613	F	9.1
1158613	M	6.3
1158614	F	14.5
1158614	M	16.1
1158615	F	8.8
1158615	M	14.3
1158616	F	4.4
1158616	M	10.8
1158617	F	7
1158618	F	4.8
1158618	M	10.6
1158619	M	16.5
1158620	F	6.1
1158620	M	6.7
1158621	F	9.2
1158621	M	5.9
1158622	F	6
1158622	M	6.3
1158623	F	7.9
1158623	M	6.5
1158624	F	11.1
1158624	M	14.9
1158625	M	4.8
1158626	F	7.1
1158626	M	8.6
1158627	F	7.6
1158627	M	10.2
1158629	F	7.7
1158629	M	11.1
1158630	F	8.8
1158630	M	9.5
1158631	F	7.7
1158631	M	5.4
1158632	M	3.9
1158633	F	9.7
1158633	M	7.3
1158635	F	7.3
1158635	M	6.1
1158637	F	19.4
1158637	M	12.7
1158638	F	8.3
1158638	M	3.1
1158639	F	4.7
1158639	M	8.4
1158640	M	4.8
1158641	F	12.9
1158641	M	12.7
1158642	F	5.7
1158642	M	8.4
1158701	F	10.6
1158701	M	10.9
1158702	F	5.8
1158702	M	9.5
1158703	F	7.3
1158703	M	10.5
1158704	F	11.8
1158704	M	5
1158705	F	7.9
1158705	M	13.9
1158706	F	3.9
1158706	M	7
1158707	F	8.5
1158707	M	5.6
1158708	F	6.2
1158708	M	3.5
1158709	F	5.3
1158709	M	7.7
1158710	F	15.6
1158710	M	9.7
1158711	F	14.1
1158711	M	4.9
1158713	F	8.2
1158713	M	13.6
1158801	F	18.5
1158801	M	2.7
1158802	F	12.6
1158802	M	7.4
1158803	F	2.5
1158803	M	7.7
1158804	F	5
1158804	M	4.1
1158805	F	7.7
1158805	M	2.4
1158806	F	7.3
1158806	M	8.2
1158807	F	8.4
1158807	M	9
1158809	F	11.7
1158809	M	11.2
1158810	F	9.6
1158810	M	2.6
1158811	F	23.3
1158811	M	12.7
1158812	F	8.3
1158812	M	3
1158813	F	5.4
1158813	M	12.6
1158814	F	11.8
1158814	M	2.8
1158815	F	5.9
1158815	M	8.3
1158816	F	4.5
1158816	M	8.4
1158817	F	8.2
1158817	M	6.1
1158818	F	10.8
1158818	M	5.8
1158819	F	6.4
1158819	M	6.9
1158820	F	21.7
1158820	M	9.9
1158821	F	7
1158821	M	10
1158822	F	17.1
1158822	M	6
1158823	F	8
1158823	M	9.3
1158824	F	16.3
1158824	M	8.1
1158825	F	7
1158825	M	3.9
1158826	F	13.7
1158826	M	3.2
1158827	F	9
1158827	M	7
1158901	F	16.5
1158901	M	4.7
1158902	F	18.6
1158902	M	4
1158903	F	10.6
1158903	M	8.1
1158904	F	8.4
1158904	M	5.3
1158905	F	6.4
1158906	F	10
1158906	M	6.7
1158907	F	19.1
1158907	M	2.6
1158908	F	14.9
1158908	M	2.9
1158909	F	8
1158909	M	9.2
1158910	F	14.3
1158910	M	10
1158911	F	3.7
1158911	M	6.6
1158912	F	19.4
1158912	M	8.2
1158913	F	12.8
1158913	M	7.6
1158914	F	9.5
1158914	M	3.3
1158915	F	9.6
1158915	M	8.8
1158916	F	16.7
1158916	M	15.4
1158917	F	13.2
1158917	M	4.8
1158918	F	7.3
1158918	M	9.6
1158919	F	17.7
1158919	M	3.6
1158920	F	11.8
1158920	M	9.3
1158921	F	8.7
1158921	M	11.8
1158922	F	14.6
1158922	M	8.9
1158923	F	12.3
1158923	M	6.3
1158924	F	18.6
1158924	M	9.4
1158925	F	6
1158925	M	6.9
1158926	F	6.7
1158926	M	9.3
1158927	F	3.8
1158927	M	3.4
1158928	F	8
1158928	M	7.6
1158929	F	7.1
1158929	M	4.9
1158930	F	13.3
1158930	M	9.6
1158931	F	15.4
1158931	M	8
1158932	F	25
1158932	M	8.5
1158933	M	5.1
1158934	F	7.4
1158934	M	8
1158935	F	6.1
1158935	M	6
1159001	F	6.9
1159001	M	5.3
1159002	F	6.4
1159002	M	3
1159003	F	6.1
1159003	M	2.6
1159004	M	3.4
1159005	F	2.4
1159005	M	7
1159006	F	2.2
1159006	M	1.8
1159007	F	6.5
1159007	M	3.8
1159008	F	2.9
1159008	M	4.1
1159102	F	10.4
1159102	M	12.1
1159103	F	11
1159103	M	8.3
1159104	F	2.4
1159104	M	3.9
1159105	F	4.3
1159105	M	2.9
1159107	F	5.5
1159107	M	5.6
1159108	F	11
1159108	M	8.4
1159109	F	5
1159109	M	3.2
1159110	F	8.6
1159110	M	11.5
1159111	F	3.6
1159111	M	2.2
1159112	F	3
1159112	M	6.7
1159113	F	8.6
1159113	M	7.8
1159114	F	3.8
1159114	M	3
1159115	F	2.6
1159115	M	3.8
1159116	F	7.5
1159116	M	3.7
1159117	F	10.9
1159117	M	5.2
1159118	F	7.7
1159118	M	12.1
1159119	F	2.5
1159119	M	2
1159120	F	6
1159120	M	5.5
1159121	M	3.3
1159122	M	6.7
1159123	F	4.7
1159123	M	5.4
1159124	F	6.4
1159124	M	6.9
1159125	F	6.1
1159125	M	2.7
1159126	F	7.5
1159126	M	6.3
1159127	F	4.8
1159127	M	7.9
1159128	F	5.4
1159128	M	8.9
1159129	F	5.8
1159129	M	7.8
1159130	F	3.8
1159130	M	5.1
1159131	F	4.2
1159131	M	3.7
1159132	F	2.4
1159132	M	5.1
1159133	F	4.8
1159133	M	4.8
1159134	F	8.6
1159134	M	8.4
1159135	F	6.2
1159135	M	2.7
1159136	F	11.9
1159136	M	7.5
1159137	F	2.9
1159137	M	5
1159138	F	3.7
1159138	M	8.4
1159139	F	8.1
1159139	M	5.3
1159140	F	8.1
1159140	M	4.1
1159141	F	3.9
1159141	M	4.4
1159142	F	6.8
1159142	M	4.7
1159143	F	5.6
1159143	M	9.2
1159144	M	3.2
1159145	M	3.6
1159146	F	3.2
1159146	M	2.4
1159147	F	7.1
1159147	M	7.4
1159148	F	5.4
1159148	M	7.8
1159149	M	9.7
1159150	F	3.4
1159150	M	6.3
1159151	F	11.8
1159151	M	7.1
1159152	F	3
1159152	M	6.9
1159153	F	4.5
1159153	M	5.6
1159301	F	2.6
1159301	M	11
1159302	F	3.3
1159302	M	7.8
1159303	F	4.1
1159303	M	3.1
1159304	F	8.9
1159304	M	3.3
1159305	F	8
1159305	M	2.8
1159306	F	3.6
1159307	F	9.9
1159307	M	3.4
1159308	F	9.1
1159308	M	6.7
1159309	F	5.5
1159309	M	7.1
1159310	M	3.5
1159311	F	3.3
1159311	M	10.5
1159312	F	2.9
1159312	M	8.1
1159313	F	14.5
1159313	M	12
1159314	F	5
1159314	M	6.7
1159315	F	8.9
1159315	M	3.6
1159316	F	2.7
1159316	M	2.1
1159401	F	4.5
1159401	M	9.7
1159402	F	7.3
1159402	M	16.4
1159403	F	6.3
1159403	M	13.3
1159404	F	10.8
1159404	M	8.5
1159405	F	10.3
1159405	M	4.3
1159406	F	5
1159406	M	9.9
1159407	F	15.8
1159407	M	10.3
1159408	F	7.9
1159408	M	7.4
1159409	F	14.6
1159409	M	6.1
1159410	F	6.4
1159410	M	13.6
1159411	F	3
1159411	M	7.9
1159412	F	6.3
1159412	M	9.3
1159413	F	9.4
1159413	M	9.9
1159414	F	5.4
1159414	M	10.3
1159415	F	3.1
1159415	M	4.5
1159416	F	5.7
1159416	M	9.8
1159417	F	6.2
1159418	F	13
1159418	M	7
1159419	F	6.7
1159419	M	8.1
1159420	F	3.4
1159421	M	6
1159422	F	21.7
1159422	M	7.4
1159423	F	8.6
1159423	M	3.3
1159424	F	9.6
1159424	M	8.5
1159425	F	13
1159425	M	11.9
1159426	F	18.3
1159426	M	8.7
1159427	F	14.7
1159427	M	6.1
1159428	F	3.7
1159428	M	7
1159429	F	14.1
1159429	M	17.5
1159430	F	4.8
1159430	M	8.3
1159431	F	12.5
1159431	M	8.3
1159432	F	21.3
1159432	M	11.1
1159501	F	3.9
1159501	M	5
1159502	F	9.9
1159502	M	9.4
1159503	F	13.7
1159503	M	13.1
1159504	F	10.4
1159504	M	2.8
1159505	F	10.8
1159505	M	11.9
1159506	F	7.6
1159506	M	8
1159507	M	5.5
1159508	F	5.6
1159508	M	6.3
1159509	F	9.8
1159509	M	6.4
1159510	F	4.9
1159510	M	7.3
1159511	F	2.6
1159512	F	4.5
1159512	M	7.3
1159513	F	4.9
1159513	M	10.2
1159514	F	9.8
1159514	M	3.4
1159515	F	11
1159515	M	4.4
1159516	M	4.5
1159517	F	9.1
1159517	M	9.2
1159518	F	14
1159518	M	6
1159519	F	14.9
1159519	M	6.8
1159520	F	12.5
1159520	M	8.2
1159521	F	5.6
1159521	M	2.9
1159522	F	7
1159522	M	8.7
1159601	F	4.5
1159601	M	2.2
1159602	F	6.6
1159602	M	4.3
1159603	F	5.8
1159603	M	11.5
1159604	F	4.8
1159604	M	3.1
1159605	F	4.4
1159605	M	2.2
1159606	F	4.1
1159607	F	4.1
1159607	M	3.4
1159608	F	6.8
1159608	M	5
1159609	F	4
1159609	M	4.3
1159610	F	2.7
1159610	M	5.2
1159611	F	13.4
1159611	M	3.4
1159612	F	2.3
1159612	M	3.5
1159613	F	4.2
1159613	M	6.2
1159614	F	4.8
1159614	M	5.3
1159615	F	7.8
1159615	M	6
1159616	F	5.5
1159616	M	6.2
1159617	F	3.9
1159617	M	7.2
1159618	F	5
1159618	M	6.8
1159619	F	3.6
1159619	M	2.3
1159620	F	8.2
1159620	M	4.8
1159621	F	6.3
1159621	M	5.3
1159701	F	4
1159701	M	4.9
1159702	F	6
1159702	M	7.3
1159703	F	13.9
1159703	M	10
1159704	F	5.1
1159705	F	6.8
1159705	M	2.5
1159706	F	9.3
1159706	M	3.5
1159707	F	2.5
1159707	M	4.5
1159708	F	8.8
1159708	M	5.7
1159709	F	6.8
1159709	M	4.4
1159710	F	7.4
1159710	M	3
1159711	F	5
1159711	M	4.6
1159712	M	26.3
1159713	F	5.5
1159713	M	2.1
1159714	F	7
1159714	M	5.3
1159715	F	5.6
1159715	M	4.5
1159716	F	4.5
1159716	M	6.8
1159718	F	3.8
1159718	M	6.9
1159719	F	6.9
1159719	M	7.9
1159720	F	5.3
1159720	M	4.9
1159721	F	11.1
1159721	M	9.4
1159722	F	6.9
1159722	M	6.4
1159723	F	8.3
1159723	M	9.2
1159724	F	9.9
1159724	M	2.7
1159725	F	2.9
1159725	M	6.1
1159726	F	7.2
1159726	M	2.2
1159727	F	10.1
1159727	M	2.9
1159728	F	7.3
1159728	M	11.9
1159729	F	9.5
1159729	M	9.4
1159730	F	14.5
1159732	F	4.3
1159732	M	4.5
1159733	F	11.8
1159733	M	10.6
1159801	F	9.4
1159801	M	13.6
1159803	F	12
1159803	M	4.9
1159804	F	13.5
1159804	M	11.5
1159805	F	19.6
1159805	M	20.9
1159806	F	5.2
1159806	M	5.8
1159807	F	16.7
1159807	M	8.3
1159808	F	13.5
1159808	M	7.6
1159809	F	5.3
1159809	M	10.6
1159811	F	13.4
1159811	M	6.4
1159812	F	6.3
1159812	M	2.9
1159813	F	20.4
1159813	M	11.1
1159814	F	10.1
1159814	M	13.3
1159815	F	13.4
1159815	M	13
1159816	F	11.1
1159816	M	7.5
1159817	F	15.2
1159817	M	8.8
1159818	F	5.7
1159818	M	4.1
1159819	F	11
1159819	M	9.6
1159820	F	20.8
1159820	M	13.3
1159821	F	13.8
1159821	M	12.3
1159822	F	7.1
1159822	M	6.3
1159823	F	22.8
1159823	M	10.7
1159824	F	4.1
1159824	M	5.4
1159825	M	13.2
1159826	F	10.4
1159826	M	4.2
1159827	F	15.1
1159827	M	15.2
1159828	F	6.3
1159828	M	9.5
1159829	F	10.9
1159829	M	12.8
1159830	F	15.2
1159830	M	17.2
1159831	F	11.4
1159831	M	10.4
1159832	F	13.5
1159832	M	10.1
1159833	F	16.6
1159833	M	12.8
1159834	F	7.6
1159834	M	16.7
1159835	F	4
1159835	M	9.8
1159836	F	17.3
1159836	M	7
1159837	F	17.4
1159837	M	16.4
1159838	F	19.4
1159838	M	15.6
1159839	F	9.2
1159839	M	12.8
1159840	F	9.5
1159840	M	13.4
1159841	F	20.4
1159841	M	9.7
1159842	F	15.9
1159842	M	17.6
1159843	F	11.3
1159843	M	11.8
1159844	F	19
1159844	M	17.8
1159845	F	17.4
1159845	M	11.3
1159846	F	12.9
1159846	M	4.8
1159847	F	8.4
1159847	M	9.3
1159848	F	6.3
1159848	M	9
1159849	F	10.8
1159849	M	10.3
1159850	F	16
1159850	M	9.4
1159851	F	3.4
1159851	M	9.8
1159852	F	8.9
1159852	M	4.5
1159853	F	14.9
1159853	M	7.3
1159854	F	16.3
1159854	M	16.5
1159855	F	18.4
1159855	M	8.5
1159901	F	12.5
1159901	M	16.2
1159902	F	11
1159902	M	11.5
1159903	F	8.9
1159903	M	6
1159904	F	8.2
1159904	M	3.2
1159905	F	6.4
1159905	M	17.5
1159906	F	10.9
1159906	M	13.5
1159907	F	17.2
1159907	M	17.7
1159908	F	7.7
1159908	M	10
1159909	F	11.7
1159909	M	12.1
1159910	F	8.1
1159910	M	13
1159911	F	22.4
1159911	M	23.1
1159912	F	11.5
1159912	M	8.4
1159913	F	5.3
1159913	M	6
1159914	F	5.1
1159914	M	3.2
1159915	F	7
1159915	M	9.1
1159916	F	20
1159916	M	9.6
1159917	F	8.2
1159917	M	17.6
1159918	F	11.9
1159918	M	13.1
1159919	F	25
1159919	M	9.6
1159920	F	12.2
1159920	M	6.1
1159921	F	5.8
1159921	M	16.1
1159922	F	17.4
1159922	M	9.3
1159923	F	15.4
1159923	M	17.6
1159924	M	4.8
1159925	F	4.3
1159925	M	12.6
1160001	F	5.4
1160001	M	7.2
1160002	F	10.7
1160002	M	5.7
1160003	F	3.7
1160003	M	7.7
1160004	F	12.7
1160004	M	6.3
1160006	F	4
1160006	M	6.5
1160007	F	5.6
1160008	F	9.2
1160008	M	5.1
1160009	F	5.7
1160009	M	5.3
1160010	F	3.1
1160010	M	2.9
1160011	F	9.6
1160011	M	6.1
1160012	F	3.9
1160012	M	4.8
1160013	F	7.9
1160013	M	6.2
1160014	F	6.3
1160014	M	6
1160015	F	5.1
1160015	M	7.1
1160016	F	3.8
1160016	M	4.5
1160017	F	7.2
1160017	M	7.8
1160018	F	6
1160018	M	7
1160019	F	6.5
1160019	M	6.6
1160020	M	5.7
1160021	F	10.1
1160021	M	8.4
1160022	F	6.1
1160022	M	5.3
1160023	F	2.9
1160023	M	6.7
1160024	F	6.7
1160024	M	9.2
1160025	F	3.3
1160025	M	8.9
1160026	F	9.2
1160026	M	6.4
1160027	F	8.1
1160027	M	6.9
1160028	F	4
1160028	M	3.9
1160029	F	3.4
1160029	M	3.8
1160030	F	5.1
1160030	M	5.9
1160031	F	5
1160031	M	3.9
1160033	F	4.7
1160033	M	9.2
1160034	F	5.9
1160034	M	6.7
1160035	F	17.9
1160036	F	5
1160036	M	9.7
1160037	F	11.9
1160037	M	3.7
1160038	F	5.2
1160038	M	3.7
1160101	F	19.4
1160101	M	19
1160102	F	20
1160102	M	13
1160103	F	10.8
1160103	M	16.7
1160105	F	12.9
1160105	M	10.9
1160106	F	4.9
1160106	M	9.2
1160107	F	25
1160107	M	23
1160108	F	15.9
1160108	M	14.8
1160109	F	6.5
1160109	M	15.6
1160110	F	15.3
1160110	M	12.8
1160201	F	3
1160201	M	3.8
1160202	F	8.3
1160202	M	8.7
1160203	F	5.3
1160203	M	2.2
1160204	M	2.8
1160206	F	3.8
1160207	F	2.2
1160207	M	3.8
1160208	F	7.9
1160208	M	2.8
1160209	F	5.1
1160209	M	4.8
1160210	F	6.8
1160211	F	6.8
1160211	M	3.7
1160212	F	2.6
1160212	M	2.1
1160213	F	3.3
1160213	M	3.1
1160214	F	4.4
1160214	M	2.5
1160215	M	2.4
1160216	F	4.5
1160216	M	6.3
1160219	F	2.6
1160220	F	6.1
1160220	M	3.6
1160221	F	2
1160221	M	5.1
1160222	F	6.1
1160222	M	6
1160223	F	3.5
1160224	F	2.2
1160224	M	5.3
1160225	F	5.3
1160225	M	6.1
1160226	F	3.7
1160226	M	3
1160227	M	10
1160303	F	6.5
1160303	M	3.2
1160304	F	11.8
1160304	M	8.9
1160305	M	4.3
1160306	F	2.6
1160306	M	3.2
1160308	M	3.8
1160309	F	3.8
1160309	M	4.8
1160310	F	4.1
1160310	M	3.2
1160311	F	3.4
1160312	M	4.8
1160313	M	2.7
1160314	M	3.4
1160315	F	2.6
1160315	M	2.8
1160316	F	2.6
1160316	M	2.6
1160317	M	3
1160318	F	3.9
1160318	M	4.7
1160319	F	4.7
1160319	M	2.7
1160320	F	5.4
1160320	M	3.2
1160321	F	2.8
1160321	M	4.1
1160322	F	3.7
1160323	M	2.7
1160324	F	4.1
1160324	M	2.4
1160325	F	4
1160325	M	3.3
1160326	F	3.7
1160326	M	3.4
1160327	M	3.8
1160328	F	2.2
1160328	M	4.7
1160329	F	2.6
1160329	M	9.3
1160401	F	2.3
1160401	M	1.6
1160402	M	6.3
1160403	F	5
1160403	M	3.7
1160404	F	3
1160404	M	10.5
1160405	F	5.2
1160405	M	3.3
1160406	F	3.7
1160406	M	3.1
1160407	F	1.8
1160407	M	2.8
1160408	F	3.1
1160408	M	4.2
1160409	F	9.3
1160409	M	8.3
1160410	F	2.3
1160410	M	3
1160411	F	2.2
1160411	M	2.2
1160412	F	4.1
1160412	M	7.5
1160413	F	5.5
1160413	M	10.7
1160414	F	2.3
1160414	M	2.2
1160415	F	3.8
1160415	M	3.1
1160416	F	3.6
1160416	M	3.1
1160417	M	3.6
1160418	F	4.1
1160418	M	6.7
1160419	M	2.6
1160420	F	2
1160420	M	3.7
1160421	F	7.5
1160422	F	6
1160423	F	4.3
1160423	M	1.7
1160424	F	2.5
1160424	M	6.6
1160425	F	5.9
1160426	F	7
1160426	M	2.5
1160427	F	3.3
1160427	M	2.3
1160428	F	4.3
1160428	M	2.3
1160429	F	3.7
1160429	M	5.6
1160430	F	4.3
1160430	M	5.3
1160431	F	4.1
1160432	F	4.9
1160432	M	3
1160433	F	3.3
1160434	F	2.9
1160434	M	4.4
1160435	F	4.1
1160435	M	4.6
1160437	F	2.3
1160437	M	4.8
1160438	F	3.4
1160438	M	7.9
1160439	F	3.1
1160439	M	1.9
1160441	M	3.7
1160442	F	4.9
1160442	M	4.7
1160443	M	3.7
1160444	M	11.9
1160445	F	5
1160445	M	4.2
1160446	F	3.5
1160446	M	1.8
1160447	F	3.2
1160447	M	3.4
1160449	F	5.7
1160449	M	2
1160451	F	3.3
1160452	F	8.5
1160453	F	2.2
1160453	M	6.8
1160454	F	5.3
1160454	M	4
1160455	F	2.2
1160455	M	2.2
1160456	F	3.7
1160456	M	9.9
1160457	F	4.7
1160459	F	2.7
1160459	M	2.4
1160461	M	4.4
1160462	M	4.3
1160501	M	2.3
1160502	M	3.1
1160503	F	3.5
1160503	M	2
1160504	F	3.8
1160504	M	2.1
1160507	M	4.1
1160601	F	2.5
1160601	M	1.9
1160602	F	3.7
1160603	F	3.3
1160603	M	6.6
1160604	F	2.4
1160604	M	2.4
1160605	F	7.7
1160605	M	1.8
1160606	F	3.3
1160607	F	4.8
1160607	M	2.4
1160608	F	2.8
1160608	M	2.8
1160611	M	1.7
1160612	F	3.9
1160612	M	5.5
1160613	F	3.1
1160613	M	3
1160614	F	3.3
1160614	M	3.6
1160616	F	1.6
1160616	M	1.8
1160618	F	4.7
1160618	M	3.6
1160619	F	3.5
1160620	F	3.1
1160701	F	4.8
1160701	M	4.5
1160702	F	3
1160702	M	3.1
1160703	F	3.7
1160703	M	5.8
1160704	F	5.5
1160705	F	4.1
1160706	F	2
1160706	M	2
1160707	F	2.7
1160707	M	4
1160708	F	3.8
1160708	M	5
1160710	M	4.9
1160711	F	5
1160712	F	2.2
1160713	F	1.8
1160713	M	2.3
1160714	F	2.5
1160714	M	3.4
1160716	F	3.1
1160716	M	1.8
1160717	F	1.8
1160717	M	1.8
1160718	F	3.8
1160718	M	2.6
1160719	F	3.2
1160719	M	4.3
1160720	M	2.2
1160721	F	7.6
1160722	M	3.1
1160723	F	5.1
1160724	F	2.9
1160724	M	2
1160725	M	3.4
1160726	F	3.1
1160727	F	6.8
1160727	M	3.9
1160728	F	9.3
1160728	M	3.3
1160729	F	5.5
1160730	F	4
1160730	M	13.7
1160731	F	5.4
1160731	M	2.9
1160733	M	2.4
1160734	F	4.2
1160734	M	4.5
1160736	M	2.2
1160737	F	5.9
1160737	M	11.1
1160738	F	3.1
1160739	M	3.1
1160740	F	3
1160740	M	4.4
1160801	F	10.4
1160802	F	1.8
1160802	M	2.9
1160803	F	2.8
1160803	M	1.9
1160804	F	2.9
1160804	M	3.2
1160805	F	2.7
1160805	M	2.1
1160806	M	3.3
1160808	F	3.6
1160809	F	5
1160809	M	2.2
1160810	F	2.8
1160810	M	5.3
1160811	F	2.1
1160811	M	2.4
1160812	F	5.5
1160813	F	5
1160813	M	2.8
1160814	F	5.1
1160815	M	6.8
1160816	F	4.5
1160816	M	3.6
1160817	F	2.9
1160902	F	2.4
1160903	F	1.7
1160903	M	2.2
1160904	F	4.5
1160904	M	2.6
1160905	F	2.5
1160905	M	2.3
1160906	F	2.7
1160907	F	3.1
1160907	M	4.7
1160908	F	4.9
1160908	M	2.2
1160909	F	3.6
1160910	F	6.4
1160910	M	1.8
1949999	F	21.7
1949999	M	22.2
1979993	F	4.2
2100101	F	4.8
2100101	M	6.3
2100102	F	9.3
2100102	M	7.7
2100105	F	5.1
2100105	M	18.9
2100106	F	6.4
2100106	M	2.2
2100107	F	3.5
2100107	M	12.9
2100108	F	5.7
2100108	M	3.9
2100109	F	4.8
2100109	M	9.6
2100110	F	2.3
2100110	M	4.2
2100111	F	4.7
2100111	M	6
2100112	F	10.7
2100112	M	5.6
2100113	F	5.2
2100113	M	9.6
2100114	F	2.4
2100114	M	6.7
2100115	F	2.5
2100115	M	6.9
2100117	F	3.8
2100117	M	5.1
2100118	F	3.4
2100119	M	3.2
2100120	F	8.9
2100120	M	6
2100121	F	5.9
2100121	M	3.8
2100122	F	5
2100122	M	3.8
2100123	F	3.7
2100123	M	3
2100124	F	3.3
2100124	M	2.2
2100201	F	2.7
2100201	M	3.7
2100202	F	4.6
2100202	M	4.7
2100203	F	3.8
2100203	M	4.5
2100204	M	3.7
2100205	F	6.9
2100205	M	7.9
2100206	F	4.1
2100206	M	11.5
2100208	F	4.4
2100208	M	3
2100211	F	3.9
2100211	M	8.2
2100212	F	6.3
2100212	M	11.7
2100213	F	2.8
2100213	M	12
2100214	F	8.7
2100214	M	7.6
2100215	F	4.1
2100215	M	9.3
2100216	F	3
2100216	M	9.6
2100217	F	4.5
2100217	M	7.1
2100218	F	10.4
2100218	M	4.4
2100219	F	22.5
2100219	M	19.4
2100220	F	4.4
2100220	M	4.3
2100221	F	14.6
2100221	M	21
2100222	F	4.8
2100222	M	5.7
2100223	F	2.6
2100223	M	7.8
2100224	F	5.9
2100224	M	5
2100225	M	5.9
2100226	F	12.7
2100226	M	15.4
2100227	F	6.5
2100227	M	3.8
2100228	F	7.8
2100229	F	5.8
2100229	M	14.6
2100230	F	3.4
2100230	M	9.6
2100231	F	6.7
2100231	M	8.8
2100232	F	8.5
2100232	M	11
2100233	F	6
2100233	M	4.9
2100234	F	9.1
2100234	M	22.4
2100301	F	7.3
2100301	M	7
2100302	F	7.1
2100302	M	4.5
2100303	F	5.6
2100303	M	13.2
2100304	F	6.2
2100304	M	12.2
2100305	F	7.5
2100305	M	15.5
2100307	F	8.6
2100307	M	12
2100308	F	11.3
2100308	M	13.8
2100309	F	4.1
2100309	M	8
2100310	F	10.8
2100310	M	3.9
2100311	F	1.6
2100311	M	1.3
2100312	F	5.4
2100312	M	5.1
2100313	F	3.1
2100313	M	6.9
2100314	F	3.6
2100314	M	2.7
2100315	F	5.7
2100315	M	5.3
2100316	F	9.3
2100316	M	11.5
2100317	F	4.5
2100317	M	11.1
2100318	F	8.3
2100318	M	7.4
2100319	F	10.8
2100319	M	11
2100320	F	2.8
2100320	M	4
2100321	M	12.4
2100322	F	7.3
2100322	M	6.4
2100323	F	8.5
2100323	M	3.6
2100324	F	3.6
2100324	M	3.3
2100325	F	4.4
2100325	M	5.2
2100326	F	4.3
2100326	M	3.7
2100327	F	7
2100327	M	6.4
2100328	F	5.4
2100328	M	12.8
2100329	F	1.9
2100329	M	7.8
2100330	F	10.3
2100330	M	9.5
2100331	F	13.7
2100331	M	10.1
2100332	F	4.3
2100332	M	8.5
2100333	F	9.4
2100333	M	6
2100334	F	8.6
2100334	M	2.9
2100335	F	12.6
2100335	M	8.9
2100337	F	2.7
2100337	M	3.3
2100338	M	9.5
2100339	F	17.5
2100339	M	6.8
2100340	F	2.9
2100340	M	2.9
2100341	F	10.3
2100341	M	11.5
2100342	F	5.2
2100342	M	1.5
2100343	F	7.7
2100343	M	4.3
2100344	M	6.5
2100345	F	3.3
2100345	M	4.3
2100346	F	5.1
2100346	M	3.4
2100347	M	3.5
2100348	F	16.7
2100348	M	5
2100349	F	8.7
2100349	M	11.1
2100350	F	6.9
2100350	M	14.9
2100351	F	9.8
2100351	M	12.9
2100401	F	10
2100401	M	11.3
2100402	F	7.1
2100402	M	16.7
2100404	F	8
2100404	M	11
2100405	F	15.9
2100405	M	11.9
2100406	F	5.3
2100406	M	15.6
2100407	F	11.5
2100407	M	3
2100408	F	5.4
2100408	M	5
2100409	F	20
2100409	M	12.6
2100410	F	4.4
2100410	M	15.1
2100411	F	6.6
2100411	M	4.3
2100412	F	6.5
2100412	M	7.8
2100414	F	3.4
2100414	M	9.4
2100415	F	12.2
2100415	M	10.7
2100416	F	5.1
2100416	M	7.2
2100417	F	5.4
2100417	M	8.6
2100418	F	13.8
2100418	M	6.6
2100419	F	12.7
2100419	M	11
2100420	F	9.4
2100420	M	15.3
2100421	F	6.5
2100421	M	6.1
2100422	F	3.2
2100422	M	4.6
2100423	F	4
2100423	M	7.6
2100424	F	13.9
2100424	M	10.4
2100425	F	4.4
2100425	M	9.2
2100426	F	9.6
2100426	M	4.2
2100427	F	9.7
2100427	M	15.7
2100428	F	7.6
2100428	M	6.8
2100429	F	3.8
2100429	M	4.8
2100430	F	6.6
2100430	M	2.9
2100431	F	9.3
2100431	M	5.8
2100432	F	7.6
2100432	M	18.2
2100433	F	4.2
2100433	M	17.7
2100434	F	11
2100434	M	12.8
2100435	F	13.7
2100435	M	17.9
2100436	F	7.2
