SA1_7DIGITCODE_2016	Sex	employmentToPopulation
4109124	F	52.3
4109124	M	59.8
4109125	F	46.4
4109125	M	59.1
4109126	F	52.8
4109126	M	58.2
4109127	F	37.9
4109127	M	44.3
4109128	F	54.8
4109128	M	61.8
4109129	F	49.2
4109129	M	52.2
4109130	F	35.8
4109130	M	51.3
4109201	F	59.3
4109201	M	72.8
4109202	F	54.7
4109202	M	69.4
4109203	F	57
4109203	M	63.6
4109204	F	58.4
4109204	M	64
4109205	F	68.5
4109205	M	71.3
4109206	F	52.6
4109206	M	62.9
4109207	F	50.6
4109207	M	58.2
4109208	F	42.3
4109208	M	50.3
4109209	F	46.2
4109209	M	59.3
4109210	F	48
4109210	M	62.8
4109211	F	56.1
4109211	M	68.5
4109212	F	61.1
4109212	M	66.1
4109213	F	58.8
4109213	M	64.2
4109214	F	53.4
4109214	M	63.5
4109215	F	40.2
4109215	M	48
4109216	F	66.7
4109216	M	72.7
4109217	F	60.6
4109217	M	60.1
4109218	F	60.9
4109218	M	59.1
4109219	F	50.5
4109219	M	57.7
4109220	F	53.8
4109220	M	60.4
4109221	F	55.3
4109221	M	60.9
4109222	F	60.9
4109222	M	64.9
4109223	F	66.3
4109223	M	62.5
4109224	F	51.2
4109224	M	61.7
4109225	F	54.5
4109225	M	55
4109226	F	67.1
4109226	M	63
4109227	F	57
4109227	M	57.7
4109228	F	64.2
4109228	M	51.2
4109229	F	51.4
4109229	M	59.7
4109230	F	50.7
4109230	M	57.1
4109231	F	42.2
4109231	M	58.2
4109232	F	50.9
4109232	M	51.7
4109233	F	55.6
4109233	M	54.2
4109234	F	62
4109234	M	70.9
4109301	F	63.1
4109301	M	62.9
4109302	F	50.3
4109302	M	54.5
4109303	F	53.9
4109303	M	36.2
4109304	F	50.3
4109304	M	51.7
4109305	F	59.2
4109305	M	65.6
4109306	F	64.4
4109306	M	57.7
4109307	F	64
4109307	M	67.8
4109308	F	42.2
4109308	M	46.3
4109309	F	45.6
4109309	M	49.7
4109310	F	44.9
4109310	M	57
4109311	F	44.8
4109311	M	45.5
4109312	F	46.9
4109312	M	61.2
4109313	F	68
4109313	M	67.4
4109314	F	52.3
4109314	M	48.4
4109315	F	64
4109315	M	64.2
4109316	F	57.7
4109316	M	64.1
4109317	F	53.2
4109317	M	48
4109318	F	64.8
4109318	M	69.9
4109319	F	60.7
4109319	M	55.4
4109320	F	51.7
4109320	M	60.9
4109321	F	57.5
4109321	M	66.7
4109322	F	55.9
4109322	M	60.2
4109323	F	52.9
4109323	M	67
4109324	F	47.8
4109324	M	65.1
4109325	F	67.4
4109325	M	64.4
4109326	F	55.4
4109326	M	53.4
4109327	F	56.9
4109327	M	56.5
4109328	F	52.6
4109328	M	57.4
4109329	F	52.9
4109329	M	59.3
4109330	F	47.1
4109330	M	56.3
4109331	F	66.4
4109331	M	65.8
4109332	F	59.6
4109332	M	59.1
4109333	F	51.5
4109333	M	59.7
4109334	F	56.7
4109334	M	63.2
4109335	F	49.8
4109335	M	57.1
4109336	F	56.6
4109336	M	60.7
4109337	F	47.6
4109337	M	52.1
4109338	F	53.4
4109338	M	69.2
4109339	F	57.2
4109339	M	52.4
4109340	F	66.7
4109340	M	76
4109341	F	58.3
4109341	M	56.9
4109342	F	56.7
4109342	M	74.6
4109343	F	62
4109343	M	66.1
4109344	F	32.8
4109344	M	39
4109401	F	39.1
4109401	M	50
4109402	F	50
4109402	M	61
4109403	F	55.9
4109403	M	57.9
4109404	F	56.4
4109404	M	59.4
4109405	F	45.6
4109405	M	58.6
4109406	F	54.3
4109406	M	55.6
4109407	F	47.8
4109407	M	56.8
4109408	F	46.2
4109408	M	54.7
4109411	F	61.6
4109411	M	66
4109412	F	49
4109412	M	54.5
4109413	F	60.4
4109413	M	63.1
4109414	F	48.3
4109414	M	55.9
4109502	F	44.4
4109502	M	50.6
4109503	F	54.3
4109503	M	66.2
4109504	F	34.7
4109504	M	47
4109505	F	45.4
4109505	M	54.9
4109506	F	46.9
4109506	M	52.5
4109507	F	55.7
4109507	M	63.8
4109508	F	51.1
4109508	M	57.5
4109509	F	28.3
4109509	M	27.7
4109510	F	42.2
4109510	M	47.1
4109511	F	39.1
4109511	M	52.9
4109512	F	52.7
4109512	M	57.2
4109513	F	55.3
4109513	M	66.9
4109514	F	50.4
4109514	M	57.7
4109515	F	50.3
4109515	M	56.4
4109516	F	58.9
4109516	M	68.9
4109518	F	12.7
4109518	M	25.8
4109519	F	50.9
4109519	M	54.4
4109520	F	59.6
4109520	M	65.2
4109521	F	54
4109521	M	61.5
4109522	F	49.3
4109522	M	57.3
4109523	F	51.1
4109523	M	52.7
4109524	F	53.2
4109524	M	56.9
4109525	F	52.3
4109525	M	64.4
4109526	F	29.9
4109526	M	46
4109527	F	62.2
4109527	M	67.4
4109528	F	57.5
4109528	M	76.3
4109529	F	51.8
4109529	M	51.6
4109530	F	44.5
4109530	M	55.7
4109531	F	27.1
4109531	M	39.9
4109532	F	58.8
4109532	M	66.8
4109533	F	57.5
4109533	M	69.5
4109534	F	65.1
4109534	M	63.8
4109535	F	54.2
4109535	M	54.5
4109536	F	47.9
4109536	M	59.5
4109537	F	61.4
4109537	M	69.3
4109538	F	15.9
4109538	M	39.3
4109539	F	55.6
4109539	M	59.2
4109540	F	25
4109540	M	37.4
4109541	F	44.1
4109541	M	58
4109601	F	48.4
4109601	M	55.6
4109602	F	53.3
4109602	M	58
4109603	F	24.3
4109603	M	33.9
4109604	F	48.7
4109604	M	66.1
4109605	F	49.3
4109605	M	58.4
4109606	F	52.3
4109606	M	53.1
4109607	F	38.8
4109607	M	54.8
4109608	F	31.9
4109608	M	44.7
4109609	F	32.4
4109609	M	52.8
4109610	F	49.2
4109610	M	66.7
4109611	F	52.1
4109611	M	50.5
4109612	F	33.3
4109612	M	50.3
4109613	F	31.3
4109613	M	37.2
4109614	F	46.7
4109614	M	64.6
4109615	F	57.9
4109615	M	59.9
4109616	F	46.8
4109616	M	56.1
4109617	F	34.5
4109617	M	44
4109618	F	56.6
4109618	M	63.6
4109619	F	53.2
4109619	M	60.7
4109620	F	54.9
4109620	M	56.1
4109621	F	41
4109621	M	53.2
4109622	F	53.7
4109622	M	60.7
4109623	F	56.3
4109623	M	68.5
4109624	F	49.4
4109624	M	65.1
4109625	F	51.9
4109625	M	61.5
4109626	F	33.9
4109626	M	44.8
4109627	F	43.5
4109627	M	55.2
4109628	F	58.3
4109628	M	66.7
4109629	F	54.8
4109629	M	56.7
4109630	F	48
4109630	M	62.1
4109631	F	56.6
4109631	M	62.6
4109632	F	56.2
4109632	M	57.5
4109633	F	42.9
4109633	M	38.7
4109634	F	56.2
4109634	M	55.5
4109701	F	11.4
4109701	M	32.8
4109702	F	49
4109702	M	62.4
4109703	F	43
4109703	M	49.3
4109704	F	41.9
4109704	M	60.5
4109705	F	51.6
4109705	M	60.5
4109706	F	38.1
4109706	M	51.3
4109707	F	33.5
4109707	M	38.4
4109708	F	49.5
4109708	M	58.9
4109709	F	34.5
4109709	M	41.7
4109710	F	35.8
4109710	M	56
4109712	F	62.2
4109712	M	59.9
4109713	F	59.6
4109713	M	69.7
4109714	F	55.9
4109714	M	58.1
4109715	F	53.2
4109715	M	56.8
4109716	F	56.1
4109716	M	56.1
4109717	F	53.8
4109717	M	49.4
4109718	F	51.8
4109718	M	64.5
4109719	F	34.6
4109719	M	49.2
4109720	F	39.7
4109720	M	52.3
4109721	F	45.5
4109721	M	57.4
4109722	F	47.2
4109722	M	45.5
4109723	F	47
4109723	M	53.6
4109724	F	34.4
4109724	M	43.3
4109725	F	68.1
4109725	M	54.2
4109726	F	45.5
4109726	M	53.8
4109727	F	55.8
4109727	M	56.3
4109728	F	60.2
4109728	M	58.4
4109729	F	45.5
4109729	M	55.2
4109730	F	49.5
4109730	M	60.5
4109731	F	57.5
4109731	M	64.1
4109732	F	56
4109732	M	62.3
4109733	F	64.9
4109733	M	74
4109734	F	54.5
4109734	M	63.1
4109735	F	55.6
4109735	M	67.2
4109736	F	44.3
4109736	M	51.6
4109737	F	51.3
4109737	M	61.7
4109739	F	69.4
4109739	M	73
4109901	F	67.4
4109901	M	74
4109902	F	17.6
4109902	M	27.3
4109903	F	65.1
4109903	M	64
4109904	F	59.1
4109904	M	62.2
4109905	F	59.2
4109905	M	66.4
4109906	F	67.2
4109906	M	70.9
4109907	F	58.6
4109907	M	67.9
4109908	F	54.3
4109908	M	59.7
4109909	F	59
4109909	M	55.3
4109910	F	64.8
4109910	M	58.4
4109911	F	66.4
4109911	M	57.6
4109912	F	52.7
4109912	M	60.5
4109913	F	50.6
4109913	M	53.2
4109914	F	58.9
4109914	M	59.5
4109915	F	59.5
4109915	M	60.9
4109916	F	57.4
4109916	M	67.2
4109917	F	60.5
4109917	M	65.2
4109918	F	63.3
4109918	M	56.8
4109919	F	59.1
4109919	M	64.8
4109920	F	60
4109920	M	64
4109921	F	71.3
4109921	M	65.5
4109923	F	43.5
4109923	M	45
4109924	F	37.6
4109924	M	47
4109925	F	68.1
4109925	M	66.4
4109926	F	56.1
4109926	M	51.4
4109927	F	55.6
4109927	M	53.8
4109928	F	60.3
4109928	M	64.9
4109929	F	58.3
4109929	M	62
4109930	F	57.7
4109930	M	63.6
4109931	F	64
4109931	M	62.4
4109932	F	58
4109932	M	65.4
4109933	F	60.8
4109933	M	60.2
4109934	F	50.6
4109934	M	57.4
4109935	F	56.6
4109935	M	57.1
4109937	F	52.6
4109937	M	70
4110001	F	42.8
4110001	M	52.6
4110002	F	44.3
4110002	M	49
4110003	F	51.4
4110003	M	60.5
4110004	F	32.1
4110004	M	43
4110005	F	56.2
4110005	M	53.4
4110006	F	59.1
4110006	M	75.5
4110007	F	60.8
4110007	M	62.5
4110008	F	61.4
4110008	M	71.9
4110009	F	47.4
4110009	M	64.4
4110010	F	62.6
4110010	M	53.9
4110011	F	52.1
4110011	M	63.8
4110012	F	60.3
4110012	M	55
4110013	F	68.4
4110013	M	63.4
4110014	F	53
4110014	M	69.8
4110015	F	67.9
4110015	M	68.7
4110016	F	52.9
4110016	M	56
4110017	F	43.4
4110017	M	51.5
4110018	F	35.7
4110018	M	51.9
4110019	F	63.9
4110019	M	65.7
4110020	F	40.6
4110020	M	44.6
4110021	F	57.2
4110021	M	74
4110022	M	50
4110023	F	29.9
4110023	M	32.2
4110024	F	61.5
4110024	M	59.6
4110025	F	52.5
4110025	M	58.4
4110026	F	32
4110026	M	37.9
4110027	F	52.1
4110027	M	59.3
4110029	F	48.6
4110029	M	43.6
4110030	F	44.4
4110030	M	51.2
4110031	F	55.6
4110031	M	56.2
4110032	F	42.5
4110032	M	44.4
4110033	F	43.6
4110033	M	51
4110034	F	30.4
4110034	M	40.6
4110035	F	30.2
4110035	M	35.8
4110036	F	53.5
4110036	M	65.8
4110037	F	51.7
4110037	M	57.7
4110038	F	65.5
4110038	M	69.4
4110101	F	57.6
4110101	M	56.2
4110102	F	42.3
4110102	M	45.5
4110103	F	33.7
4110103	M	46.2
4110104	F	34.8
4110104	M	47.5
4110105	F	45.4
4110105	M	53
4110106	F	38.9
4110106	M	33.1
4110107	F	41.5
4110107	M	43.3
4110108	F	48
4110108	M	48.7
4110109	F	39.4
4110109	M	43.7
4110110	F	49.4
4110110	M	54.5
4110111	F	45.4
4110111	M	54.2
4110112	F	22
4110112	M	32.5
4110113	F	43.3
4110113	M	45.9
4110114	F	48.1
4110114	M	62.1
4110115	F	50.3
4110115	M	60.4
4110116	F	57.6
4110116	M	69.9
4110117	F	55.9
4110117	M	56.9
4110118	F	52.8
4110118	M	54.3
4110119	F	52.7
4110119	M	59.7
4110120	F	54.1
4110120	M	56.1
4110121	F	49.8
4110121	M	56.3
4110123	F	50.3
4110123	M	45.4
4110124	F	48.9
4110124	M	49.6
4110125	F	58.6
4110125	M	66
4110126	F	57.6
4110126	M	60.9
4110127	F	70
4110127	M	63.9
4110201	F	44.2
4110201	M	58.1
4110203	F	44.9
4110203	M	58.3
4110204	F	30.5
4110204	M	47.8
4110205	F	40.4
4110205	M	49.4
4110206	F	54.1
4110206	M	56.8
4110207	F	37.2
4110207	M	48.5
4110208	F	37.5
4110208	M	47.1
4110209	F	43.2
4110209	M	49.4
4110210	F	41.1
4110210	M	51.4
4110212	F	43.4
4110212	M	51.4
4110214	F	42.3
4110214	M	53.6
4110215	F	41.1
4110215	M	48.4
4110216	F	44.1
4110216	M	49.8
4110217	F	37
4110217	M	43.9
4110218	F	3.5
4110221	M	33.3
4110222	F	33.6
4110222	M	40.6
4110223	F	43.1
4110223	M	49.2
4110224	M	100
4110225	F	36.2
4110225	M	40.2
4110226	F	33.8
4110226	M	41
4110227	F	31.1
4110227	M	45.4
4110228	F	53.6
4110228	M	59
4110229	F	46
4110229	M	57.9
4110231	F	40.9
4110231	M	64.7
4110232	F	29.6
4110232	M	38.2
4110233	F	39.3
4110233	M	40.1
4110234	F	44
4110234	M	53.4
4110235	F	38.4
4110235	M	51.5
4110236	F	42.1
4110236	M	45.1
4110237	F	36.4
4110237	M	39.8
4110238	F	33.3
4110238	M	38.8
4110239	F	31.8
4110239	M	33.5
4110240	F	50.2
4110240	M	51
4110241	F	56.1
4110241	M	64.1
4110242	F	31.8
4110242	M	55.9
4110243	F	28.3
4110243	M	40.4
4110245	F	44.4
4110245	M	54.8
4110246	F	37.5
4110246	M	37.5
4110247	F	44
4110247	M	57.8
4110248	F	32.3
4110248	M	41.3
4110249	F	44.9
4110249	M	62.9
4110250	F	32.9
4110250	M	47.2
4110251	F	55.4
4110251	M	67.1
4110501	F	46.8
4110501	M	67.1
4110502	F	54.2
4110502	M	56.1
4110503	F	50.9
4110503	M	58.9
4110504	F	39.2
4110504	M	49.7
4110505	F	37.5
4110505	M	54.4
4110506	F	60.1
4110506	M	62.4
4110507	F	50.4
4110507	M	58.3
4110601	F	46.3
4110601	M	57
4110602	F	51
4110602	M	54.2
4110603	F	60.7
4110603	M	67.2
4110604	F	53.3
4110604	M	65.3
4110605	F	57.9
4110605	M	68.1
4110606	F	46.4
4110606	M	59.4
4110607	F	51.4
4110607	M	54.5
4110608	F	47.5
4110608	M	52.4
4110609	F	60.2
4110609	M	62.5
4110610	F	50.8
4110610	M	60.1
4110611	F	52.2
4110611	M	63.7
4110612	F	53.8
4110612	M	60.7
4110613	F	59.9
4110613	M	69.2
4110614	F	42.5
4110614	M	54.5
4110615	F	60.2
4110615	M	59.1
4110616	F	53.3
4110616	M	57.4
4110617	F	43.3
4110617	M	70.6
4110618	F	67
4110618	M	73.7
4110619	F	54.7
4110619	M	62.1
4110620	F	53.2
4110620	M	59.4
4110621	F	56.2
4110621	M	51.3
4110622	F	47.7
4110622	M	68
4110623	F	38.7
4110623	M	56
4110624	F	55.3
4110624	M	62.4
4110625	F	59.3
4110625	M	72.2
4110626	F	62.1
4110626	M	65.1
4110627	F	52.4
4110627	M	62.6
4110628	F	60.9
4110628	M	59.6
4110629	F	55.7
4110629	M	69.3
4110702	F	57.6
4110702	M	71.8
4110703	F	60.6
4110703	M	69.8
4110704	F	29.4
4110704	M	46.3
4110705	F	40.4
4110705	M	44.2
4110706	F	72.5
4110706	M	67.5
4110707	F	71.4
4110707	M	73.3
4110708	F	48.4
4110708	M	53.2
4110709	F	53.5
4110709	M	57.7
4110710	F	34.7
4110710	M	36.8
4110711	F	60.4
4110711	M	62.9
4110713	F	51.9
4110713	M	58.6
4110714	F	64.5
4110714	M	71.5
4110715	F	56.2
4110715	M	66.7
4110716	F	53.3
4110716	M	56.3
4110717	F	40.7
4110717	M	55.7
4110718	F	53.7
4110718	M	56.1
4110719	F	61.4
4110719	M	73.2
4110720	F	36.3
4110720	M	41.2
4110721	F	56.2
4110721	M	57.2
4110722	F	60.6
4110722	M	63.5
4110723	F	55.6
4110723	M	65.4
4110724	F	57.4
4110724	M	63.2
4110725	F	48.3
4110725	M	64.3
4110726	F	39.9
4110726	M	51.4
4110727	F	55.8
4110727	M	64
4110728	F	54.8
4110728	M	52.7
4110729	F	50.5
4110729	M	61.3
4110730	F	59.8
4110730	M	56.8
4110731	F	56
4110731	M	60.4
4110732	F	51.8
4110732	M	64.6
4110733	F	47
4110733	M	62.3
4110734	F	62.2
4110734	M	67.7
4110735	F	37.7
4110735	M	49.8
4110736	F	53.6
4110736	M	61.6
4110737	F	58.4
4110737	M	68.6
4110738	F	64.8
4110738	M	66.4
4110739	F	60
4110739	M	100
4110740	F	58.7
4110740	M	67.4
4110741	F	48.3
4110741	M	57.3
4110742	F	55.5
4110742	M	59.4
4110743	F	58.4
4110743	M	58.7
4110744	F	61.1
4110744	M	65.2
4110745	F	12.7
4110745	M	18.1
4110746	F	58
4110746	M	61.3
4110747	F	53.5
4110747	M	62.4
4110748	F	67.4
4110748	M	72.8
4110749	F	54.8
4110749	M	63.5
4110750	F	50
4110750	M	47.9
4110751	F	50.3
4110751	M	51.8
4110752	F	36.4
4110752	M	35
4110753	F	62
4110753	M	64.2
4110754	F	55
4110754	M	75.5
4110755	F	64.9
4110755	M	67.6
4110801	F	58.4
4110801	M	54.1
4110802	F	53.9
4110802	M	54.1
4110803	F	63.4
4110803	M	59.8
4110804	F	54.9
4110804	M	51.9
4110805	F	55.6
4110805	M	59.7
4110806	F	54.9
4110806	M	57.2
4110807	F	64
4110807	M	56.8
4110808	F	51.1
4110808	M	62
4110810	F	54.4
4110810	M	71.3
4110811	F	53.1
4110811	M	54.8
4110812	F	55.4
4110812	M	59.4
4110813	F	54.8
4110813	M	59.1
4110814	F	51.7
4110814	M	54.8
4110815	F	41.5
4110815	M	55.6
4110816	F	29.1
4110816	M	32.6
4110817	F	51.6
4110817	M	61.5
4110818	F	51.6
4110818	M	70
4110819	F	54.8
4110819	M	60.3
4110820	F	56.6
4110820	M	57.8
4110821	F	56.7
4110821	M	65
4110822	F	60.3
4110822	M	64.6
4110823	F	49
4110823	M	53.8
4110824	F	57.1
4110824	M	56.8
4110825	F	58.2
4110825	M	59.6
4110826	F	53.8
4110826	M	62.1
4110827	F	62.9
4110827	M	64.1
4110828	F	56.1
4110828	M	63.2
4110829	F	46
4110829	M	58
4110830	F	70.9
4110830	M	63.9
4110831	F	52.7
4110831	M	64.9
4110832	F	50
4110832	M	63.9
4110833	F	65.8
4110833	M	61.3
4110834	F	65.6
4110834	M	62.3
4110835	F	39
4110835	M	44.4
4110836	F	51.7
4110836	M	64.5
4110837	F	56.7
4110837	M	53.9
4110901	F	57.7
4110901	M	57.9
4110902	F	59.4
4110902	M	64.6
4110903	F	32.9
4110903	M	50
4110904	F	54.9
4110904	M	59.9
4110906	F	62.8
4110906	M	70
4110907	F	57.4
4110907	M	61.7
4110908	F	59.1
4110908	M	59.9
4110909	F	57.7
4110909	M	60.2
4110910	F	63.9
4110910	M	61.7
4110911	F	60.3
4110911	M	57.2
4110912	M	21.4
4110913	F	58
4110913	M	63.3
4110914	F	55.7
4110914	M	69.2
4111001	F	65.9
4111001	M	78.4
4111002	F	45.7
4111002	M	59.7
4111003	F	52.1
4111003	M	63.8
4111004	F	51.6
4111004	M	54
4111005	F	51
4111005	M	60.2
4111006	F	63.7
4111006	M	78.7
4111007	F	56.3
4111007	M	69.5
4111008	F	58.5
4111008	M	72.8
4111009	F	54.7
4111009	M	64
4111010	F	40.7
4111010	M	47.2
4111011	F	47.4
4111011	M	62
4111012	F	61.7
4111012	M	65.1
4111013	F	56.8
4111013	M	67.3
4111014	F	50
4111014	M	62.7
4111015	F	52
4111015	M	57.1
4111016	F	73.1
4111016	M	77.6
4111017	F	66.5
4111017	M	80.4
4111101	F	37.9
4111101	M	42
4111102	F	47.8
4111102	M	50
4111103	F	45.9
4111103	M	60.9
4111104	F	54.5
4111104	M	62.8
4111105	F	37.5
4111105	M	48.4
4111106	F	54.7
4111106	M	70.6
4111107	F	62.5
4111107	M	71.3
4111108	F	59.9
4111108	M	79
4111109	F	55.5
4111109	M	56.6
4111110	F	48.1
4111110	M	55.6
4111111	F	64.7
4111111	M	70.8
4111112	F	56.5
4111112	M	71.5
4111113	F	61.9
4111113	M	71
4111114	F	63.7
4111114	M	72.9
4111115	F	44.8
4111115	M	71.2
4111116	F	53.6
4111116	M	64.6
4111117	F	67.7
4111117	M	65.5
4111118	F	66
4111118	M	62.4
4111119	F	49.5
4111119	M	53.2
4111120	F	57.5
4111120	M	60.7
4111121	F	48.1
4111121	M	53.3
4111122	F	39.5
4111122	M	41.9
4111123	F	55.4
4111123	M	63.8
4111124	F	77.3
4111124	M	72
4111125	F	60.3
4111125	M	70.1
4111201	F	68.8
4111201	M	77.8
4111202	F	52.6
4111202	M	56.9
4111203	F	49.5
4111203	M	63.7
4111204	F	48.7
4111204	M	62.1
4111205	F	54.5
4111205	M	71
4111206	F	48.3
4111206	M	57.3
4111207	F	52.8
4111207	M	65.1
4111208	F	61.1
4111208	M	54.3
4111209	F	60.5
4111209	M	70.5
4111210	F	62.9
4111210	M	63.3
4111211	F	59.2
4111211	M	72.3
4111212	F	61.9
4111212	M	63.4
4111213	F	65.3
4111213	M	73.5
4111214	F	57
4111214	M	72.6
4111215	F	44.7
4111215	M	54.2
4111216	F	60.2
4111216	M	65.7
4111217	F	53.9
4111217	M	76.3
4111301	F	50.6
4111301	M	58.4
4111302	F	50.7
4111302	M	61.7
4111303	F	66.7
4111303	M	74.6
4111304	F	45.2
4111304	M	60.8
4111305	F	45.5
4111305	M	54.6
4111306	F	50.7
4111306	M	63
4111307	F	41.9
4111307	M	54.3
4111308	F	56.7
4111308	M	62.6
4111309	F	45.6
4111309	M	37.5
4111310	F	22.1
4111310	M	41.9
4111401	F	62
4111401	M	72.3
4111402	F	56.4
4111402	M	71.1
4111403	F	64.1
4111403	M	67.5
4111404	F	52.6
4111404	M	71.5
4111405	F	25.9
4111405	M	40.5
4111406	F	52.9
4111406	M	69.7
4111407	F	48.2
4111407	M	57.1
4111408	F	50.4
4111408	M	56.3
4111410	F	56.2
4111410	M	58
4111411	F	52.1
4111411	M	58.2
4111412	F	55.8
4111412	M	67.6
4111413	F	49.7
4111413	M	63.9
4111414	F	18.8
4111414	M	25.3
4111415	F	63.9
4111415	M	67.3
4111416	F	57.2
4111416	M	69.7
4111417	F	61.2
4111417	M	68.2
4111501	F	58.2
4111501	M	64.6
4111502	F	30.4
4111502	M	48.3
4111503	F	60.5
4111503	M	64.9
4111504	F	57.2
4111504	M	64.2
4111505	F	47.4
4111505	M	55.1
4111506	F	52.3
4111506	M	62.1
4111507	F	53.8
4111507	M	65.7
4111508	F	56.2
4111508	M	60.6
4111509	F	52.7
4111509	M	61.5
4111510	F	51.5
4111510	M	65
4111601	F	60.4
4111601	M	56.8
4111602	F	45.1
4111602	M	55.4
4111603	F	53.4
4111603	M	60
4111604	F	41.3
4111604	M	50.4
4111605	F	52
4111605	M	64
4111606	F	42
4111606	M	51.4
4111607	F	68
4111607	M	72.3
4111608	F	69.5
4111608	M	66.7
4111609	F	67.4
4111609	M	72.2
4111610	F	67.4
4111610	M	65.7
4111611	F	54.8
4111611	M	62.5
4111701	F	67.1
4111701	M	68.6
4111702	F	68
4111702	M	75
4111703	F	65.2
4111703	M	68.3
4111704	F	55.7
4111704	M	54
4111705	F	41.2
4111705	M	72.1
4111706	F	61.6
4111706	M	68.2
4111707	F	51.9
4111707	M	63.1
4111708	F	62.5
4111708	M	59.5
4111709	F	27.5
4111709	M	41.9
4111710	F	43.9
4111710	M	44
4111711	F	32.8
4111711	M	48.6
4111712	F	32.3
4111712	M	45.2
4111713	F	53.2
4111713	M	59.1
4111714	F	47.3
4111714	M	58.6
4111715	F	49.6
4111715	M	51.4
4111716	F	50.6
4111716	M	56.5
4111801	F	41
4111801	M	53
4111802	F	40.8
4111802	M	43.2
4111803	F	54.6
4111803	M	54.2
4111804	F	47.8
4111804	M	59.7
4111805	F	33.6
4111805	M	49
4111806	F	43.3
4111806	M	55.7
4111807	F	70
4111807	M	69.1
4111808	F	45.6
4111808	M	58
4111809	F	36.8
4111809	M	40.7
4111810	F	46.7
4111810	M	57.8
4111811	F	26.7
4111811	M	47.6
4111812	F	42.9
4111812	M	50.4
4111814	F	32.7
4111814	M	38.8
4111901	F	30.8
4111901	M	27
4111902	F	27
4111902	M	42.9
4111903	F	68.5
4111903	M	76
4111904	F	57.9
4111904	M	61.8
4111905	F	52.9
4111905	M	53.6
4111906	F	50
4111906	M	65.9
4111907	F	42.5
4111907	M	59.5
4111908	F	37.8
4111908	M	53
4111909	F	42.6
4111909	M	54.4
4111910	F	43.2
4111910	M	55.6
4111911	F	36
4111911	M	46.5
4111912	F	54.5
4111912	M	62.7
4111913	F	59.7
4111913	M	72.4
4111914	F	52.8
4111914	M	52.7
4111915	F	40.9
4111915	M	45.4
4111916	F	36.4
4111916	M	53.8
4111917	F	33.3
4111917	M	34
4111918	F	43.8
4111918	M	47.7
4111919	F	58.9
4111919	M	73.5
4111920	F	62.3
4111920	M	64.4
4111921	F	56
4111921	M	60.3
4111922	F	14.3
4111922	M	17.3
4111923	F	32.1
4111923	M	35.5
4111924	F	32.6
4111924	M	35.5
4111925	F	70.7
4111925	M	63
4111926	F	66
4111926	M	65.5
4111927	F	45.5
4111927	M	48.5
4112001	F	63.2
4112001	M	64.1
4112002	F	51.6
4112002	M	63.2
4112003	F	45.5
4112003	M	60
4112004	F	64.9
4112004	M	70.4
4112005	F	65.5
4112005	M	73.8
4112006	F	37.8
4112006	M	42.4
4112007	F	45.6
4112007	M	56.9
4112008	F	70.1
4112008	M	80
4112009	F	50
4112009	M	56.8
4112010	F	50.4
4112010	M	62.4
4112011	F	52
4112011	M	59.3
4112012	F	37.2
4112012	M	44.6
4112013	F	48.5
4112013	M	52.6
4112014	F	39.8
4112014	M	52.4
4112015	F	53.3
4112015	M	51.8
4112016	F	67.2
4112016	M	68.9
4112101	F	49.2
4112101	M	48.9
4112102	F	24.4
4112102	M	21.8
4112103	F	40
4112103	M	35.1
4112104	F	35
4112104	M	33.3
4112105	F	44.9
4112105	M	48.3
4112106	F	44.3
4112106	M	48
4112107	F	56.6
4112107	M	59
4112108	F	36.1
4112108	M	43.1
4112109	F	33.8
4112109	M	37
4112110	F	42.2
4112110	M	41.9
4112111	F	61.8
4112111	M	63.8
4112112	F	63
4112112	M	72.9
4112113	F	55.8
4112113	M	65.9
4112114	F	35.1
4112114	M	52.9
4112115	F	68
4112115	M	68
4112116	F	43.9
4112116	M	52.5
4112117	F	25.4
4112117	M	23.3
4112118	F	36.6
4112118	M	33.8
4112201	F	33.6
4112201	M	27.5
4112203	F	10.2
4112203	M	31.2
4112204	F	39.4
4112204	M	47.3
4112205	F	28
4112205	M	42
4112206	M	100
4112207	F	44.4
4112207	M	57.4
4112208	F	62.6
4112208	M	66.5
4112209	F	46.4
4112209	M	64.3
4112210	F	42.3
4112210	M	54.6
4112211	F	32.3
4112211	M	43.2
4112212	F	48.8
4112212	M	50.4
4112213	F	60.2
4112213	M	72.9
4112214	F	58.8
4112214	M	60.4
4112215	F	31.4
4112215	M	31.6
4112216	F	54
4112216	M	53.2
4112217	F	52.4
4112217	M	54.2
4112219	F	48.7
4112219	M	53.4
4112220	F	67.5
4112220	M	73.4
4112221	F	44.2
4112221	M	46.1
4112222	F	41.1
4112222	M	47.6
4112223	F	48.7
4112223	M	46.3
4112224	F	46.5
4112224	M	50.3
4112225	F	41.3
4112225	M	45.2
4112226	F	41.3
4112226	M	47.7
4112227	F	27.1
4112227	M	34.2
4112228	F	47.4
4112228	M	58.4
4112229	F	41.7
4112229	M	51.1
4112230	F	32.6
4112230	M	46.4
4112231	F	35
4112231	M	50.5
4112232	F	44.1
4112232	M	47.8
4112233	F	26
4112233	M	31.9
4112234	F	26.7
4112234	M	32.7
4112235	F	49
4112235	M	47.2
4112236	F	40.5
4112236	M	34.4
