SA1_7DIGITCODE_2016	medianRent
1108502	26000
1108503	
1108504	16640
1108505	19188
1108506	19240
1108507	14300
1108508	11700
1108509	14560
1108510	15340
1108511	16900
1108512	13000
1108513	19760
1108514	17420
1108515	16640
1108516	18980
1108517	18720
1108518	11700
1108519	21840
1108520	9880
1108521	
1108522	
1108523	14560
1108524	13260
1108525	17160
1108526	19240
1108527	18200
1108528	12740
1108529	16120
1108530	14300
1108531	11960
1108601	18200
1108602	18200
1108603	17160
1108604	13520
1108605	11960
1108606	14820
1108607	15080
1108608	17576
1108609	17940
1108610	17160
1108611	13000
1108612	15600
1108613	13000
1108701	7800
1108702	11440
1108703	10400
1108704	12740
1108705	11596
1108706	10140
1108707	12480
1108708	11960
1108709	11544
1108710	12740
1108711	3744
1108712	2600
1108713	10400
1108801	
1108802	23400
1108803	20280
1108804	23400
1108805	23400
1108806	20280
1108807	
1108808	22516
1108809	20696
1108810	16900
1108811	19760
1108812	19396
1108813	18980
1108814	18200
1108815	18720
1108816	16900
1108817	20436
1108818	18460
1108819	20696
1108820	16640
1108901	19084
1108902	18200
1108903	15496
1108904	13000
1108905	14456
1108906	17940
1108907	18980
1108908	17056
1108909	10400
1108910	17420
1108911	17680
1108912	18200
1108913	
1108914	17160
1108915	20540
1108916	19760
1108917	15600
1108918	18460
1108919	18200
1108920	17160
1108921	20020
1108922	13000
1108923	9360
1108924	18980
1108925	10816
1108926	14560
1108927	
1108928	17940
1108929	19240
1108930	14040
1108931	16380
1108932	19396
1108933	18460
1108934	21840
1108935	18460
1108936	
1108937	12480
1108938	
1108939	18356
1108940	15496
1108941	15860
1108942	6968
1108943	16640
1108944	14196
1108945	18200
1108946	14560
1108947	20800
1108948	11700
1108949	27040
1108950	17420
1108951	24440
1108952	1716
1108953	
1108954	15600
1108955	15600
1108956	18200
1109001	15600
1109002	
1109003	15600
1109004	13000
1109005	15600
1109006	15600
1109007	12688
1109008	13000
1109009	18720
1109010	11960
1109011	17160
1109012	16640
1109013	16120
1109014	19240
1109015	14560
1109101	14612
1109102	16120
1109103	18720
1109105	17316
1109106	18720
1109107	20800
1109108	15600
1109109	18200
1109110	15860
1109111	17680
1109113	15600
1109115	5876
1109116	8320
1109117	
1109118	13780
1109121	15600
1109122	11440
1109123	16640
1109124	16640
1109125	13780
1109126	14300
1109127	14040
1109128	17420
1109129	20800
1109130	16640
1109131	6500
1109132	21060
1109133	18200
1109134	15236
1109135	11700
1109136	18980
1109137	
1109138	15080
1109139	19240
1109140	15600
1109141	14456
1109201	8840
1109202	5200
1109203	4420
1109204	5200
1109205	5200
1109207	4680
1109208	5200
1109209	4160
1109210	4160
1109211	9620
1109212	9880
1109213	7800
1109301	7280
1109302	8008
1109303	7956
1109304	8840
1109305	8840
1109306	8060
1109307	9360
1109308	9880
1109309	8684
1109310	9516
1109311	8580
1109312	10920
1109313	
1109315	
1109316	
1109317	
1109401	9984
1109402	7800
1109403	7800
1109404	
1109405	
1109406	
1109407	260
1109408	
1109409	
1109410	9360
1109411	9360
1109412	9100
1109413	7800
1109414	9360
1109501	8736
1109502	4420
1109503	9360
1109504	
1109505	2080
1109506	
1109507	
1109508	8320
1109509	8320
1109510	10400
1109511	7800
1109512	7800
1109513	8840
1109514	6916
1109515	
1109601	
1109603	4160
1109604	
1109605	676
1109606	8840
1109607	8216
1109608	7800
1109610	3796
1109611	10400
1109612	7800
1109613	9516
1109614	468
1109615	4160
1109616	
1109617	6240
1109618	7280
1109619	5200
1109620	9360
1109621	7800
1109622	
1109623	9464
1109624	7384
1109625	
1109626	
1109627	2600
1109701	9880
1109702	10660
1109703	9620
1109704	5460
1109705	8580
1109706	10140
1109707	10400
1109708	9100
1109709	13520
1109710	3640
1109711	9880
1109712	7800
1109713	9620
1109714	9360
1109715	11336
1109716	5980
1109717	10400
1109718	8996
1109719	9360
1109720	9360
1109721	11440
1109722	9360
1109723	10400
1109724	13000
1109725	10400
1109726	10400
1109727	9100
1109728	10400
1109729	9880
1109730	8580
1109731	9360
1109732	8320
1109733	10400
1109734	9048
1109735	9256
1109736	10400
1109737	10140
1109738	9360
1109739	9360
1109740	9880
1109741	9360
1109742	10400
1109743	10400
1109744	9360
1109745	10400
1109746	10400
1109747	9360
1109748	8736
1109749	10400
1109750	9620
1109751	11700
1109752	3224
1109801	
1109802	5200
1109803	4316
1109804	2600
1109805	
1109806	
1109807	
1109808	5720
1109809	5096
1109810	2080
1109811	5980
1109901	7592
1109902	7280
1109903	9100
1109904	8996
1109905	10296
1109906	10400
1109907	9100
1109908	9516
1109909	6760
1109910	6500
1109911	5720
1109912	9256
1109913	8684
1109914	8320
1109915	
1109916	13000
1109917	2600
1109918	
1109919	52
1109920	9100
1109921	3276
1109922	4056
1109923	6500
1109924	
1109925	
1109926	8320
1109927	10400
1109928	8840
1109929	4784
1110001	16120
1110002	13260
1110003	15600
1110004	16640
1110005	16120
1110006	16640
1110007	14040
1110008	12740
1110009	11596
1110010	10920
1110011	11440
1110012	13520
1110013	10920
1110014	10036
1110016	21320
1110017	23660
1110018	13000
1110019	15600
1110020	19760
1110021	17680
1110022	15080
1110023	15080
1110024	11128
1110025	14040
1110026	
1110027	24856
1110028	15600
1110029	6500
1110101	12480
1110102	15600
1110103	15600
1110105	20800
1110106	12740
1110107	14040
1110108	11440
1110109	14040
1110110	12480
1110111	10660
1110112	15600
1110113	16380
1110114	15340
1110115	9412
1110116	14560
1110117	5980
1110118	9880
1110119	15600
1110120	13000
1110121	17160
1110122	14196
1110123	15496
1110124	20800
1110125	13780
1110126	15600
1110127	14560
1110128	16120
1110129	14040
1110130	13000
1110132	16120
1110133	15080
1110134	16900
1110135	13416
1110136	9880
1110137	9360
1110138	19396
1110139	19500
1110140	
1110141	21840
1110201	13000
1110202	9516
1110203	10140
1110204	9880
1110205	18096
1110206	13000
1110208	13520
1110209	13520
1110210	13780
1110212	17680
1110213	15600
1110214	18200
1110215	21060
1110216	19760
1110217	10400
1110219	
1110220	13000
1110221	
1110222	11440
1110223	
1110224	13000
1110301	11960
1110302	7800
1110303	
1110304	10400
1110305	
1110306	5876
1110307	9152
1110308	13000
1110309	9620
1110310	11960
1110311	13000
1110312	11700
1110313	15600
1110314	9100
1110315	5200
1110316	6500
1110317	9776
1110318	12480
1110401	9048
1110402	10400
1110403	
1110404	
1110405	5200
1110406	
1110407	
1110408	
1110409	9256
1110410	9360
1110411	8840
1110412	9308
1110413	8580
1110414	
1110415	
1110416	3900
1110501	11180
1110502	4316
1110503	8580
1110504	7800
1110506	14560
1110507	10400
1110508	9360
1110509	10920
1110510	9724
1110511	10296
1110512	11440
1110513	12480
1110514	10400
1110515	
1110516	6032
1110517	2496
1110518	5720
1110519	13520
1110520	
1110601	4940
1110602	3276
1110603	8320
1110604	6500
1110605	7280
1110606	8996
1110607	9360
1110608	9360
1110609	3900
1110610	5200
1110611	7020
1110612	8580
1110613	
1110614	2600
1110615	10660
1110616	4420
1110617	13000
1110618	13000
1110619	9620
1110620	10400
1110621	9360
1110622	9880
1110623	10400
1110624	9100
1110701	18200
1110702	15080
1110703	18200
1110704	10400
1110705	12012
1110706	13156
1110707	10400
1110708	18200
1110709	15600
1110710	14560
1110712	15600
1110713	13000
1110714	17160
1110715	28860
1110716	22100
1110717	14404
1110718	14560
1110719	17680
1110720	16120
1110722	15600
1110723	16640
1110724	20020
1110725	17160
1110726	18200
1110801	13000
1110803	19760
1110804	
1110805	17160
1110806	11128
1110807	15600
1110808	13520
1110809	14976
1110810	14040
1110811	15600
1110812	7800
1110813	14300
1110814	13676
1110815	15080
1110816	14560
1110817	14560
1110818	
1110819	13780
1110820	14040
1110821	13936
1110822	14560
1110823	18200
1110824	14820
1110825	13000
1110826	15600
1110827	11440
1110828	20176
1110829	14560
1110830	15236
1110831	13000
1110832	13416
1110833	14820
1110834	14560
1110835	14560
1110836	14300
1110837	13000
1110838	14560
1110839	13520
1110840	14560
1110841	13000
1110842	16796
1110843	14040
1110844	15600
1110845	7904
1110847	14040
1110848	14040
1110849	14300
1110850	16640
1110851	15600
1110852	13104
1110853	14040
1110854	14560
1110855	18200
1110856	19760
1110857	14560
1110901	14560
1110902	17940
1110903	15080
1110904	15600
1110905	18200
1110906	11700
1110907	15600
1110908	14040
1110909	14300
1110910	13520
1110911	14040
1110912	14560
1110913	
1110914	12272
1110915	9776
1110916	15600
1110917	12480
1110918	12480
1110919	10400
1110920	13520
1110921	11336
1110922	13000
1110923	
1111001	19760
1111002	16224
1111003	11700
1111004	12480
1111005	15600
1111006	14560
1111007	12480
1111008	9620
1111009	13000
1111010	13260
1111011	13000
1111012	14560
1111013	13000
1111014	8840
1111015	9880
1111016	2600
1111017	10400
1111018	13676
1111019	11960
1111020	13000
1111021	21216
1111022	12896
1111023	14300
1111024	
1111025	11960
1111026	3900
1111027	9360
1111101	13520
1111102	15600
1111103	9880
1111104	13000
1111105	14820
1111106	15080
1111107	14456
1111108	14300
1111109	14976
1111110	13780
1111111	11180
1111112	17940
1111113	14040
1111114	14560
1111115	12480
1111116	14820
1111117	16900
1111118	18200
1111119	18200
1111121	13000
1111122	15080
1111123	13936
1111124	13000
1111125	11440
1111126	14716
1111127	14196
1111128	13260
1111129	15236
1111130	15340
1111131	14300
1111132	14560
1111133	13260
1111134	14040
1111135	14560
1111136	13520
1111137	
1111138	16640
1111139	
1111140	14976
1111141	14560
1111142	
1111143	13780
1111144	13000
1111145	19760
1111146	
1111147	15600
1111148	18200
1111149	18200
1111201	17160
1111202	18200
1111203	12480
1111204	17160
1111205	15600
1111206	13520
1111207	9724
1111208	9620
1111209	15600
1111210	9360
1111211	17420
1111212	16640
1111213	11024
1111214	15600
1111215	14560
1111216	10244
1111217	15600
1111218	13780
1111219	13000
1111220	15080
1111221	17108
1111222	8840
1111223	11856
1111224	22620
1111225	
1111226	25220
1111227	15600
1111228	15600
1111229	15600
1111230	9308
1111231	15600
1111232	16640
1111233	13000
1111234	13000
1111235	16640
1111237	16380
1111238	16640
1111240	13520
1111241	9360
1111242	14560
1111244	16900
1111245	17940
1111246	16120
1111247	18200
1111248	18200
1111249	17160
1111301	18720
1111302	12220
1111303	15236
1111304	
1111305	16900
1111306	5876
1111307	13520
1111308	10400
1111309	16380
1111310	11700
1111311	10452
1111312	8580
1111313	14040
1111314	17680
1111315	11700
1111401	14040
1111402	10920
1111403	17160
1111404	16640
1111405	18200
1111406	15600
1111408	15600
1111409	13780
1111410	14560
1111411	15080
1111412	18460
1111413	20800
1111414	20800
1111501	25168
1111502	9984
1111503	7644
1111504	16640
1111505	11856
1111506	15600
1111507	15600
1111508	16640
1111509	15600
1111510	18200
1111511	17160
1111512	16640
1111513	8944
1111514	15600
1111515	13936
1111516	17160
1111517	19396
1111518	11440
1111519	12272
1111520	18460
1111521	17940
1111524	23400
1111525	23036
1111526	18980
1111527	17836
1111528	17680
1111529	11284
1111530	17420
1111531	15080
1111532	16120
1111533	15756
1111534	15600
1111535	15600
1111536	11440
1111537	20800
1111538	19240
1111539	21840
1111541	16900
1111542	15080
1111543	16640
1111544	15600
1111545	10400
1111546	12220
1111547	15600
1111548	20280
1111549	19760
1111550	18200
1111551	19760
1111552	17680
1111553	23400
1111554	15652
1111555	20696
1111556	20800
1111557	23400
1111558	20800
1111559	19240
1111561	19500
1111562	
1111563	13000
1111564	
1111565	20800
1111566	21320
1111567	18200
1111568	18200
1111569	9516
1111570	18200
1111571	23400
1111572	8164
1111573	25220
1111601	17160
1111602	
1111603	18200
1111604	20800
1111605	18876
1111606	22360
1111607	15600
1111608	16120
1111609	19760
1111610	18200
1111611	15496
1111612	20280
1111613	18980
1111614	18200
1111615	12012
1111616	19240
1111701	5460
1111702	15600
1111704	18720
1111705	20280
1111706	10140
1111707	
1111708	18200
1111709	14716
1111710	17056
1111711	13000
1111712	19760
1111713	19656
1111715	15080
1111716	17940
1111717	19240
1111718	20280
1111719	12740
1111720	15600
1111721	8788
1111722	15080
1111723	18200
1111724	16536
1111725	10400
1111726	17420
1111727	5096
1111728	13000
1111730	15600
1111731	13780
1111732	23400
1111733	15340
1111734	14820
1111735	15340
1111736	13780
1111737	15340
1111738	9672
1111739	18200
1111740	16640
1111741	18200
1111742	16640
1111743	14820
1111744	
1111745	19760
1111746	17680
1111747	18720
1111748	16276
1111749	19760
1111750	19760
1111801	17680
1111802	16016
1111803	
1111804	22880
1111805	17160
1111806	13000
1111807	20280
1111808	19240
1111809	17940
1111810	19240
1111811	18200
1111812	16640
1111813	
1111814	
1111815	
1111816	17680
1111817	16640
1111819	16900
1111820	15600
1111821	16380
1111822	13000
1111823	24180
1111824	21320
1111901	18200
1111902	20800
1111903	20176
1111904	21580
1111906	15600
1111907	16900
1111908	
1111909	8164
1111910	9880
1111911	17680
1111912	20540
1111913	20020
1111914	17680
1111915	17680
1111916	18720
1111917	
1111918	16900
1111919	
1111920	15600
1112001	
1112002	16016
1112003	16380
1112004	17160
1112005	
1112006	15600
1112007	15860
1112008	16120
1112009	19760
1112010	15600
1112011	17056
1112012	17160
1112013	17680
1112014	16900
1112015	19760
1112016	15860
1112017	
1112018	12480
1112101	18720
1112102	15600
1112103	18720
1112104	18980
1112105	17940
1112106	9308
1112107	7280
1112108	18200
1112109	18720
1112110	16796
1112111	
1112112	
1112113	
1112114	
1112115	16120
1112116	16120
1112117	
1112118	18200
1112119	15860
1112120	18460
1112121	15600
1112122	16120
1112123	15600
1112124	18200
1112125	19136
1112126	20800
1112127	19760
1112128	15600
1112129	18720
1112130	21840
1112131	15600
1112133	18460
1112134	21840
1112135	28600
1112136	19760
1112137	24960
1112138	18720
1112139	20280
1112140	13000
1112141	19240
1112142	19916
1112143	16536
1112144	17940
1112145	15600
1112146	11440
1112147	18200
1112148	15600
1112149	18720
1112150	15600
1112151	16640
1112152	18200
1112153	18200
1112154	19240
1112155	17940
1112156	20020
1112157	20800
1112158	14300
1112201	13676
1112202	11492
1112203	
1112204	14560
1112205	16692
1112206	13676
1112207	8008
1112208	5564
1112209	15600
1112210	14560
1112211	14300
1112212	13000
1112213	16120
1112214	13260
1112215	10920
1112216	16900
1112217	19760
1112218	18720
1112219	14040
1112220	13780
1112221	16120
1112222	11284
1112223	10816
1112224	11596
1112225	16640
1112226	14820
1112227	20176
1112228	19240
1112229	18460
1112230	13936
1112231	13520
1112232	
1112233	20800
1112234	10972
1112301	18356
1112302	
1112303	20800
1112304	
1112305	18200
1112306	
1112307	5200
1112308	12480
1112309	15600
1112310	14040
1112311	15600
1112312	6240
1112313	20280
1112314	10400
1112315	15600
1112401	10244
1112402	14040
1112403	17420
1112404	15600
1112405	16120
1112406	18200
1112407	14300
1112408	14560
1112409	17680
1112410	15600
1112411	13520
1112412	16640
1112413	15860
1112414	6032
1112415	
1112416	
1112501	14560
1112502	14040
1112503	18200
1112504	20176
1112505	
1112506	17160
1112507	15600
1112508	
1112509	
1112510	11960
1112511	13000
1112512	26416
1112513	25480
1112514	7800
1112515	10400
1112516	19240
1112517	7800
1112518	19500
1112519	20800
1112520	15340
1112521	
1112522	13000
1112523	18200
1112524	18200
1112525	17160
1112526	18876
1112527	18460
1112528	17680
1112529	17160
1112530	18200
1112531	
1112532	18200
1112533	
1112534	18200
1112535	13156
1112536	28080
1112537	21840
1112601	10400
1112602	15600
1112603	8320
1112604	11960
1112605	13000
1112606	11700
1112607	8684
1112608	10400
1112609	13520
1112610	15080
1112611	12740
1112612	11440
1112613	13000
1112614	8840
1112615	13520
1112616	15080
1112617	10660
1112618	14560
1112619	14040
1112620	14300
1112621	9880
1112622	9360
1112623	12740
1112624	8840
1112625	11440
1112626	13260
1112627	14560
1112628	13000
1112629	11960
1112630	15600
1112631	13520
1112632	10244
1112633	11700
1112634	10920
1112635	
1112701	13000
1112702	
1112703	15080
1112704	
1112705	15600
1112706	1664
1112707	15080
1112708	11180
1112709	10400
1112710	5200
1112711	13520
1112712	12480
1112801	10920
1112802	11440
1112803	12480
1112804	11960
1112805	14716
1112806	18200
1112807	
1112808	16640
1112809	15600
1112810	20800
1112811	13000
1112812	14560
1112813	12740
1112901	10140
1112902	12740
1112903	14560
1112904	10400
1112905	10400
1112906	6500
1112907	5720
1112908	4160
1112909	12220
1112910	12740
1112911	15600
1112912	5200
1112913	
1112914	10400
1112915	9360
1112916	11180
1112917	2340
1112918	
1112919	
1112920	8580
1112921	11440
1112922	9880
1112923	9880
1113101	18200
1113102	17160
1113103	13000
1113104	18200
1113105	15080
1113106	15600
1113107	5564
1113108	19760
1113109	19760
1113110	20280
1113111	24440
1113112	21840
1113113	14300
1113114	25740
1113115	23400
1113116	15600
1113117	15600
1113118	10400
1113119	20020
1113120	16796
1113121	18720
1113122	20280
1113123	17940
1113124	10140
1113125	17836
1113126	15860
1113127	22100
1113128	13780
1113129	19656
1113130	17940
1113131	20956
1113132	18720
1113133	16640
1113134	9204
1113135	18200
1113136	21736
1113137	20280
1113138	19760
1113139	20800
1113140	19240
1113141	10920
1113142	18200
1113143	18200
1113144	20800
1113145	15340
1113146	19240
1113147	20696
1113148	19240
1113149	14768
1113150	18720
1113151	18200
1113152	14716
1113153	19760
1113154	12376
1113155	16640
1113156	13520
1113157	13780
1113158	16120
1113201	21060
1113202	19396
1113203	20020
1113204	20956
1113205	20800
1113206	20800
1113207	22880
1113208	26000
1113209	
1113210	19760
1113211	24856
1113212	20280
1113213	21320
1113214	23400
1113215	21320
1113216	19760
1113217	20800
1113218	23140
1113219	20800
1113301	
1113401	
1113402	26780
1113403	24180
1113404	22100
1113405	17940
1113406	8060
1113407	12740
1113409	27040
1113410	32240
1113411	
1113412	21840
1113413	
1113414	19760
1113415	15600
1113416	17160
1113417	10400
1113418	20020
1113419	15600
1113421	18096
1113422	23556
1113423	16640
