SA1_7DIGITCODE_2016	medianTotalPersonalIncome
1139529	45136
1139530	33436
1139531	29068
1139532	46280
1139602	40300
1139603	40820
1139605	26988
1139606	35516
1139607	36608
1139608	36608
1139609	39832
1139610	38220
1139611	31928
1139612	48256
1139613	39728
1139614	25220
1139615	40092
1139616	33592
1139617	29484
1139618	30368
1139619	32344
1139620	35204
1139621	18200
1139622	36348
1139623	18148
1139624	39156
1139627	31772
1139628	30836
1139629	31512
1139630	34996
1139631	34892
1139632	36712
1139633	45708
1139634	
1139635	36712
1139636	38012
1139637	
1139638	42432
1139639	43628
1139801	
1139802	40508
1139803	28860
1139804	31148
1139805	38324
1139806	42848
1139807	35672
1139808	24908
1139809	30108
1139810	37076
1139811	42120
1139812	42484
1139813	51324
1139814	57564
1139815	64220
1139816	59384
1139817	66768
1139818	18356
1139819	51012
1139820	36972
1139821	42276
1139822	60268
1139823	39312
1139824	44304
1139825	51532
1139826	40716
1139827	47164
1139828	47060
1139829	33384
1139830	36088
1139831	37804
1139832	51688
1139833	23868
1139834	31824
1139835	54756
1139836	42692
1139837	57252
1139838	61724
1139839	51480
1139841	57460
1139842	64428
1139843	46800
1139845	29172
1139846	40820
1139847	34788
1139848	46228
1139849	38480
1139850	44980
1139851	55380
1139852	54288
1139853	75816
1139855	38428
1139856	45916
1139857	39936
1139858	42692
1139859	39364
1139860	47164
1139861	45396
1139862	27768
1139901	61152
1139902	53300
1139903	51428
1139904	57356
1139905	52624
1139906	36816
1139907	47840
1139908	44096
1139909	42484
1139910	56784
1139911	60372
1139912	57200
1139913	38792
1139914	54236
1139915	35464
1139916	42484
1139917	52208
1139918	34476
1139919	55484
1139920	56316
1139921	56212
1139922	43784
1139923	44824
1139924	36868
1139925	51012
1139926	53040
1139927	40300
1139928	44772
1139929	40092
1139930	44304
1139931	36192
1139932	65000
1139933	63700
1139934	53352
1139935	48724
1139936	66404
1139937	56212
1139938	63804
1139939	53508
1139940	53612
1139941	55640
1139942	57928
1140001	68224
1140002	49140
1140003	66456
1140004	38272
1140005	54132
1140006	63700
1140007	53612
1140008	72904
1140009	78312
1140010	55224
1140011	53144
1140012	63440
1140013	
1140014	56316
1140015	61828
1140016	54964
1140017	59540
1140018	49348
1140019	69212
1140020	64792
1140021	37908
1140022	52364
1140023	63388
1140024	50492
1140025	75244
1140026	69420
1140027	80184
1140028	69316
1140029	77116
1140030	74256
1140031	58188
1140032	58968
1140033	65988
1140034	68848
1140035	61724
1140036	55484
1140037	59592
1140038	60528
1140040	55224
1140041	72020
1140042	60112
1140043	48100
1140044	54756
1140045	50648
1140047	68224
1140049	69836
1140050	71916
1140051	70616
1140052	55016
1140053	58760
1140054	55432
1140056	68588
1140057	79092
1140058	57824
1140059	62452
1140060	64064
1140061	55692
1140062	64272
1140063	53404
1140064	61724
1140065	45760
1140101	75816
1140102	69212
1140103	66352
1140104	53924
1140105	48048
1140106	
1140107	67184
1140108	21424
1140109	71656
1140110	70772
1140111	68900
1140112	52884
1140113	78988
1140114	55536
1140115	61308
1140116	58708
1140117	79040
1140118	64220
1140119	78988
1140120	76752
1140122	66976
1140123	70668
1140201	43472
1140202	49608
1140204	59540
1140205	57876
1140208	56056
1140209	68432
1140210	57772
1140212	61568
1140213	58708
1140214	61100
1140215	74880
1140216	64012
1140217	57408
1140218	57044
1140219	52832
1140220	60216
1140221	46800
1140222	56576
1140223	58136
1140224	54444
1140225	48776
1140226	58084
1140227	56368
1140228	71708
1140229	58500
1140230	67756
1140231	71968
1140232	
1140233	61048
1140234	65676
1140235	69628
1140236	64220
1140237	43628
1140238	55328
1140239	59956
1140240	65312
1140242	41184
1140244	42900
1140245	55120
1140246	50232
1140247	43576
1140248	37908
1140249	57304
1140250	51688
1140251	41912
1140252	47476
1140253	67184
1140254	48932
1140255	31668
1140256	66612
1140257	59332
1140258	41964
1140259	63440
1140260	56316
1140261	48516
1140262	58500
1140263	45500
1140264	81900
1140265	58864
1140266	58500
1140267	57044
1140268	53560
1140269	38844
1140301	49452
1140302	38740
1140303	41080
1140304	45188
1140305	38272
1140306	43524
1140307	
1140308	44564
1140309	41808
1140310	43576
1140311	39364
1140312	34528
1140313	43888
1140314	44200
1140315	43056
1140316	42588
1140317	43420
1140318	38480
1140319	39780
1140320	45136
1140321	42692
1140322	40976
1140323	42120
1140324	38480
1140325	44304
1140326	38948
1140327	35152
1140328	43472
1140329	48048
1140330	39468
1140331	43992
1140332	42224
1140333	40196
1140334	39520
1140335	
1140336	45916
1140337	45188
1140338	42640
1140339	40456
1140340	46124
1140341	45656
1140342	41444
1140343	44200
1140344	
1140345	
1140346	49816
1140347	36348
1140348	39624
1140349	
1140350	43992
1140401	36660
1140402	
1140403	43316
1140404	39832
1140405	43056
1140406	44720
1140407	47632
1140408	41756
1140409	46904
1140410	50492
1140411	50908
1140412	50336
1140413	45136
1140414	37336
1140415	45708
1140416	36400
1140417	48308
1140418	41028
1140419	38844
1140420	45448
1140421	44044
1140422	40196
1140423	44512
1140424	42588
1140425	41756
1140426	43316
1140427	43524
1140428	71500
1140429	37232
1140430	44616
1140431	38792
1140432	38220
1140601	40404
1140602	42224
1140603	39624
1140604	39988
1140605	48568
1140606	38272
1140607	52364
1140608	47840
1140609	59696
1140610	47268
1140611	35464
1140612	43004
1140613	44720
1140614	51428
1140615	40144
1140616	44876
1140617	58448
1140618	42900
1140619	52312
1140620	46072
1140621	37700
1140622	42120
1140623	37076
1140624	38740
1140625	44876
1140626	38584
1140627	50752
1140628	45968
1140629	45032
1140630	50648
1140631	44668
1140632	25116
1140633	45344
1140634	44928
1140635	46956
1140636	42952
1140637	47944
1140638	41392
1140639	35568
1140640	44720
1140641	47268
1140642	45968
1140643	35256
1140644	46176
1140645	40820
1140646	22256
1140647	24284
1140648	29952
1140701	33540
1140702	35256
1140703	46176
1140704	40924
1140705	41756
1140706	56212
1140707	58500
1140708	52832
1140709	45968
1140710	45448
1140711	45760
1140712	52988
1140713	53612
1140714	42536
1140716	
1140718	48256
1140719	50284
1140720	
1140721	44720
1140722	54756
1140723	50232
1140724	50492
1140725	44564
1140726	56784
1140727	47736
1140728	56316
1140729	41964
1140730	27092
1140731	51636
1140732	42952
1140733	29900
1140734	40664
1140735	52520
1140736	42588
1140737	54184
1140738	36764
1140739	53040
1140741	39208
1140742	40820
1140743	48048
1140744	37700
1140745	40612
1140746	53612
1140747	45656
1140748	40820
1140749	49348
1140750	42068
1140751	49660
1140752	45968
1140753	43160
1140801	59540
1140802	51064
1140803	54288
1140804	54548
1140805	47216
1140806	59176
1140807	48724
1140808	38636
1140809	47528
1140810	55224
1140811	58500
1140812	52364
1140813	57460
1140814	48620
1140815	51220
1140816	54184
1140817	63128
1140818	55432
1140819	45500
1140820	44408
1140821	53300
1140822	43836
1140823	48152
1140824	52260
1140825	48204
1140826	44096
1140827	63336
1140829	63752
1140830	68952
1140831	47320
1140832	57200
1140833	54912
1140834	57512
1140835	52312
1140836	55068
1140838	49088
1140839	44200
1140840	51168
1140841	52260
1140842	68016
1140843	46592
1140844	55796
1140845	46072
1140846	54288
1140847	50544
1140848	47424
1140849	66508
1140850	56940
1140851	41912
1140852	51064
1140854	58968
1140855	53508
1140856	48516
1140857	50388
1140858	48724
1140859	40560
1140860	52728
1140901	
1140902	61360
1140903	43732
1140904	49036
1140905	60164
1140906	38584
1140907	42848
1140908	49660
1140909	46488
1140910	48724
1140911	55016
1140912	40976
1140913	51376
1140914	47528
1140915	48152
1140916	48672
1140917	54444
1140918	57200
1140919	54184
1140921	56784
1140922	52936
1140923	66612
1140926	52832
1140927	49816
1140928	57720
1140929	50544
1140930	54340
1140931	42536
1140932	48360
1140933	50076
1140934	60216
1140935	57200
1140936	50336
1140937	50024
1140938	49972
1140939	62920
1140940	
1140941	54756
1140942	50804
1140943	50544
1140944	58760
1141001	44824
1141002	52260
1141003	46592
1141004	40092
1141005	57044
1141006	48308
1141007	37336
1141008	51532
1141009	52208
1141010	52208
1141012	42848
1141013	53664
1141014	49140
1141015	61516
1141016	43524
1141018	41808
1141019	
1141020	42172
1141021	56056
1141022	42744
1141023	49556
1141024	56472
1141025	53716
1141026	
1141027	46072
1141028	56784
1141029	49244
1141030	48100
1141031	49244
1141032	53456
1141033	48516
1141035	51116
1141037	48048
1141038	52208
1141039	43316
1141040	48048
1141041	46800
1141042	34892
1141044	50492
1141045	58084
1141046	47060
1141047	53404
1141048	51740
1141049	49036
1141050	47788
1141051	52312
1141052	49816
1141053	42796
1141101	50596
1141102	43836
1141103	43836
1141104	42640
1141105	47112
1141106	39260
1141107	45396
1141108	50336
1141109	51064
1141110	57564
1141111	46592
1141112	47580
1141113	30888
1141114	35256
1141115	40508
1141116	
1141117	42328
1141118	52936
1141119	42952
1141120	46436
1141121	51116
1141122	38480
1141123	47424
1141124	60528
1141125	36972
1141126	54808
1141127	45344
1141128	54236
1141129	51480
1141130	44720
1141131	49868
1141132	47944
1141133	59384
1141134	51844
1141135	49348
1141136	47372
1141137	25428
1141138	55692
1141139	50856
1141140	48204
1141141	54184
1141142	62348
1141143	52728
1141144	59020
1141201	60216
1141202	49712
1141203	51064
1141204	37960
1141205	57096
1141206	48932
1141207	59696
1141208	41236
1141209	54652
1141210	52520
1141211	42640
1141212	56316
1141214	48048
1141215	47580
1141217	62660
1141218	49296
1141219	49348
1141220	64480
1141221	53508
1141222	46228
1141223	41860
1141224	57772
1141225	57356
1141226	44304
1141227	46956
1141228	44668
1141229	51324
1141230	50700
1141231	46800
1141232	55692
1141233	57096
1141234	45240
1141235	46800
1141236	45032
1141237	49972
1141238	55224
1141239	
1141240	50596
1141241	38168
1141242	29484
1141243	59384
1141301	67288
1141302	74412
1141303	69160
1141304	76856
1141305	72228
1141306	79300
1141307	85332
1141308	84500
1141309	67392
1141310	81640
1141311	67704
1141312	83044
1141313	75920
1141314	82576
1141315	65468
1141316	65260
1141317	68900
1141318	66664
1141319	64272
1141320	69836
1141321	73684
1141322	65364
1141323	62192
1141324	67184
1141325	75036
1141326	62608
1141327	70720
1141328	66040
1141329	68328
1141330	67704
1141331	55640
1141332	78260
1141333	77064
1141334	57928
1141335	67964
1141336	62244
1141337	66560
1141338	74724
1141339	65260
1141340	76336
1141341	67184
1141342	76232
1141401	64532
1141402	62868
1141403	68120
1141404	72124
1141405	66872
1141406	69212
1141407	60684
1141408	69888
1141409	78260
1141410	78728
1141411	69628
1141412	71708
1141413	85904
1141414	75348
1141415	75608
1141416	70512
1141417	78780
1141418	62400
1141419	69212
1141420	75244
1141421	76180
1141422	71968
1141423	66196
1141424	68744
1141425	79248
1141426	68796
1141427	76648
1141428	65208
1141429	67964
1141430	69472
1141431	63856
1141432	70824
1141433	82056
1141434	51168
1141435	81224
1141436	71500
1141437	70668
1141438	67912
1141439	71812
1141440	73268
1141441	71500
1141442	74724
1141443	75816
1141444	54756
1141501	79456
1141502	65988
1141503	81120
1141504	64012
1141505	73788
1141506	63128
1141507	83044
1141508	63960
1141509	63336
1141510	
1141511	63024
1141512	56108
1141513	69004
1141514	65520
1141515	70824
1141516	68796
1141517	71188
1141518	74516
1141519	55692
1141520	60060
1141521	70876
1141522	66352
1141523	53248
1141524	70304
1141525	70564
1141526	60320
1141527	60216
1141528	57564
1141529	60372
1141530	59384
1141531	63336
1141532	69004
1141533	70668
1141534	51636
1141535	73944
1141536	76180
1141537	67808
1141538	74724
1141539	64480
1141540	54548
1141541	69316
1141542	76856
1141543	61048
1141544	89856
1141545	66196
1141546	70148
1141547	66300
1141548	77220
1141549	71864
1141550	73528
1141551	68016
1141552	62712
1141553	69524
1141554	79144
1141555	63544
1141556	49764
1141557	67600
1141558	72020
1141559	79612
1141560	73528
1141561	81224
1141562	56472
1141563	81224
1141564	
1141565	79872
1141566	75244
1141567	73320
1141568	52520
1141569	64688
1141570	98748
1141571	61048
1141601	81276
1141602	83460
1141603	77012
1141604	68224
1141605	69784
1141606	72072
1141607	64324
1141608	74048
1141609	73944
1141610	57252
1141611	78520
1141612	79716
1141613	66924
1141614	73424
1141615	81432
1141616	80184
1141617	73632
1141618	82524
1141619	70720
1141620	33280
1141621	23972
1141622	76284
1141623	83824
1141624	94224
1141625	76076
1141626	83720
1141627	68952
1141628	76492
1141629	64532
1141630	64532
1141631	69992
1141632	72592
1141633	63544
1141634	70408
1141635	78936
1141636	75192
1141637	64428
1141701	85852
1141702	63336
1141703	78832
1141704	85072
1141705	
1141706	86736
1141707	82680
1141708	78156
1141709	79872
1141710	21268
1141711	
1141712	77740
1141713	70928
1141714	62816
1141716	58188
1141717	75088
1141718	81380
1141719	77584
1141721	89804
1141722	
1141723	88868
1141724	65104
1141726	72592
1141727	
1141728	89232
1141729	85124
1141730	75296
1141731	42224
1141732	72644
1141733	88660
1141734	63752
1141801	46124
1141802	
1141803	63648
1141804	58240
1141805	48204
1141806	54600
1141808	55224
1141809	68952
1141810	59072
1141811	52312
1141812	50648
1141813	63700
1141814	54444
1141815	56784
1141816	55484
1141817	50700
1141818	66144
1141819	55120
1141820	48984
1141821	54964
1141822	52468
1141823	57044
1141827	54600
1141828	54236
1141829	57980
1141830	58812
1141831	67496
1141832	50804
1141833	59592
1141834	55380
1141835	58032
1141836	66300
1141837	71500
1141838	61048
1141839	66768
1141840	53664
1141841	60892
1141842	
1141843	44980
1141844	60060
1141845	55848
1141846	57980
1141847	53508
1141848	54340
1141849	59020
1141850	63596
1141901	44044
1141902	80236
1141903	64220
1141904	62660
1141905	45344
1141906	63544
1141907	58240
1141908	64740
1141909	70616
1141910	63232
1141911	69576
1141912	61776
1141913	67080
1141914	63492
1141915	68068
1141916	64584
1141917	61880
1141918	58864
1141919	67288
1141920	60632
1141921	72384
1141922	66612
1141923	64012
1141924	81900
1141925	78156
1141926	73632
1141927	73840
1141928	73736
1141929	79872
1141930	60216
1141931	63908
1141932	66768
1141933	68900
1141934	71708
1141935	77064
1141936	71292
1141937	52572
1141938	56264
1141939	76856
1141940	57772
1141941	63804
1141942	58448
1141943	59176
1141944	61204
1141945	64324
1141946	76076
1141947	76700
1141948	64480
1142001	42744
1142002	43264
1142003	63024
1142004	41444
1142005	58812
1142006	85436
1142007	56680
1142008	53872
1142009	45760
1142010	49244
1142011	38792
1142012	45136
1142013	43576
1142014	41184
1142015	37284
1142016	38480
1142017	43576
1142018	
1142019	
1142020	40404
1142021	49244
1142022	67964
1142023	43784
1142024	49348
1142025	45968
1142026	38844
1142027	48828
1142028	34112
1142029	46644
1142030	46488
1142101	50180
1142102	45708
1142103	43836
1142104	43628
1142105	39468
1142106	41704
1142107	45240
1142108	56576
1142109	54340
1142110	57616
1142111	48568
1142112	58032
1142113	58500
1142114	46384
1142115	52468
1142116	44564
1142117	42120
1142118	43212
1142119	45032
1142120	30368
1142121	49920
1142122	45812
1142123	29952
1142201	47528
1142202	49868
1142203	40456
1142204	43212
1142205	44460
1142206	46540
1142207	49244
1142208	49088
1142209	45188
1142210	62348
1142211	47996
1142212	45968
1142213	53196
1142214	40716
1142215	42276
1142216	40976
1142217	44408
1142218	61048
1142219	46436
1142220	48880
1142221	47840
1142222	42224
1142223	43056
1142224	50804
1142225	53924
1142226	46592
1142227	47424
1142228	49452
1142229	48152
1142230	49868
1142231	47216
1142232	52832
1142233	48308
1142234	46020
1142301	50076
1142302	40768
1142303	46228
1142304	45240
1142305	44616
1142306	46592
1142307	48776
1142308	43576
1142309	47216
1142310	37180
1142311	49712
1142312	39520
1142313	40976
1142314	52780
1142315	55692
1142316	46800
1142317	38740
1142320	43212
1142321	40248
1142322	43212
1142323	45656
1142324	39468
1142325	44200
1142326	43004
1142327	40820
1142329	39104
1142330	43212
1142331	40664
1142332	36816
1142333	41288
1142334	38844
1142335	43940
1142336	38168
1142337	39936
1142338	43472
1142339	46124
1142340	38376
1142341	49816
1142342	55172
1142343	
1142344	44928
1142345	51116
1142346	45396
1142347	47008
1142348	51740
1142349	46124
1142350	34216
1142351	49452
1142352	37700
1142353	48984
1142354	51428
1142355	45656
1142401	46280
1142402	44928
1142403	36452
1142404	38948
1142405	28912
1142406	37856
1142407	38012
1142408	39208
1142409	43732
1142410	40820
1142411	41236
1142412	36036
1142413	39208
1142414	38116
1142415	31980
1142416	40092
1142417	38012
1142418	40144
1142419	49348
1142420	39624
1142421	43212
1142422	42692
1142423	44668
1142424	44564
1142425	24908
1142426	30004
1142427	28236
1142428	35984
1142429	38064
1142430	40768
1142431	34632
1142432	24336
1142433	32084
1142501	50752
1142502	52260
1142503	33280
1142504	37960
1142505	43940
1142506	41808
1142507	46384
1142508	40976
1142509	38376
1142510	42328
1142511	34060
1142512	37336
1142513	40248
1142514	39624
1142515	29224
1142516	39884
1142517	43108
1142518	45448
1142519	39104
1142520	
1142521	43264
1142522	30836
1142523	35724
1142601	41860
1142602	58552
1142603	47632
1142604	52156
1142605	39364
1142606	46280
1142607	40664
1142608	52312
1142609	53404
1142610	42536
1142611	43264
1142612	51064
1142613	58500
1142614	42692
1142615	46540
1142616	54080
1142617	58500
1142618	42120
1142619	56628
1142620	47944
1142621	53820
1142622	47788
1142623	50284
