SA1_7DIGITCODE_2016	PrivateDwelling	persons
1104459	0	20
1104459	1	331
1104501	1	390
1104502	0	11
1104502	1	315
1104503	0	10
1104503	1	295
1104504	0	12
1104504	1	591
1104505	0	37
1104505	1	534
1104506	0	15
1104506	1	589
1104507	0	12
1104507	1	504
1104508	0	19
1104508	1	371
1104509	0	14
1104509	1	423
1104510	0	21
1104510	1	588
1104511	0	23
1104511	1	533
1104512	1	428
1104513	0	29
1104513	1	641
1104514	0	20
1104514	1	424
1104515	0	8
1104515	1	343
1104516	0	31
1104516	1	549
1104517	0	12
1104517	1	287
1104518	0	23
1104518	1	768
1104519	1	313
1104521	0	14
1104521	1	431
1104522	0	6
1104522	1	422
1104523	0	3
1104523	1	273
1104524	0	17
1104524	1	614
1104601	0	23
1104601	1	373
1104602	0	11
1104602	1	292
1104603	0	14
1104603	1	460
1104604	0	24
1104604	1	401
1104605	0	4
1104605	1	254
1104606	0	22
1104606	1	383
1104607	0	36
1104607	1	439
1104608	0	32
1104608	1	480
1104609	0	17
1104609	1	402
1104610	0	3
1104610	1	255
1104611	0	12
1104611	1	262
1104612	0	11
1104612	1	291
1104614	0	3
1104614	1	281
1104615	0	8
1104615	1	288
1104616	0	6
1104616	1	496
1104617	0	34
1104617	1	417
1104618	0	26
1104618	1	455
1104619	0	21
1104619	1	453
1104620	0	16
1104620	1	364
1104621	0	13
1104621	1	275
1104622	1	321
1104623	0	40
1104623	1	22
1104624	0	18
1104624	1	473
1104625	0	19
1104625	1	624
1104701	0	3
1104701	1	444
1104702	1	240
1104703	0	24
1104703	1	201
1104704	0	14
1104704	1	506
1104705	0	19
1104705	1	499
1104706	0	17
1104706	1	396
1104707	0	14
1104707	1	504
1104708	0	10
1104708	1	559
1104709	0	4
1104709	1	492
1104710	0	149
1104710	1	123
1104711	0	36
1104711	1	453
1104712	0	4
1104712	1	523
1104713	0	17
1104713	1	745
1104714	0	11
1104714	1	167
1104715	0	3
1104715	1	427
1104716	0	30
1104716	1	350
1104717	0	33
1104717	1	363
1104718	0	6
1104718	1	368
1104719	0	5
1104719	1	604
1104720	0	16
1104720	1	252
1104721	0	13
1104721	1	429
1104722	0	13
1104722	1	477
1104723	0	9
1104723	1	239
1104724	0	7
1104724	1	332
1104725	0	18
1104725	1	234
1104726	0	8
1104726	1	351
1104727	0	4
1104727	1	306
1104728	0	17
1104728	1	546
1104729	0	14
1104729	1	519
1104730	0	10
1104730	1	305
1104731	0	11
1104731	1	557
1104732	0	23
1104732	1	475
1104733	1	165
1104734	0	27
1104734	1	263
1104735	0	13
1104735	1	496
1104736	0	15
1104736	1	503
1104737	0	3
1104737	1	7
1104801	0	10
1104801	1	270
1104802	0	16
1104802	1	380
1104803	0	35
1104803	1	499
1104804	0	11
1104804	1	328
1104805	0	5
1104805	1	373
1104806	0	17
1104806	1	254
1104807	0	21
1104807	1	494
1104808	0	37
1104808	1	324
1104809	0	20
1104809	1	435
1104810	0	25
1104810	1	582
1104811	0	33
1104811	1	586
1104812	0	24
1104812	1	558
1104813	0	33
1104813	1	524
1104814	0	79
1104814	1	632
1104815	0	19
1104815	1	385
1104816	0	5
1104816	1	348
1104817	0	9
1104817	1	475
1104818	0	25
1104818	1	553
1104819	0	16
1104819	1	435
1104820	0	16
1104820	1	237
1104821	0	96
1104821	1	464
1104822	0	11
1104822	1	535
1104823	0	11
1104823	1	311
1104824	0	24
1104824	1	691
1104825	0	16
1104825	1	467
1104826	0	34
1104826	1	389
1104827	0	28
1104827	1	445
1104828	0	31
1104828	1	496
1104829	0	43
1104829	1	431
1104830	0	102
1104830	1	479
1104831	0	13
1104831	1	392
1104832	0	9
1104832	1	494
1104833	0	44
1104833	1	465
1104834	0	10
1104834	1	309
1104835	0	30
1104835	1	296
1104836	0	32
1104836	1	528
1104837	0	22
1104837	1	508
1104838	0	16
1104838	1	301
1104840	0	15
1104840	1	305
1104841	0	16
1104841	1	330
1104842	0	27
1104842	1	340
1104843	0	33
1104843	1	405
1104844	0	3
1104844	1	318
1104845	0	53
1104845	1	488
1104846	0	63
1104846	1	494
1104847	0	24
1104847	1	286
1104848	0	15
1104848	1	442
1104849	0	360
1104849	1	73
1104901	0	24
1104901	1	448
1104902	0	16
1104902	1	276
1104903	0	27
1104903	1	384
1104904	0	39
1104904	1	329
1104905	0	42
1104905	1	473
1104906	0	72
1104906	1	273
1104907	0	21
1104907	1	216
1104908	0	18
1104908	1	169
1104910	0	153
1104910	1	397
1105001	0	33
1105001	1	575
1105002	0	23
1105002	1	311
1105003	0	11
1105003	1	498
1105004	0	32
1105004	1	283
1105005	0	15
1105005	1	391
1105006	0	20
1105006	1	393
1105007	0	10
1105007	1	401
1105008	0	31
1105008	1	716
1105009	0	7
1105009	1	423
1105010	0	22
1105010	1	310
1105011	0	9
1105011	1	409
1105012	1	347
1105013	0	3
1105013	1	404
1105015	0	7
1105015	1	213
1105016	1	5
1105017	0	15
1105017	1	348
1105018	0	4
1105018	1	326
1105019	0	26
1105019	1	409
1105020	0	12
1105020	1	293
1105021	0	13
1105021	1	464
1105022	0	20
1105022	1	456
1105024	0	10
1105024	1	367
1105025	0	28
1105025	1	342
1105026	0	15
1105026	1	498
1105027	1	329
1105028	0	16
1105028	1	568
1105101	0	4
1105101	1	483
1105102	0	10
1105102	1	353
1105103	1	246
1105104	0	11
1105104	1	219
1105106	0	45
1105106	1	434
1105107	0	3
1105107	1	79
1105108	0	20
1105108	1	439
1105109	0	17
1105109	1	265
1105110	0	5
1105110	1	349
1105111	0	3
1105111	1	258
1105112	0	13
1105112	1	310
1105113	0	10
1105113	1	362
1105114	0	10
1105114	1	317
1105115	0	3
1105115	1	258
1105116	0	33
1105116	1	236
1105201	0	34
1105201	1	532
1105202	0	5
1105202	1	515
1105203	0	10
1105203	1	278
1105204	0	14
1105204	1	543
1105205	1	557
1105206	0	22
1105206	1	395
1105207	0	3
1105207	1	443
1105208	0	21
1105208	1	356
1105209	0	12
1105209	1	357
1105210	0	9
1105210	1	266
1105213	0	9
1105213	1	237
1105214	0	4
1105214	1	282
1105215	0	3
1105215	1	282
1105216	0	10
1105216	1	432
1105301	0	27
1105301	1	477
1105302	0	47
1105302	1	390
1105303	0	12
1105303	1	475
1105304	0	24
1105304	1	348
1105305	0	40
1105305	1	508
1105306	0	25
1105306	1	394
1105307	0	39
1105307	1	565
1105308	0	11
1105308	1	322
1105309	0	13
1105309	1	343
1105310	0	3
1105310	1	384
1105311	0	33
1105311	1	312
1105312	0	13
1105312	1	287
1105313	0	20
1105313	1	249
1105314	0	17
1105314	1	405
1105315	0	69
1105315	1	517
1105316	0	74
1105316	1	469
1105317	0	34
1105317	1	251
1105318	0	32
1105318	1	277
1105319	0	7
1105319	1	171
1105320	0	11
1105320	1	319
1105321	0	56
1105321	1	563
1105322	0	63
1105322	1	197
1105323	0	12
1105323	1	10
1105324	0	20
1105324	1	391
1105325	0	42
1105325	1	356
1105326	0	23
1105326	1	398
1105327	0	27
1105327	1	328
1105328	0	57
1105328	1	543
1105329	0	82
1105329	1	440
1105330	0	49
1105330	1	438
1105331	0	18
1105331	1	301
1105332	0	18
1105332	1	345
1105333	0	35
1105333	1	274
1105334	0	62
1105334	1	605
1105335	0	38
1105335	1	369
1105336	0	23
1105336	1	256
1105337	0	37
1105337	1	469
1105401	0	16
1105401	1	525
1105402	0	19
1105402	1	321
1105403	0	37
1105403	1	311
1105404	0	28
1105404	1	452
1105405	0	22
1105405	1	241
1105406	0	55
1105406	1	486
1105407	0	78
1105407	1	486
1105408	0	27
1105408	1	697
1105409	0	23
1105409	1	331
1105410	0	16
1105410	1	363
1105411	0	12
1105411	1	360
1105412	0	11
1105412	1	426
1105413	0	13
1105413	1	305
1105414	0	69
1105414	1	299
1105415	0	3
1105415	1	5
1105417	0	73
1105417	1	274
1105418	0	101
1105418	1	534
1105419	0	199
1105419	1	481
1105420	0	13
1105420	1	395
1105421	0	13
1105421	1	382
1105422	0	79
1105422	1	341
1105423	0	18
1105423	1	434
1105424	0	6
1105424	1	274
1105501	0	14
1105501	1	278
1105502	0	15
1105502	1	558
1105503	0	17
1105503	1	444
1105504	0	5
1105504	1	15
1105505	0	7
1105505	1	326
1105506	0	17
1105506	1	536
1105507	0	45
1105507	1	485
1105508	0	6
1105508	1	386
1105509	0	96
1105509	1	433
1105510	1	253
1105511	0	26
1105511	1	493
1105512	0	10
1105512	1	235
1105513	0	6
1105513	1	278
1105514	0	19
1105514	1	247
1105601	0	69
1105601	1	632
1105602	0	18
1105602	1	735
1105603	0	13
1105603	1	680
1105604	1	227
1105605	0	8
1105605	1	644
1105606	0	3
1105606	1	301
1105607	0	7
1105607	1	484
1105608	0	27
1105608	1	478
1105609	0	19
1105609	1	399
1105612	0	7
1105612	1	514
1105613	0	30
1105613	1	542
1105614	0	11
1105614	1	428
1105615	0	24
1105615	1	520
1105616	1	12
1105617	0	3
1105617	1	261
1105618	0	43
1105618	1	1163
1105620	0	6
1105620	1	315
1105621	1	3
1105622	0	25
1105622	1	387
1105623	0	7
1105623	1	394
1105624	0	35
1105624	1	389
1105625	0	73
1105625	1	274
1105626	0	43
1105626	1	989
1105627	0	15
1105627	1	534
1105628	0	11
1105628	1	716
1105629	0	13
1105629	1	521
1105630	0	61
1105630	1	526
1105631	0	3
1105631	1	514
1105632	0	353
1105632	1	273
1105633	0	24
1105633	1	506
1105701	0	24
1105701	1	669
1105702	0	17
1105702	1	491
1105703	0	19
1105703	1	530
1105704	0	16
1105704	1	443
1105705	0	4
1105705	1	32
1105706	0	97
1105706	1	343
1105707	0	34
1105707	1	593
1105708	0	9
1105708	1	306
1105709	0	10
1105709	1	407
1105710	0	71
1105710	1	620
1105711	0	16
1105711	1	358
1105712	0	23
1105712	1	327
1105713	0	35
1105713	1	222
1105714	1	291
1105715	0	36
1105715	1	285
1105716	0	46
1105716	1	498
1105717	0	24
1105717	1	532
1105718	0	63
1105718	1	501
1105719	0	28
1105719	1	440
1105720	0	73
1105720	1	197
1105801	0	91
1105801	1	272
1105802	0	3
1105802	1	285
1105804	0	24
1105804	1	325
1105805	0	31
1105805	1	243
1105806	0	12
1105806	1	389
1105807	0	12
1105807	1	225
1105808	0	33
1105808	1	200
1105809	0	144
1105809	1	221
1105811	0	13
1105811	1	356
1105813	0	24
1105813	1	469
1105814	0	194
1105814	1	167
1105815	0	10
1105815	1	363
1105816	0	5
1105816	1	284
1105817	0	84
1105817	1	448
1105818	0	34
1105818	1	465
1105819	0	60
1105819	1	370
1105820	0	32
1105820	1	278
1105821	0	35
1105821	1	275
1105822	0	99
1105822	1	338
1105823	0	105
1105823	1	478
1105824	0	71
1105824	1	437
1105825	0	93
1105825	1	400
1105826	0	33
1105826	1	561
1105827	0	79
1105827	1	387
1105828	0	7
1105828	1	320
1105829	0	13
1105829	1	426
1105830	0	63
1105830	1	265
1105831	0	12
1105831	1	248
1105832	0	79
1105832	1	297
1105833	0	26
1105833	1	197
1105834	0	19
1105834	1	353
1105835	0	21
1105835	1	469
1105836	0	11
1105836	1	287
1105837	0	14
1105837	1	294
1105838	0	8
1105838	1	510
1105839	0	13
1105839	1	547
1105840	0	11
1105840	1	446
1105841	0	949
1105842	0	4
1105842	1	477
1105843	0	14
1105843	1	427
1105844	0	18
1105844	1	378
1105845	0	7
1105845	1	513
1105846	0	24
1105846	1	453
1105847	0	25
1105847	1	571
1105848	0	34
1105848	1	491
1105849	0	618
1105850	0	37
1105850	1	271
1105851	0	35
1105851	1	385
1105853	0	108
1105853	1	281
1105854	0	13
1105854	1	333
1105855	0	8
1105855	1	331
1105856	0	9
1105856	1	248
1105857	0	55
1105857	1	293
1105859	0	21
1105859	1	606
1105860	0	5
1105860	1	252
1105861	0	3
1105861	1	242
1105862	1	232
1105863	0	15
1105863	1	450
1105864	0	6
1105864	1	349
1105901	1	378
1105902	0	15
1105902	1	328
1105903	0	13
1105903	1	281
1105904	1	3
1105905	0	62
1105905	1	453
1105906	0	33
1105906	1	259
1105907	0	36
1105907	1	278
1105908	0	95
1105908	1	179
1105910	0	14
1105910	1	848
1105912	0	11
1105912	1	307
1105913	0	19
1105913	1	521
1105914	0	17
1105914	1	385
1105915	1	325
1105916	0	102
1105916	1	511
1105917	0	8
1105917	1	769
1105918	0	96
1105918	1	437
1105919	0	48
1105919	1	814
1105920	0	13
1105920	1	280
1105921	0	13
1105921	1	328
1105922	0	7
1105922	1	394
1105923	0	90
1105923	1	913
1105924	0	4
1105924	1	221
1105925	0	6
1105925	1	539
1105926	0	8
1105926	1	431
1105927	0	24
1105927	1	63
1106001	0	27
1106001	1	187
1106002	0	18
1106002	1	200
1106003	0	19
1106003	1	220
1106004	0	51
1106004	1	361
1106005	0	26
1106005	1	343
1106006	0	48
1106006	1	524
1106007	0	25
1106007	1	144
1106008	0	72
1106008	1	357
1106009	0	29
1106009	1	200
1106010	0	60
1106010	1	435
1106011	0	7
1106011	1	322
1106012	0	15
1106012	1	330
1106013	0	15
1106013	1	321
1106014	0	24
1106014	1	228
1106015	0	18
1106015	1	262
1106016	0	47
1106016	1	395
1106017	0	20
1106017	1	213
1106018	0	13
1106018	1	283
1106019	0	14
1106019	1	316
1106020	0	33
1106020	1	260
1106021	0	240
1106021	1	7
1106101	0	18
1106101	1	178
1106102	0	23
1106102	1	361
1106103	0	49
1106103	1	326
1106104	0	36
1106104	1	182
1106105	0	25
1106105	1	198
1106106	0	41
1106106	1	378
1106107	0	143
1106107	1	126
1106108	0	46
1106108	1	369
1106109	0	14
1106109	1	159
1106110	0	78
1106110	1	267
1106111	0	35
1106111	1	232
1106112	0	74
1106112	1	380
1106113	1	9
1106114	0	26
1106114	1	239
1106115	0	28
1106115	1	209
1106116	0	26
1106116	1	330
1106201	0	87
1106201	1	329
1106202	0	67
1106202	1	391
1106203	0	66
1106203	1	396
1106204	0	19
1106204	1	339
1106205	0	41
1106205	1	370
1106206	0	22
1106206	1	365
1106207	0	11
1106207	1	241
1106208	0	40
1106208	1	189
1106209	0	45
1106209	1	273
1106210	0	47
1106210	1	285
1106211	0	51
1106211	1	326
1106212	0	45
1106212	1	144
1106213	0	33
1106213	1	258
1106214	0	18
1106214	1	175
1106215	0	12
1106215	1	230
1106216	0	25
1106216	1	94
1106217	0	29
1106217	1	226
1106218	0	21
1106218	1	174
1106219	0	33
1106219	1	281
1106220	0	58
1106220	1	145
1106221	0	13
1106221	1	129
1106222	0	40
1106222	1	285
1106223	0	23
1106223	1	3
1106224	1	46
1106301	0	4
1106303	0	109
1106303	1	371
1106304	0	17
1106304	1	637
1106305	0	3
1106305	1	240
1106306	0	80
1106306	1	186
1106307	1	3
1106308	0	30
1106308	1	352
1106309	0	49
1106309	1	404
1106310	0	30
1106310	1	366
1106311	0	19
1106311	1	387
1106312	0	90
1106312	1	326
1106313	0	36
1106313	1	200
1106314	0	30
1106314	1	188
1106315	0	15
1106315	1	401
1106316	0	60
1106316	1	343
1106317	0	54
1106317	1	338
1106318	0	43
1106318	1	257
1106319	0	29
1106319	1	285
1106320	0	17
1106320	1	197
1106321	0	16
1106321	1	277
1106322	0	15
1106322	1	259
1106323	0	23
1106323	1	414
1106324	0	15
1106324	1	278
1106325	0	35
1106325	1	465
1106326	0	10
1106326	1	206
1106327	0	27
1106327	1	181
1106328	0	20
1106328	1	461
1106329	0	15
1106329	1	196
1106401	0	14
1106401	1	160
1106402	0	3
1106402	1	235
1106403	0	18
1106403	1	274
1106404	0	34
1106404	1	339
1106405	0	34
1106405	1	289
1106406	0	16
1106406	1	302
1106407	0	86
1106407	1	351
1106408	0	62
1106408	1	429
1106409	0	13
1106409	1	251
1106410	0	11
1106410	1	265
1106411	0	40
1106411	1	231
1106412	0	12
1106412	1	275
1106413	0	28
1106413	1	294
1106414	0	37
1106414	1	307
1106415	0	28
1106415	1	197
1106416	0	13
1106416	1	170
1106417	0	35
1106417	1	287
1106418	0	6
1106418	1	270
1106501	0	16
1106501	1	313
1106502	0	26
1106502	1	285
1106503	0	22
1106503	1	265
1106504	0	70
1106504	1	347
1106505	0	41
1106505	1	320
1106506	0	12
1106506	1	420
1106507	0	36
1106507	1	379
1106508	0	64
1106508	1	394
1106509	0	24
1106509	1	457
1106510	0	71
1106510	1	292
1106511	0	30
1106511	1	460
1106512	0	51
1106512	1	286
1106513	0	175
1106513	1	271
1106514	0	15
1106514	1	307
1106515	0	34
1106515	1	438
1106516	0	7
1106516	1	185
1106517	0	6
1106517	1	201
1106518	0	35
1106518	1	303
1106519	0	22
1106519	1	230
1106520	0	38
1106520	1	244
1106521	0	13
1106521	1	293
1106522	0	14
1106522	1	206
1106523	0	88
1106523	1	258
1106524	0	32
1106524	1	165
1106525	0	29
1106525	1	177
1106526	0	12
1106526	1	465
1106527	0	60
1106527	1	297
1106528	0	31
1106528	1	401
1106529	0	169
1106529	1	228
1106601	0	38
1106601	1	181
1106602	0	4
1106602	1	164
1106603	0	5
1106603	1	262
1106604	0	31
1106604	1	321
1106605	0	18
1106605	1	338
1106606	0	11
1106606	1	184
1106607	0	8
1106607	1	327
1106608	0	49
1106608	1	131
1106609	0	7
1106609	1	293
1106610	0	59
1106610	1	250
1106611	0	15
1106611	1	268
1106612	0	61
1106612	1	301
1106613	0	19
1106613	1	197
1106701	0	86
1106701	1	304
1106702	0	9
1106702	1	379
1106703	0	3
1106703	1	317
1106704	0	42
1106704	1	144
1106705	0	44
1106705	1	280
1106706	0	26
1106706	1	282
1106707	0	20
1106707	1	328
1106708	0	17
1106708	1	372
1106709	0	53
1106709	1	314
1106710	0	40
1106710	1	463
1106711	0	20
1106711	1	288
1106712	0	134
1106712	1	397
1106713	0	13
1106713	1	319
1106714	0	25
1106714	1	458
1106715	0	15
1106715	1	592
1106716	0	14
1106716	1	367
1106717	0	57
1106717	1	211
1106718	0	17
1106718	1	350
1106719	0	78
1106719	1	334
1106720	0	63
1106720	1	286
1106721	0	15
1106721	1	195
1106722	0	67
1106722	1	280
1106723	0	48
1106723	1	360
1106724	0	49
1106724	1	378
1106725	0	23
1106725	1	256
1106726	0	9
1106726	1	371
1106727	0	43
1106727	1	425
1106728	0	28
1106728	1	172
1106729	0	108
1106729	1	474
1106801	0	14
1106801	1	207
1106802	0	35
1106802	1	222
1106803	0	23
1106803	1	245
1106804	0	16
1106804	1	191
1106805	0	46
1106805	1	348
1106806	0	19
1106806	1	237
1106807	0	57
1106807	1	260
1106808	0	49
1106808	1	323
1106809	0	62
1106809	1	338
1106810	0	8
1106810	1	306
1106811	0	11
1106811	1	278
1106901	0	16
1106901	1	227
1106902	0	38
1106902	1	467
1106903	0	37
1106903	1	218
1106904	0	81
1106904	1	310
1106905	1	131
1106906	0	37
1106906	1	286
1106907	0	42
1106907	1	236
1106908	0	35
1106908	1	196
1106909	0	21
1106909	1	180
1106910	0	37
1106910	1	263
1106911	0	9
1106911	1	220
1106912	0	36
1106912	1	256
1106913	0	52
1106913	1	260
1106914	0	73
1106914	1	374
1106915	0	46
1106915	1	357
1106916	0	42
1106916	1	324
1106917	0	39
1106917	1	248
1106918	0	81
1106918	1	231
1106919	0	172
1106919	1	355
1107001	0	12
1107001	1	394
1107002	0	19
1107002	1	96
1107003	0	26
1107003	1	387
1107004	0	34
1107004	1	104
1107005	0	111
1107005	1	492
1107006	0	61
1107006	1	469
1107007	0	17
1107007	1	211
1107008	0	85
1107008	1	272
1107010	0	29
1107010	1	423
1107011	0	35
1107011	1	440
1107012	0	16
1107012	1	374
1107013	0	24
1107013	1	297
1107014	0	7
1107014	1	440
1107015	0	35
1107015	1	588
1107016	0	16
1107016	1	317
1107017	0	28
1107017	1	265
1107018	0	17
1107018	1	486
1107019	0	68
1107019	1	435
1107020	0	20
1107020	1	391
1107021	0	105
1107021	1	548
1107022	0	48
1107022	1	369
1107023	0	51
1107023	1	416
1107024	0	18
1107024	1	241
1107025	0	8
1107025	1	264
1107026	0	26
1107026	1	241
1107027	0	9
1107027	1	531
1107028	0	26
1107028	1	463
1107029	0	32
1107029	1	358
1107030	0	36
1107030	1	293
1107031	0	412
1107032	0	42
1107032	1	535
1107101	0	29
1107101	1	178
1107102	0	23
1107102	1	222
1107103	0	18
1107103	1	296
1107104	0	7
1107104	1	176
1107105	0	41
1107105	1	268
1107106	0	49
1107106	1	440
1107107	0	64
1107107	1	535
1107108	0	51
1107108	1	304
1107109	0	16
1107109	1	234
1107110	0	25
1107110	1	313
1107111	0	23
1107111	1	172
1107112	0	22
1107112	1	278
1107113	0	60
1107113	1	271
1107114	0	103
1107114	1	165
1107115	0	27
1107115	1	278
1107116	0	40
1107116	1	261
1107117	0	42
1107117	1	258
1107118	0	34
1107118	1	3
1107119	0	24
1107119	1	209
1107120	0	10
1107120	1	257
1107121	0	30
1107121	1	183
1107122	0	54
1107122	1	359
1107123	0	55
1107123	1	146
1107124	0	64
1107124	1	429
1107125	0	52
1107125	1	160
1107126	0	16
1107126	1	77
1107127	0	36
1107127	1	217
1107128	0	86
1107128	1	315
1107201	0	99
1107201	1	250
1107202	0	64
1107202	1	322
1107203	0	10
1107203	1	237
1107204	0	78
1107204	1	353
1107205	0	64
1107205	1	447
1107206	0	53
1107206	1	302
1107207	0	25
1107207	1	167
1107208	0	136
1107208	1	473
1107209	0	28
1107209	1	298
1107210	0	218
1107210	1	327
1107211	0	85
1107211	1	662
1107212	0	20
1107212	1	255
1107214	0	14
1107214	1	302
1107215	0	39
1107215	1	407
1107216	0	51
1107216	1	362
1107217	0	77
1107217	1	630
1107218	0	13
1107218	1	401
1107219	0	40
1107219	1	506
1107220	0	97
1107220	1	452
1107221	0	21
1107221	1	299
1107222	0	18
1107222	1	213
1107224	0	40
1107224	1	465
1107225	0	66
1107225	1	595
1107226	0	20
1107226	1	606
1107227	0	21
1107227	1	522
1107228	0	51
1107228	1	547
1107301	1	4
1107302	0	21
1107302	1	248
1107303	0	28
1107303	1	387
1107304	0	34
1107304	1	198
1107305	0	10
1107305	1	202
1107306	0	30
1107306	1	193
1107307	0	37
1107307	1	327
1107308	0	52
1107308	1	229
1107309	0	19
1107309	1	151
1107310	0	55
1107310	1	273
1107311	0	34
1107311	1	195
1107312	0	4
1107312	1	221
1107313	0	7
1107313	1	119
1107314	0	35
1107314	1	266
1107401	0	28
1107401	1	234
1107402	0	21
1107402	1	269
1107403	0	68
1107403	1	391
1107404	0	131
1107404	1	340
1107405	0	22
1107405	1	396
1107406	0	68
1107406	1	139
1107407	0	82
1107407	1	277
1107408	0	37
1107408	1	217
1107409	0	100
1107409	1	541
1107410	0	72
1107410	1	148
1107411	0	35
1107411	1	349
1107412	0	28
1107412	1	446
1107413	0	127
1107413	1	419
1107414	0	51
1107414	1	426
1107415	0	64
1107415	1	452
1107416	0	27
1107416	1	365
1107417	0	24
1107417	1	270
1107418	0	29
1107418	1	352
1107419	0	15
1107419	1	291
1107420	0	41
1107420	1	360
1107421	0	39
1107421	1	384
1107422	0	44
1107422	1	389
1107423	0	33
1107423	1	280
1107425	0	48
1107425	1	403
1107426	0	93
1107426	1	267
1107427	0	43
1107427	1	426
1107601	0	9
1107601	1	242
1107602	0	8
1107602	1	194
1107603	0	40
1107603	1	472
1107604	0	29
1107604	1	317
1107605	0	32
1107605	1	337
1107606	0	86
1107606	1	365
1107607	0	27
1107607	1	248
1107608	0	20
1107608	1	395
1107609	0	10
1107609	1	378
1107610	0	19
1107610	1	330
1107611	0	20
1107611	1	165
1107612	0	9
1107612	1	229
1107613	0	33
1107613	1	323
1107614	0	13
1107614	1	400
1107615	0	23
1107615	1	487
1107616	0	15
1107616	1	383
1107617	0	26
1107617	1	448
1107618	0	18
1107618	1	226
1107619	0	18
1107619	1	227
1107620	0	18
1107620	1	194
1107621	0	6
1107621	1	254
1107701	0	18
1107701	1	323
1107702	0	138
1107702	1	355
1107703	0	26
1107703	1	289
1107704	0	27
1107704	1	264
1107705	0	249
1107705	1	95
1107706	0	60
1107706	1	190
1107707	0	98
1107707	1	400
1107708	0	8
1107708	1	462
1107709	0	15
1107709	1	341
1107710	0	18
1107710	1	185
1107711	0	101
1107711	1	411
1107712	0	5
1107712	1	200
1107713	0	30
1107713	1	490
1107714	0	32
1107714	1	282
1107715	0	12
1107715	1	370
1107716	0	24
1107716	1	534
1107717	0	19
1107717	1	369
1107718	0	51
1107718	1	391
1107719	0	12
1107719	1	371
1107720	0	370
1107720	1	329
1107721	0	8
1107721	1	280
1107722	0	14
1107722	1	223
1107723	0	87
1107723	1	407
1107724	0	70
1107724	1	179
1107725	0	8
1107725	1	207
1107726	0	21
1107726	1	431
1107727	0	39
1107727	1	291
1107728	0	14
1107728	1	342
1107729	0	15
1107729	1	366
1107730	0	16
1107730	1	383
1107731	0	15
1107731	1	482
1107732	1	217
1107733	0	24
1107733	1	418
1107734	0	56
1107734	1	223
1107735	0	5
1107736	0	7
1107736	1	113
1107737	0	34
1107737	1	174
1107738	0	28
1107738	1	174
1107739	0	391
1107739	1	14
1107740	0	13
1107740	1	565
1107741	0	8
1107741	1	214
1107742	0	10
1107742	1	314
1107743	0	14
1107743	1	198
1107744	0	68
1107744	1	304
1107745	0	27
1107745	1	283
1107746	0	31
1107746	1	497
1107747	0	62
1107747	1	309
1107748	0	24
1107748	1	331
1107749	0	40
1107749	1	222
1107750	0	41
1107750	1	376
1107751	0	46
1107751	1	311
1107752	0	280
1107752	1	424
1107753	0	115
1107753	1	265
1107754	0	16
1107754	1	440
1107801	0	5
1107801	1	292
1107802	0	12
1107802	1	240
1107804	0	23
1107804	1	418
1107805	0	30
1107805	1	347
1107806	0	37
1107806	1	513
1107807	0	8
