SA1_7DIGITCODE_2016	medianTotalFamilyIncome
1108427	74984
1108428	67860
1108429	41340
1108430	93444
1108431	50492
1108432	63180
1108433	57512
1108434	75816
1108435	51168
1108436	47112
1108438	82108
1108439	88348
1108440	55952
1108441	66300
1108442	93444
1108443	70616
1108444	68224
1108445	49348
1108446	50544
1108501	
1108502	74256
1108503	
1108504	57252
1108505	69316
1108506	73424
1108507	60632
1108508	52676
1108509	68588
1108510	82628
1108511	59540
1108512	65572
1108513	79248
1108514	59540
1108515	63336
1108516	74724
1108517	72540
1108518	68224
1108519	98644
1108520	100724
1108521	
1108522	
1108523	52936
1108524	54600
1108525	93184
1108526	98748
1108527	88504
1108528	49556
1108529	61256
1108530	58500
1108531	65884
1108601	68224
1108602	82316
1108603	61256
1108604	63648
1108605	81900
1108606	71500
1108607	73112
1108608	73320
1108609	73944
1108610	79248
1108611	84500
1108612	92092
1108613	76076
1108701	66612
1108702	54756
1108703	46124
1108704	52936
1108705	48828
1108706	54860
1108707	60632
1108708	55224
1108709	68224
1108710	59644
1108711	66924
1108712	44720
1108713	61724
1108801	
1108802	107328
1108803	72020
1108804	106184
1108805	76076
1108806	87984
1108807	
1108808	81588
1108809	82316
1108810	64272
1108811	86320
1108812	78832
1108813	95316
1108814	76752
1108815	74152
1108816	67964
1108817	94900
1108818	85176
1108819	86216
1108820	74880
1108901	66248
1108902	73112
1108903	64376
1108904	43472
1108905	97500
1108906	78624
1108907	75348
1108908	70824
1108909	40716
1108910	59540
1108911	65988
1108912	68224
1108913	
1108914	65468
1108915	64428
1108916	73112
1108917	64376
1108918	58500
1108919	70616
1108920	57772
1108921	67756
1108922	93600
1108923	41184
1108924	66612
1108925	45500
1108926	55432
1108927	
1108928	55796
1108929	83824
1108930	70304
1108931	87724
1108932	86320
1108933	69940
1108934	88660
1108935	71916
1108936	40248
1108937	49868
1108938	
1108939	79612
1108940	74724
1108941	58500
1108942	
1108943	63648
1108944	56316
1108945	69056
1108946	65572
1108947	88192
1108948	75816
1108949	79040
1108950	74984
1108951	94640
1108952	27924
1108953	
1108954	79300
1108955	74724
1108956	65572
1109001	60632
1109002	
1109003	75608
1109004	76648
1109005	74048
1109006	53924
1109007	52572
1109008	59852
1109009	76076
1109010	57824
1109011	52520
1109012	82836
1109013	59124
1109014	69836
1109015	79456
1109101	51428
1109102	64064
1109103	80184
1109105	73112
1109106	94536
1109107	87360
1109108	66248
1109109	68432
1109110	59124
1109111	61724
1109113	84500
1109115	63180
1109116	72904
1109117	
1109118	55224
1109121	72280
1109122	41236
1109123	74464
1109124	71084
1109125	59176
1109126	62452
1109127	70616
1109128	69836
1109129	97448
1109130	67340
1109131	40820
1109132	77532
1109133	63752
1109134	50544
1109135	41288
1109136	72176
1109137	
1109138	61984
1109139	90012
1109140	
1109141	59748
1109201	88348
1109202	94224
1109203	71500
1109204	85540
1109205	58500
1109207	52624
1109208	49348
1109209	45604
1109210	44148
1109211	94224
1109212	93132
1109213	61256
1109301	35048
1109302	124748
1109303	117988
1109304	94224
1109305	87724
1109306	75348
1109307	108628
1109308	113724
1109309	110500
1109310	95628
1109311	115804
1109312	107692
1109313	54704
1109315	
1109316	
1109317	108888
1109401	66456
1109402	75348
1109403	42328
1109404	86112
1109405	67184
1109406	80444
1109407	68900
1109408	100048
1109409	68224
1109410	53040
1109411	60892
1109412	63076
1109413	66612
1109414	55900
1109501	71500
1109502	109200
1109503	87724
1109504	111800
1109505	90012
1109506	76856
1109507	74048
1109508	73632
1109509	94224
1109510	67600
1109511	60320
1109512	71500
1109513	67496
1109514	63648
1109515	
1109601	38740
1109603	84500
1109604	69628
1109605	74724
1109606	49348
1109607	50908
1109608	37700
1109610	124072
1109611	48048
1109612	56316
1109613	62816
1109614	61724
1109615	62608
1109616	42432
1109617	39312
1109618	52520
1109619	40768
1109620	50076
1109621	48672
1109622	38740
1109623	53092
1109624	50076
1109625	
1109626	
1109627	62504
1109701	56628
1109702	74724
1109703	71500
1109704	53612
1109705	69628
1109706	50544
1109707	61048
1109708	68224
1109709	94224
1109710	186316
1109711	73632
1109712	66248
1109713	91676
1109714	77116
1109715	79300
1109716	95836
1109717	100048
1109718	75192
1109719	75140
1109720	60840
1109721	67756
1109722	56316
1109723	73320
1109724	86632
1109725	69004
1109726	57408
1109727	50648
1109728	79456
1109729	58500
1109730	102076
1109731	60632
1109732	49348
1109733	58500
1109734	56524
1109735	53404
1109736	68224
1109737	70200
1109738	51376
1109739	57304
1109740	62088
1109741	48516
1109742	68224
1109743	59072
1109744	50232
1109745	63336
1109746	52416
1109747	68536
1109748	58500
1109749	66872
1109750	61048
1109751	63336
1109752	99112
1109801	31824
1109802	43784
1109803	70200
1109804	61152
1109805	81224
1109806	71500
1109807	70668
1109808	55224
1109809	64116
1109810	81224
1109811	49348
1109901	56316
1109902	57044
1109903	66092
1109904	47944
1109905	54860
1109906	53040
1109907	46800
1109908	58500
1109909	39312
1109910	40664
1109911	42848
1109912	57200
1109913	50804
1109914	47528
1109915	61048
1109916	68068
1109917	63856
1109918	45032
1109919	68900
1109920	63648
1109921	65676
1109922	71500
1109923	48048
1109924	76856
1109925	68224
1109926	43940
1109927	62348
1109928	60788
1109929	45760
1110001	97500
1110002	91936
1110003	74256
1110004	89336
1110005	81588
1110006	78728
1110007	97500
1110008	51012
1110009	41340
1110010	48984
1110011	69004
1110012	67704
1110013	51220
1110014	61048
1110016	101816
1110017	125840
1110018	69732
1110019	62192
1110020	132340
1110021	108316
1110022	69940
1110023	70408
1110024	58968
1110025	63752
1110026	115232
1110027	138216
1110028	71500
1110029	169000
1110101	57772
1110102	75192
1110103	84500
1110105	109564
1110106	94224
1110107	83824
1110108	73892
1110109	73112
1110110	74152
1110111	67964
1110112	90376
1110113	75816
1110114	87360
1110115	60840
1110116	100256
1110117	125060
1110118	66768
1110119	74724
1110120	73840
1110121	80184
1110122	54444
1110123	80860
1110124	108732
1110125	82316
1110126	80132
1110127	75816
1110128	73632
1110129	84500
1110130	67184
1110132	92456
1110133	70564
1110134	108992
1110135	83304
1110136	69836
1110137	60632
1110138	123448
1110139	104936
1110140	97500
1110141	133120
1110201	58968
1110202	86112
1110203	52832
1110204	46384
1110205	70252
1110206	60424
1110208	59384
1110209	58500
1110210	87048
1110212	76440
1110213	72904
1110214	105508
1110215	122616
1110216	125112
1110217	94224
1110219	71500
1110220	65728
1110221	
1110222	85488
1110223	
1110224	116948
1110301	88816
1110302	73112
1110303	91884
1110304	104936
1110305	94224
1110306	114608
1110307	97500
1110308	105300
1110309	103012
1110310	68900
1110311	89648
1110312	112008
1110313	92612
1110314	69056
1110315	92300
1110316	58864
1110317	86424
1110318	81224
1110401	46800
1110402	61152
1110403	74724
1110404	73112
1110405	92612
1110406	61048
1110407	65572
1110408	68224
1110409	62504
1110410	48256
1110411	61152
1110412	59280
1110413	63648
1110414	
1110415	71500
1110416	80860
1110501	69316
1110502	104676
1110503	53092
1110504	58500
1110506	56732
1110507	66612
1110508	48828
1110509	63908
1110510	80132
1110511	54132
1110512	66248
1110513	68900
1110514	97500
1110515	86320
1110516	68900
1110517	77428
1110518	107224
1110519	81224
1110520	86632
1110601	48516
1110602	46800
1110603	48516
1110604	42900
1110605	38896
1110606	45812
1110607	66508
1110608	58500
1110609	65988
1110610	71500
1110611	75348
1110612	50232
1110613	84500
1110614	85176
1110615	99216
1110616	81900
1110617	66924
1110618	69316
1110619	76648
1110620	49660
1110621	58500
1110622	39468
1110623	54288
1110624	64012
1110701	88816
1110702	65468
1110703	100724
1110704	111644
1110705	120224
1110706	92248
1110707	111592
1110708	106444
1110709	72176
1110710	87724
1110712	79300
1110713	85644
1110714	97500
1110715	122304
1110716	120744
1110717	105196
1110718	108732
1110719	96408
1110720	92404
1110722	102336
1110723	92508
1110724	115804
1110725	109720
1110726	115804
1110801	49348
1110803	72436
1110804	
1110805	106444
1110806	52520
1110807	64116
1110808	61152
1110809	61256
1110810	59020
1110811	74360
1110812	49348
1110813	69056
1110814	69316
1110815	63648
1110816	67184
1110817	60476
1110818	
1110819	67600
1110820	61984
1110821	63960
1110822	66144
1110823	92612
1110824	66924
1110825	38740
1110826	74724
1110827	81224
1110828	94224
1110829	65988
1110830	62140
1110831	74256
1110832	46176
1110833	71500
1110834	61048
1110835	72540
1110836	75452
1110837	65416
1110838	64324
1110839	55900
1110840	53924
1110841	71500
1110842	101348
1110843	61880
1110844	65728
1110845	40612
1110847	76232
1110848	88816
1110849	53612
1110850	86320
1110851	79612
1110852	67132
1110853	57928
1110854	69316
1110855	108056
1110856	80964
1110857	40092
1110901	68224
1110902	67756
1110903	76336
1110904	95316
1110905	72384
1110906	108992
1110907	81224
1110908	80340
1110909	66768
1110910	96460
1110911	78780
1110912	115700
1110913	113724
1110914	101244
1110915	109772
1110916	105352
1110917	94224
1110918	86632
1110919	85384
1110920	71500
1110921	61724
1110922	76180
1110923	78884
1111001	87724
1111002	76076
1111003	78884
1111004	48516
1111005	65936
1111006	60216
1111007	56004
1111008	58500
1111009	59488
1111010	60112
1111011	95524
1111012	88348
1111013	97500
1111014	82316
1111015	73112
1111016	63648
1111017	63648
1111018	66040
1111019	73632
1111020	74724
1111021	106964
1111022	68692
1111023	81536
1111024	111644
1111025	81224
1111026	94588
1111027	98020
1111101	63752
1111102	73632
1111103	37336
1111104	44200
1111105	70668
1111106	76648
1111107	57876
1111108	61724
1111109	70200
1111110	62816
1111111	60112
1111112	124748
1111113	64584
1111114	65416
1111115	62660
1111116	63960
1111117	76492
1111118	97968
1111119	103324
1111121	60216
1111122	62348
1111123	74464
1111124	70096
1111125	48048
1111126	73788
1111127	68796
1111128	49868
1111129	69732
1111130	71812
1111131	86112
1111132	67184
1111133	63024
1111134	65884
1111135	72540
1111136	67964
1111137	
1111138	106600
1111139	
1111140	68432
1111141	99320
1111142	71448
1111143	77116
1111144	47788
1111145	79560
1111146	
1111147	92300
1111148	94224
1111149	121316
1111201	112112
1111202	115544
1111203	88816
1111204	115908
1111205	93184
1111206	75816
1111207	63648
1111208	45032
1111209	87724
1111210	88348
1111211	95316
1111212	119964
1111213	59852
1111214	94224
1111215	96408
1111216	93132
1111217	111228
1111218	101192
1111219	71500
1111220	101816
1111221	100724
1111222	57200
1111223	80184
1111224	138632
1111225	132184
1111226	146796
1111227	102648
1111228	86112
1111229	81900
1111230	64012
1111231	122356
1111232	92248
1111233	93756
1111234	82056
1111235	110812
1111237	123084
1111238	102076
1111240	94224
1111241	49868
1111242	106756
1111244	117468
1111245	132600
1111246	93184
1111247	128752
1111248	128596
1111249	110916
1111301	100048
1111302	87724
1111303	105404
1111304	58500
1111305	81224
1111306	86632
1111307	115336
1111308	66872
1111309	104988
1111310	97500
1111311	115908
1111312	119340
1111313	125632
1111314	105196
1111315	86632
1111401	63648
1111402	58864
1111403	71500
1111404	156884
1111405	64636
1111406	79612
1111408	66768
1111409	66248
1111410	68224
1111411	67600
1111412	105976
1111413	107276
1111414	101608
1111501	133224
1111502	52936
1111503	56524
1111504	66300
1111505	71916
1111506	75816
1111507	64376
1111508	84500
1111509	66924
1111510	71500
1111511	81900
1111512	84500
1111513	38740
1111514	80444
1111515	81588
1111516	90012
1111517	98280
1111518	76856
1111519	62140
1111520	87984
1111521	63648
1111524	119548
1111525	116272
1111526	97500
1111527	70564
1111528	68588
1111529	73476
1111530	83408
1111531	71500
1111532	63180
1111533	79092
1111534	84500
1111535	83772
1111536	65780
1111537	92612
1111538	96980
1111539	113724
1111541	71916
1111542	74152
1111543	101452
1111544	61724
1111545	69836
1111546	83304
1111547	80340
1111548	79300
1111549	95316
1111550	79300
1111551	85280
1111552	74152
1111553	120224
1111554	63648
1111555	114920
1111556	126880
1111557	125632
1111558	102024
1111559	85280
1111561	112320
1111562	
1111563	66248
1111564	143000
1111565	100516
1111566	94536
1111567	85540
1111568	65572
1111569	55224
1111570	91468
1111571	141700
1111572	40508
1111573	115544
1111601	104832
1111602	124956
1111603	95628
1111604	113048
1111605	104676
1111606	153972
1111607	114088
1111608	91936
1111609	108316
1111610	118040
1111611	73424
1111612	113828
1111613	98176
1111614	102336
1111615	89024
1111616	116116
1111701	72280
1111702	68484
1111704	99632
1111705	120536
1111706	105196
1111707	127348
1111708	105352
1111709	75348
1111710	79196
1111711	56732
1111712	99632
1111713	97864
1111715	64012
1111716	105456
1111717	107016
1111718	111020
1111719	61464
1111720	65572
1111721	40716
1111722	73840
1111723	79716
1111724	86632
1111725	55692
1111726	109876
1111727	112112
1111728	66040
1111730	59748
1111731	90324
1111732	125632
1111733	72956
1111734	73112
1111735	69108
1111736	71136
1111737	60996
1111738	75348
1111739	63856
1111740	81224
1111741	84500
1111742	100724
1111743	60788
1111744	
1111745	102648
1111746	53300
1111747	99112
1111748	115128
1111749	112112
1111750	78416
1111801	91572
1111802	65832
1111803	125944
1111804	111644
1111805	81224
1111806	102492
1111807	114504
1111808	92300
1111809	108316
1111810	96408
1111811	85176
1111812	82472
1111813	137800
1111814	109772
1111815	
1111816	131508
1111817	94224
1111819	64532
1111820	69524
1111821	75348
1111822	106080
1111823	122096
1111824	104468
1111901	70668
1111902	99112
1111903	87984
1111904	88816
1111906	79612
1111907	92300
1111908	
1111909	40612
1111910	62816
1111911	53612
1111912	77220
1111913	74152
1111914	73320
1111915	70668
1111916	71500
1111917	
1111918	111228
1111919	
1111920	55224
1112001	
1112002	63752
1112003	48256
1112004	55796
1112005	68224
1112006	51064
1112007	74724
1112008	58812
1112009	67496
1112010	56732
1112011	64116
1112012	66872
1112013	68900
1112014	61724
1112015	65936
1112016	61308
1112017	
1112018	60268
1112101	71032
1112102	72748
1112103	70928
1112104	73840
1112105	65988
1112106	63960
1112107	79612
1112108	58032
1112109	59696
1112110	70044
1112111	
1112112	
1112113	
1112114	
1112115	68224
1112116	84500
1112117	
1112118	77532
1112119	68224
1112120	75816
1112121	63336
1112122	60892
1112123	50648
1112124	56056
1112125	80600
1112126	99112
1112127	82316
1112128	76752
1112129	68900
1112130	71500
1112131	59592
1112133	83200
1112134	70512
1112135	111072
1112136	77428
1112137	84500
1112138	86944
1112139	79092
1112140	61464
1112141	73632
1112142	97500
1112143	61516
1112144	70824
1112145	62244
1112146	42848
1112147	75816
1112148	72384
1112149	73008
1112150	65832
1112151	60788
1112152	62504
1112153	79456
1112154	80860
1112155	65988
1112156	61204
1112157	64584
1112158	68588
1112201	69212
1112202	61724
1112203	
1112204	40560
1112205	67756
1112206	65624
1112207	38948
1112208	54184
1112209	62504
1112210	70356
1112211	65676
1112212	58500
1112213	70772
1112214	51220
1112215	50752
1112216	84500
1112217	87568
1112218	92196
1112219	69004
1112220	83200
1112221	80756
1112222	47944
1112223	49556
1112224	50908
1112225	86892
1112226	56680
1112227	108472
1112228	81796
1112229	88192
1112230	66196
1112231	92612
1112232	
1112233	123448
1112234	51064
1112301	82316
1112302	109356
1112303	99216
1112304	116272
1112305	110968
1112306	117000
1112307	98384
1112308	117676
1112309	104832
1112310	99424
1112311	106288
1112312	95316
1112313	92092
1112314	104832
1112315	90012
1112401	59124
1112402	51376
1112403	57928
1112404	53768
1112405	49712
1112406	56056
1112407	54704
1112408	46800
1112409	60944
1112410	52468
1112411	58500
1112412	75348
1112413	65572
1112414	69316
1112415	
1112416	
1112501	53768
1112502	60476
1112503	100724
1112504	119340
1112505	
1112506	73476
1112507	68484
1112508	
1112509	
1112510	52884
1112511	67860
1112512	89336
1112513	120536
1112514	33280
1112515	46800
1112516	104988
1112517	43836
1112518	98748
1112519	96408
1112520	97500
1112521	122616
1112522	93184
1112523	85020
1112524	91988
1112525	73632
1112526	100412
1112527	94692
1112528	79456
1112529	81224
1112530	88192
1112531	120224
1112532	100048
1112533	
1112534	86112
1112535	95056
1112536	106860
1112537	98124
1112601	68224
1112602	123448
1112603	58500
1112604	80184
1112605	110916
1112606	71500
1112607	102648
1112608	80600
1112609	81224
1112610	114140
1112611	84500
1112612	78832
1112613	110500
1112614	80600
1112615	99632
1112616	89180
1112617	46800
1112618	138632
1112619	137800
1112620	105924
1112621	35932
1112622	52780
1112623	74256
1112624	66092
1112625	65936
1112626	102856
1112627	128648
1112628	86632
1112629	64012
1112630	90168
1112631	76336
1112632	46800
1112633	92300
1112634	84500
1112635	
1112701	66248
1112702	81224
1112703	104520
1112704	
1112705	82836
1112706	85072
1112707	69836
1112708	86892
1112709	92248
1112710	119860
1112711	69836
1112712	91676
1112801	74724
1112802	71916
1112803	67184
1112804	83668
1112805	99320
1112806	138944
1112807	120536
1112808	85176
1112809	104416
1112810	128076
