SA1_7DIGITCODE_2016	AustCitizen	persons
1126801	0	35
1126801	1	360
1126802	0	33
1126802	1	238
1126803	0	15
1126803	1	227
1126804	0	46
1126804	1	292
1126805	0	44
1126805	1	435
1126806	0	56
1126806	1	490
1126807	0	137
1126807	1	726
1126808	0	23
1126808	1	317
1126809	0	61
1126809	1	465
1126810	0	32
1126810	1	158
1126811	0	0
1126811	1	25
1126812	0	16
1126812	1	173
1126901	0	81
1126901	1	993
1126902	0	38
1126902	1	523
1126903	0	22
1126903	1	369
1126904	0	27
1126904	1	370
1126906	0	64
1126906	1	737
1126907	0	8
1126907	1	213
1126908	0	0
1126908	1	6
1126909	0	0
1126909	1	0
1126910	0	36
1126910	1	554
1126911	0	16
1126911	1	386
1126912	0	21
1126912	1	488
1126913	0	47
1126913	1	340
1126914	0	47
1126914	1	266
1126915	0	47
1126915	1	392
1126916	0	36
1126916	1	333
1126917	0	60
1126917	1	284
1126920	0	51
1126920	1	433
1126921	0	52
1126921	1	382
1126922	0	84
1126922	1	400
1126923	0	33
1126923	1	349
1126924	0	54
1126924	1	484
1126925	0	11
1126925	1	218
1126926	0	15
1126926	1	220
1126927	0	78
1126927	1	366
1126928	0	53
1126928	1	436
1126929	0	47
1126929	1	429
1126930	0	21
1126930	1	280
1126931	0	35
1126931	1	329
1126932	0	35
1126932	1	332
1126933	0	22
1126933	1	353
1126934	0	35
1126934	1	408
1126935	0	37
1126935	1	483
1126936	0	70
1126936	1	257
1126937	0	52
1126937	1	204
1126938	0	27
1126938	1	329
1126939	0	108
1126939	1	273
1126940	0	22
1126940	1	276
1126941	0	29
1126941	1	291
1126942	0	22
1126942	1	344
1126943	0	8
1126943	1	198
1126944	0	30
1126944	1	461
1126945	0	38
1126945	1	407
1126946	0	68
1126946	1	320
1126947	0	38
1126947	1	303
1126948	0	30
1126948	1	394
1126949	0	29
1126949	1	260
1126950	0	48
1126950	1	404
1126951	0	34
1126951	1	471
1126952	0	33
1126952	1	324
1126953	0	99
1126953	1	660
1126954	0	23
1126954	1	393
1126955	0	61
1126955	1	475
1127001	0	32
1127001	1	349
1127003	0	23
1127003	1	289
1127004	0	49
1127004	1	319
1127005	0	43
1127005	1	330
1127006	0	33
1127006	1	229
1127007	0	73
1127007	1	437
1127008	0	55
1127008	1	284
1127009	0	56
1127009	1	349
1127010	0	36
1127010	1	368
1127011	0	47
1127011	1	346
1127012	0	45
1127012	1	375
1127013	0	90
1127013	1	480
1127014	0	50
1127014	1	306
1127015	0	76
1127015	1	213
1127016	0	24
1127016	1	308
1127017	0	41
1127017	1	242
1127018	0	70
1127018	1	275
1127019	0	37
1127019	1	363
1127020	0	117
1127020	1	550
1127021	0	39
1127021	1	488
1127022	0	110
1127022	1	411
1127023	0	48
1127023	1	317
1127024	0	29
1127024	1	268
1127025	0	125
1127025	1	365
1127026	0	40
1127026	1	284
1127027	0	60
1127027	1	230
1127028	0	43
1127028	1	321
1127029	0	50
1127029	1	359
1127030	0	0
1127030	1	0
1127031	0	120
1127031	1	359
1127032	0	98
1127032	1	413
1127033	0	0
1127033	1	7
1127034	0	26
1127034	1	147
1127101	0	21
1127101	1	187
1127102	0	0
1127102	1	0
1127103	0	23
1127103	1	199
1127104	0	62
1127104	1	493
1127105	0	10
1127105	1	113
1127106	0	45
1127106	1	410
1127107	0	26
1127107	1	342
1127108	0	24
1127108	1	256
1127109	0	29
1127109	1	254
1127110	0	34
1127110	1	263
1127111	0	52
1127111	1	329
1127112	0	31
1127112	1	368
1127113	0	24
1127113	1	270
1127114	0	24
1127114	1	259
1127116	0	85
1127116	1	465
1127117	0	36
1127117	1	195
1127118	0	15
1127118	1	184
1127119	0	34
1127119	1	194
1127120	0	12
1127120	1	164
1127121	0	53
1127121	1	196
1127122	0	45
1127122	1	440
1127123	0	84
1127123	1	814
1127124	0	27
1127124	1	199
1127125	0	39
1127125	1	267
1127126	0	31
1127126	1	353
1127127	0	73
1127127	1	496
1127128	0	41
1127128	1	402
1127129	0	84
1127129	1	581
1127130	0	41
1127130	1	354
1127131	0	31
1127131	1	182
1127132	0	26
1127132	1	290
1127133	0	33
1127133	1	326
1127134	0	12
1127134	1	31
1127135	0	47
1127135	1	317
1127136	0	62
1127136	1	549
1127137	0	78
1127137	1	535
1127138	0	36
1127138	1	499
1127139	0	27
1127139	1	332
1127140	0	28
1127140	1	212
1127141	0	40
1127141	1	196
1127142	0	6
1127142	1	187
1127143	0	20
1127143	1	249
1127144	0	25
1127144	1	309
1127201	0	20
1127201	1	275
1127202	0	52
1127202	1	581
1127203	0	41
1127203	1	371
1127204	0	34
1127204	1	350
1127205	0	38
1127205	1	290
1127206	0	57
1127206	1	258
1127207	0	59
1127207	1	365
1127208	0	61
1127208	1	187
1127209	0	53
1127209	1	408
1127210	0	46
1127210	1	253
1127211	0	30
1127211	1	289
1127213	0	44
1127213	1	315
1127214	0	39
1127214	1	217
1127215	0	55
1127215	1	239
1127216	0	22
1127216	1	184
1127217	0	56
1127217	1	525
1127218	0	32
1127218	1	199
1127219	0	39
1127219	1	285
1127220	0	35
1127220	1	293
1127221	0	40
1127221	1	202
1127222	0	30
1127222	1	458
1127223	0	33
1127223	1	390
1127224	0	45
1127224	1	414
1127225	0	26
1127225	1	310
1127226	0	13
1127226	1	133
1127301	0	16
1127301	1	82
1127302	0	38
1127302	1	345
1127303	0	56
1127303	1	353
1127304	0	25
1127304	1	235
1127305	0	30
1127305	1	418
1127306	0	26
1127306	1	355
1127307	0	57
1127307	1	519
1127308	0	36
1127308	1	476
1127309	0	11
1127309	1	113
1127310	0	39
1127310	1	285
1127311	0	0
1127311	1	0
1127312	0	32
1127312	1	75
1127401	0	9
1127401	1	226
1127402	0	8
1127402	1	93
1127403	0	18
1127403	1	315
1127404	0	31
1127404	1	263
1127405	0	13
1127405	1	208
1127406	0	31
1127406	1	326
1127407	0	41
1127407	1	366
1127408	0	86
1127408	1	491
1127409	0	11
1127409	1	228
1127410	0	20
1127410	1	263
1127411	0	28
1127411	1	355
1127412	0	37
1127412	1	260
1127413	0	16
1127413	1	253
1127414	0	26
1127414	1	236
1127415	0	0
1127415	1	0
1127416	0	90
1127416	1	597
1127501	0	11
1127501	1	38
1127601	0	56
1127601	1	246
1127602	0	58
1127602	1	417
1127603	0	57
1127603	1	424
1127604	0	41
1127604	1	295
1127605	0	23
1127605	1	336
1127606	0	40
1127606	1	343
1127607	0	42
1127607	1	413
1127608	0	36
1127608	1	290
1127609	0	27
1127609	1	345
1127610	0	85
1127610	1	623
1127701	0	26
1127701	1	382
1127702	0	14
1127702	1	346
1127703	0	60
1127703	1	430
1127704	0	25
1127704	1	202
1127705	0	58
1127705	1	353
1127706	0	19
1127706	1	219
1127707	0	39
1127707	1	209
1127708	0	38
1127708	1	343
1127709	0	17
1127709	1	321
1127710	0	30
1127710	1	315
1127711	0	36
1127711	1	449
1127712	0	30
1127712	1	429
1127713	0	51
1127713	1	281
1127714	0	73
1127714	1	307
1127715	0	35
1127715	1	291
1127716	0	34
1127716	1	250
1127717	0	56
1127717	1	529
1127718	0	60
1127718	1	349
1127719	0	93
1127719	1	336
1127720	0	76
1127720	1	301
1127721	0	18
1127721	1	379
1127722	0	28
1127722	1	265
1127723	0	63
1127723	1	429
1127724	0	27
1127724	1	230
1127725	0	52
1127725	1	447
1127726	0	48
1127726	1	326
1127727	0	55
1127727	1	516
1127728	0	47
1127728	1	405
1127729	0	25
1127729	1	315
1127730	0	31
1127730	1	462
1127731	0	17
1127731	1	285
1127732	0	36
1127732	1	478
1127733	0	76
1127733	1	547
1127734	0	24
1127734	1	308
1127735	0	36
1127735	1	346
1127736	0	19
1127736	1	206
1127737	0	61
1127737	1	610
1127738	0	26
1127738	1	244
1127739	0	43
1127739	1	390
1127740	0	0
1127740	1	3
1127741	0	41
1127741	1	298
1127801	0	68
1127801	1	478
1127802	0	36
1127802	1	303
1127803	0	67
1127803	1	557
1127804	0	18
1127804	1	197
1127805	0	133
1127805	1	150
1127806	0	5
1127806	1	65
1127808	0	50
1127808	1	169
1127809	0	41
1127809	1	302
1127810	0	47
1127810	1	269
1127811	0	101
1127811	1	387
1127812	0	92
1127812	1	472
1127813	0	53
1127813	1	419
1127815	0	58
1127815	1	463
1127816	0	129
1127816	1	364
1127817	0	44
1127817	1	311
1127818	0	41
1127818	1	301
1127819	0	56
1127819	1	336
1127820	0	58
1127820	1	389
1127821	0	63
1127821	1	359
1127822	0	44
1127822	1	456
1127823	0	18
1127823	1	194
1127824	0	16
1127824	1	67
1127825	0	35
1127825	1	394
1127827	0	21
1127827	1	299
1127828	0	54
1127828	1	418
1127829	0	23
1127829	1	408
1127830	0	30
1127830	1	290
1127831	0	30
1127831	1	205
1127832	0	64
1127832	1	563
1127833	0	57
1127833	1	268
1127834	0	24
1127834	1	278
1127835	0	33
1127835	1	383
1127836	0	35
1127836	1	254
1127837	0	32
1127837	1	223
1127838	0	12
1127838	1	177
1127839	0	28
1127839	1	440
1127840	0	83
1127840	1	543
1127841	0	26
1127841	1	352
1127842	0	46
1127842	1	333
1127843	0	29
1127843	1	304
1127844	0	43
1127844	1	309
1127845	0	86
1127845	1	580
1127846	0	33
1127846	1	467
1127847	0	631
1127847	1	0
1127848	0	115
1127848	1	764
1127849	0	4
1127849	1	19
1127850	0	33
1127850	1	376
1127851	0	70
1127851	1	519
1127852	0	34
1127852	1	255
1127853	0	67
1127853	1	286
1127854	0	16
1127854	1	301
1127901	0	0
1127901	1	0
1127902	0	0
1127902	1	0
1127903	0	0
1127903	1	0
1127905	0	34
1127905	1	323
1127906	0	29
1127906	1	217
1127907	0	26
1127907	1	278
1127908	0	50
1127908	1	407
1127909	0	43
1127909	1	449
1127910	0	33
1127910	1	352
1127912	0	31
1127912	1	244
1127913	0	32
1127913	1	434
1127914	0	32
1127914	1	246
1127915	0	42
1127915	1	439
1127916	0	51
1127916	1	544
1127917	0	20
1127917	1	339
1127918	0	26
1127918	1	267
1127919	0	21
1127919	1	182
1127920	0	39
1127920	1	467
1127921	0	26
1127921	1	345
1127922	0	51
1127922	1	451
1127923	0	39
1127923	1	584
1127924	0	17
1127924	1	125
1127925	0	30
1127925	1	292
1127926	0	34
1127926	1	295
1127927	0	38
1127927	1	411
1127928	0	34
1127928	1	361
1127929	0	53
1127929	1	395
1127930	0	22
1127930	1	330
1127931	0	67
1127931	1	388
1127932	0	41
1127932	1	390
1127933	0	24
1127933	1	269
1127934	0	63
1127934	1	499
1127935	0	22
1127935	1	208
1127936	0	44
1127936	1	560
1127937	0	48
1127937	1	390
1127938	0	0
1127938	1	0
1127939	0	26
1127939	1	274
1127940	0	41
1127940	1	232
1127941	0	85
1127941	1	343
1127942	0	20
1127942	1	359
1128001	0	19
1128001	1	194
1128002	0	33
1128002	1	295
1128003	0	17
1128003	1	403
1128004	0	21
1128004	1	299
1128005	0	43
1128005	1	356
1128006	0	63
1128006	1	464
1128007	0	2
1128007	1	3
1128008	0	22
1128008	1	287
1128009	0	23
1128009	1	309
1128010	0	43
1128010	1	263
1128011	0	30
1128011	1	246
1128012	0	21
1128012	1	303
1128013	0	17
1128013	1	280
1128014	0	13
1128014	1	262
1128101	0	35
1128101	1	251
1128102	0	29
1128102	1	348
1128103	0	43
1128103	1	434
1128104	0	23
1128104	1	309
1128105	0	10
1128105	1	350
1128106	0	21
1128106	1	214
1128107	0	20
1128107	1	292
1128108	0	51
1128108	1	328
1128109	0	39
1128109	1	243
1128110	0	32
1128110	1	335
1128201	0	0
1128201	1	0
1128202	0	64
1128202	1	366
1128203	0	54
1128203	1	813
1128204	0	18
1128204	1	535
1128205	0	25
1128205	1	409
1128206	0	37
1128206	1	284
1128207	0	55
1128207	1	287
1128208	0	24
1128208	1	321
1128209	0	29
1128209	1	244
1128210	0	32
1128210	1	340
1128211	0	39
1128211	1	328
1128212	0	29
1128212	1	439
1128213	0	33
1128213	1	171
1128214	0	44
1128214	1	356
1128215	0	51
1128215	1	499
1128216	0	48
1128216	1	312
1128217	0	27
1128217	1	352
1128218	0	28
1128218	1	278
1128219	0	65
1128219	1	450
1128220	0	35
1128220	1	279
1128221	0	38
1128221	1	439
1128222	0	27
1128222	1	282
1128223	0	48
1128223	1	374
1128224	0	41
1128224	1	382
1128225	0	59
1128225	1	384
1128226	0	72
1128226	1	368
1128227	0	38
1128227	1	450
1128228	0	33
1128228	1	329
1128229	0	39
1128229	1	348
1128230	0	39
1128230	1	388
1128231	0	76
1128231	1	438
1128232	0	37
1128232	1	230
1128233	0	26
1128233	1	308
1128234	0	28
1128234	1	250
1128235	0	27
1128235	1	471
1128236	0	26
1128236	1	230
1128237	0	62
1128237	1	439
1128238	0	59
1128238	1	293
1128239	0	21
1128239	1	268
1128301	0	6
1128301	1	202
1128302	0	39
1128302	1	348
1128303	0	31
1128303	1	234
1128304	0	82
1128304	1	395
1128305	0	55
1128305	1	590
1128306	0	38
1128306	1	302
1128307	0	32
1128307	1	377
1128308	0	25
1128308	1	193
1128309	0	22
1128309	1	303
1128310	0	28
1128310	1	208
1128311	0	0
1128311	1	0
1128312	0	-1
1128312	1	24
1128313	0	63
1128313	1	248
1128314	0	57
1128314	1	417
1128315	0	15
1128315	1	195
1128316	0	21
1128316	1	233
1128317	0	19
1128317	1	256
1128401	0	65
1128401	1	324
1128402	0	77
1128402	1	324
1128403	0	48
1128403	1	305
1128404	0	22
1128404	1	374
1128405	0	76
1128405	1	492
1128406	0	30
1128406	1	354
1128407	0	30
1128407	1	406
1128408	0	27
1128408	1	292
1128409	0	49
1128409	1	583
1128410	0	14
1128410	1	192
1128411	0	29
1128411	1	389
1128412	0	47
1128412	1	360
1128413	0	69
1128413	1	462
1128414	0	39
1128414	1	286
1128415	0	27
1128415	1	372
1128416	0	56
1128416	1	347
1128417	0	56
1128417	1	287
1128418	0	55
1128418	1	362
1128419	0	62
1128419	1	339
1128420	0	23
1128420	1	321
1128421	0	54
1128421	1	384
1128422	0	59
1128422	1	517
1128423	0	32
1128423	1	361
1128424	0	42
1128424	1	461
1128425	0	36
1128425	1	354
1128426	0	47
1128426	1	462
1128427	0	26
1128427	1	316
1128428	0	43
1128428	1	319
1128430	0	91
1128430	1	543
1128431	0	101
1128431	1	482
1128432	0	4
1128432	1	4
1128433	0	26
1128433	1	112
1128501	0	29
1128501	1	296
1128502	0	57
1128502	1	366
1128503	0	28
1128503	1	298
1128504	0	43
1128504	1	384
1128505	0	48
1128505	1	393
1128506	0	43
1128506	1	520
1128507	0	43
1128507	1	387
1128508	0	22
1128508	1	237
1128509	0	38
1128509	1	352
1128510	0	53
1128510	1	378
1128511	0	35
1128511	1	299
1128512	0	40
1128512	1	238
1128513	0	44
1128513	1	498
1128514	0	31
1128514	1	281
1128515	0	45
1128515	1	375
1128516	0	12
1128516	1	119
1128601	0	59
1128601	1	321
1128602	0	0
1128602	1	0
1128603	0	27
1128603	1	277
1128604	0	38
1128604	1	324
1128605	0	31
1128605	1	316
1128606	0	139
1128606	1	931
1128608	0	51
1128608	1	182
1128609	0	38
1128609	1	269
1128610	0	72
1128610	1	364
1128611	0	61
1128611	1	374
1128612	0	0
1128612	1	0
1128613	0	55
1128613	1	475
1128615	0	57
1128615	1	489
1128616	0	46
1128616	1	367
1128617	0	46
1128617	1	248
1128618	0	53
1128618	1	227
1128619	0	59
1128619	1	423
1128620	0	65
1128620	1	435
1128621	0	20
1128621	1	198
1128622	0	44
1128622	1	393
1128623	0	7
1128623	1	171
1128624	0	27
1128624	1	262
1128625	0	76
1128625	1	453
1128626	0	38
1128626	1	402
1128701	0	28
1128701	1	329
1128702	0	26
1128702	1	526
1128703	0	268
1128703	1	538
1128704	0	71
1128704	1	524
1128705	0	49
1128705	1	403
1128706	0	27
1128706	1	269
1128707	0	47
1128707	1	384
1128708	0	34
1128708	1	455
1128709	0	27
1128709	1	376
1128710	0	36
1128710	1	308
1128711	0	41
1128711	1	296
1128712	0	23
1128712	1	166
1128713	0	35
1128713	1	165
1128714	0	85
1128714	1	742
1128715	0	23
1128715	1	144
1128716	0	109
1128716	1	686
1128717	0	74
1128717	1	301
1128718	0	29
1128718	1	297
1128719	0	49
1128719	1	309
1128720	0	29
1128720	1	176
1128721	0	62
1128721	1	519
1128722	0	0
1128722	1	0
1128723	0	13
1128723	1	316
1128724	0	39
1128724	1	198
1128725	0	13
1128725	1	107
1128726	0	9
1128726	1	5
1128801	0	38
1128801	1	106
1128802	0	26
1128802	1	250
1128803	0	31
1128803	1	201
1128804	0	51
1128804	1	288
1128805	0	35
1128805	1	248
1128806	0	18
1128806	1	197
1128807	0	67
1128807	1	548
1128808	0	34
1128808	1	226
1128809	0	21
1128809	1	186
1128810	0	0
1128810	1	4
1128811	0	22
1128811	1	207
1128812	0	67
1128812	1	626
1128901	0	53
1128901	1	639
1128902	0	40
1128902	1	423
1128903	0	31
1128903	1	370
1128904	0	69
1128904	1	412
1128905	0	21
1128905	1	217
1128906	0	74
1128906	1	342
1128907	0	42
1128907	1	277
1128908	0	29
1128908	1	181
1128909	0	18
1128909	1	279
1128910	0	25
1128910	1	256
1128911	0	22
1128911	1	238
1128912	0	21
1128912	1	189
1128913	0	30
1128913	1	317
1128914	0	58
1128914	1	416
1128915	0	27
1128915	1	275
1128916	0	43
1128916	1	366
1128917	0	34
1128917	1	274
1128918	0	38
1128918	1	258
1128919	0	23
1128919	1	164
1129001	0	146
1129001	1	540
1129002	0	182
1129002	1	581
1129003	0	101
1129003	1	422
1129004	0	147
1129004	1	426
1129005	0	188
1129005	1	494
1129006	0	60
1129006	1	333
1129007	0	37
1129007	1	247
1129008	0	58
1129008	1	568
1129009	0	63
1129009	1	394
1129010	0	40
1129010	1	461
1129011	0	28
1129011	1	316
1129012	0	57
1129012	1	450
1129013	0	77
1129013	1	489
1129014	0	103
1129014	1	471
1129015	0	73
1129015	1	361
1129016	0	94
1129016	1	479
1129017	0	79
1129017	1	264
1129018	0	88
1129018	1	475
1129019	0	43
1129019	1	304
1129020	0	47
1129020	1	375
1129021	0	84
1129021	1	453
1129022	0	75
1129022	1	355
1129023	0	64
1129023	1	323
1129024	0	80
1129024	1	472
1129025	0	50
1129025	1	215
1129026	0	90
1129026	1	500
1129027	0	31
1129027	1	341
1129028	0	195
1129028	1	492
1129029	0	65
1129029	1	453
1129030	0	23
1129030	1	298
1129031	0	76
1129031	1	472
1129032	0	62
1129032	1	646
1129033	0	138
1129033	1	624
1129034	0	29
1129034	1	196
1129035	0	55
1129035	1	464
1129036	0	76
1129036	1	373
1129037	0	360
1129037	1	684
1129038	0	90
1129038	1	272
1129039	0	21
1129039	1	213
1129040	0	60
1129040	1	432
1129041	0	64
1129041	1	216
1129042	0	81
1129042	1	466
1129043	0	83
1129043	1	503
1129044	0	25
1129044	1	276
1129045	0	63
1129045	1	522
1129046	0	28
1129046	1	172
1129047	0	43
1129047	1	223
1129101	0	76
1129101	1	322
1129102	0	34
1129102	1	317
1129103	0	105
1129103	1	407
1129104	0	60
1129104	1	360
1129105	0	41
1129105	1	414
1129106	0	62
1129106	1	364
1129107	0	25
1129107	1	229
1129108	0	84
1129108	1	418
1129109	0	97
1129109	1	416
1129110	0	59
1129110	1	436
1129111	0	66
1129111	1	504
1129112	0	32
1129112	1	353
1129113	0	46
1129113	1	209
1129114	0	47
1129114	1	373
1129115	0	50
1129115	1	402
1129116	0	70
1129116	1	538
1129117	0	38
1129117	1	274
1129118	0	36
1129118	1	352
1129119	0	37
1129119	1	419
1129120	0	35
1129120	1	376
1129121	0	47
1129121	1	359
1129122	0	29
1129122	1	255
1129123	0	332
1129123	1	433
1129124	0	29
1129124	1	269
1129125	0	76
1129125	1	442
1129127	0	71
1129127	1	27
1129128	0	127
1129128	1	434
1129129	0	70
1129129	1	450
1129130	0	14
1129130	1	178
1129131	0	38
1129131	1	317
1129132	0	31
1129132	1	204
1129133	0	47
1129133	1	399
1129134	0	61
1129134	1	398
1129135	0	121
1129135	1	215
1129136	0	51
1129136	1	180
1129137	0	71
1129137	1	581
1129138	0	0
1129138	1	3
1129139	0	39
1129139	1	374
1129140	0	43
1129140	1	400
1129141	0	58
1129141	1	335
1129142	0	62
1129142	1	485
1129143	0	87
1129143	1	535
1129144	0	38
1129144	1	442
1129145	0	54
1129145	1	460
1129146	0	38
1129146	1	360
1129147	0	-2
1129147	1	8
1129148	0	60
1129148	1	333
1129149	0	107
1129149	1	786
1129401	0	56
1129401	1	584
1129402	0	23
1129402	1	316
1129403	0	27
1129403	1	320
1129404	0	14
1129404	1	93
1129405	0	8
1129405	1	204
1129406	0	21
1129406	1	331
1129407	0	27
1129407	1	274
1129408	0	29
1129408	1	440
1129409	0	26
1129409	1	306
1129410	0	35
1129410	1	278
1129411	0	19
1129411	1	186
1129412	0	31
1129412	1	359
1129413	0	66
1129413	1	591
1129414	0	39
1129414	1	304
1129415	0	59
1129415	1	711
1129416	0	22
1129416	1	446
1129601	0	38
1129601	1	289
1129602	0	45
1129602	1	303
1129603	0	56
1129603	1	348
1129604	0	30
1129604	1	255
1129605	0	53
1129605	1	315
1129606	0	48
1129606	1	438
1129607	0	35
1129607	1	231
1129608	0	50
1129608	1	228
1129609	0	35
1129609	1	334
1129610	0	56
1129610	1	526
1129611	0	43
1129611	1	367
1129612	0	40
1129612	1	284
1129613	0	36
1129613	1	320
1129614	0	50
1129614	1	595
1129615	0	43
1129615	1	384
1129616	0	46
1129616	1	362
1129617	0	43
1129617	1	357
1129618	0	41
1129618	1	226
1129619	0	44
1129619	1	402
1129620	0	65
1129620	1	483
1129621	0	43
1129621	1	313
1129622	0	78
1129622	1	469
1129623	0	33
1129623	1	298
1129624	0	30
1129624	1	224
1129625	0	55
1129625	1	399
1129626	0	44
1129626	1	214
1129627	0	55
1129627	1	343
1129628	0	51
1129628	1	424
1129629	0	49
1129629	1	410
1129630	0	35
1129630	1	296
1129631	0	58
1129631	1	323
1129632	0	64
1129632	1	395
1129701	0	24
1129701	1	383
1129702	0	26
1129702	1	341
1129703	0	47
1129703	1	394
1129704	0	57
1129704	1	280
1129705	0	44
1129705	1	308
1129706	0	46
1129706	1	217
1129707	0	36
1129707	1	224
1129708	0	52
1129708	1	250
1129709	0	45
1129709	1	486
1129710	0	19
1129710	1	363
1129711	0	13
1129711	1	237
1129712	0	40
1129712	1	340
1129713	0	82
1129713	1	524
1129714	0	40
1129714	1	429
1129715	0	36
1129715	1	299
1129716	0	49
1129716	1	205
1129717	0	29
1129717	1	218
1129718	0	38
1129718	1	323
1129719	0	55
1129719	1	367
1129720	0	31
1129720	1	339
1129721	0	56
1129721	1	256
1129722	0	39
1129722	1	431
1129723	0	37
1129723	1	255
1129724	0	32
1129724	1	241
1129725	0	50
1129725	1	278
1129726	0	48
1129726	1	241
1129727	0	12
1129727	1	120
1129728	0	38
1129728	1	289
1129729	0	28
1129729	1	293
1129730	0	23
1129730	1	207
1129731	0	34
1129731	1	328
1129732	0	45
1129732	1	426
1129733	0	34
1129733	1	359
1129734	0	57
1129734	1	544
1129735	0	58
1129735	1	369
1129736	0	72
1129736	1	360
1129737	0	96
1129737	1	348
1129738	0	41
1129738	1	349
1129739	0	57
1129739	1	363
1129740	0	10
1129740	1	187
1129741	0	7
1129741	1	228
1129742	0	20
1129742	1	245
1129743	0	37
1129743	1	315
1129744	0	62
1129744	1	295
1129745	0	13
1129745	1	249
1129746	0	34
1129746	1	286
1129747	0	55
1129747	1	405
1129748	0	42
1129748	1	432
1129749	0	48
1129749	1	263
1129750	0	46
1129750	1	376
1129751	0	19
1129751	1	402
1129752	0	27
1129752	1	396
1129753	0	65
1129753	1	489
1129754	0	19
1129754	1	371
1129755	0	34
1129755	1	376
1129756	0	41
1129756	1	387
1129757	0	23
1129757	1	203
1129758	0	21
1129758	1	253
1129801	0	38
1129801	1	299
1129802	0	33
1129802	1	308
1129803	0	33
1129803	1	334
1129804	0	27
1129804	1	262
1129805	0	7
1129805	1	210
1129806	0	34
1129806	1	332
1129807	0	26
1129807	1	394
1129808	0	30
1129808	1	257
1129809	0	34
1129809	1	272
1129810	0	18
1129810	1	191
1129811	0	21
1129811	1	277
1129812	0	95
1129812	1	249
1129813	0	17
1129813	1	200
1129814	0	47
1129814	1	461
1129815	0	20
1129815	1	246
1129816	0	17
1129816	1	163
1129817	0	20
1129817	1	249
1129901	0	51
1129901	1	341
1129902	0	113
1129902	1	431
1129903	0	66
1129903	1	276
1129904	0	56
1129904	1	264
1129905	0	24
1129905	1	236
1129906	0	16
1129906	1	165
1129907	0	61
1129907	1	220
1129908	0	114
1129908	1	257
1130001	0	41
1130001	1	421
1130002	0	71
1130002	1	478
1130003	0	18
1130003	1	246
1130004	0	41
1130004	1	427
1130005	0	32
1130005	1	263
1130006	0	15
1130006	1	224
1130007	0	47
1130007	1	345
1130008	0	0
1130008	1	0
1130009	0	22
1130009	1	244
1130010	0	31
1130010	1	312
1130011	0	38
1130011	1	297
1130012	0	63
1130012	1	230
1130013	0	56
1130013	1	272
1130014	0	24
1130014	1	237
1130015	0	9
1130015	1	266
1130016	0	56
1130016	1	519
1130017	0	26
1130017	1	300
1130018	0	33
1130018	1	361
1130019	0	28
1130019	1	462
1130020	0	27
1130020	1	208
1130021	0	74
1130021	1	224
1130022	0	67
1130022	1	406
1130023	0	52
1130023	1	469
1130024	0	31
1130024	1	328
1130025	0	37
1130025	1	334
1130026	0	37
1130026	1	359
1130027	0	30
1130027	1	222
1130028	0	30
1130028	1	295
