SA1_7DIGITCODE_2016	MotorVehicles.min	occupied_private_dwellings
1122534	1	31
1122534	2	79
1122534	3	22
1122534	4	11
1122536		3
1122536	1	35
1122536	2	50
1122536	3	15
1122536	4	9
1122537	0	4
1122537	1	32
1122537	2	73
1122537	3	14
1122537	4	3
1122538		7
1122538	0	25
1122538	1	113
1122538	2	51
1122538	3	14
1122538	4	3
1122539		5
1122539	0	32
1122539	1	97
1122539	2	69
1122539	3	20
1122539	4	6
1122540		4
1122540	0	16
1122540	1	63
1122540	2	75
1122540	3	13
1122540	4	6
1122541		4
1122541	0	16
1122541	1	48
1122541	2	45
1122541	3	13
1122541	4	3
1122542		4
1122542	0	6
1122542	1	37
1122542	2	36
1122542	3	9
1122543		3
1122543	0	22
1122543	1	66
1122543	2	67
1122543	3	15
1122543	4	5
1122601		3
1122601	0	9
1122601	1	48
1122601	2	63
1122601	3	31
1122601	4	9
1122602		4
1122602	1	12
1122602	2	28
1122602	3	10
1122602	4	5
1122603		3
1122603	0	3
1122603	1	56
1122603	2	100
1122603	3	43
1122603	4	16
1122604	0	5
1122604	1	30
1122604	2	42
1122604	3	20
1122604	4	11
1122605	0	7
1122605	1	29
1122605	2	72
1122605	3	42
1122605	4	22
1122606	1	15
1122606	2	46
1122606	3	19
1122606	4	8
1122607		4
1122607	1	29
1122607	2	66
1122607	3	32
1122607	4	15
1122608		4
1122608	1	65
1122608	2	68
1122608	3	21
1122608	4	9
1122609		3
1122609	1	40
1122609	2	61
1122609	3	21
1122609	4	27
1122610		5
1122610	1	47
1122610	2	38
1122610	3	12
1122610	4	10
1122611		3
1122611	1	38
1122611	2	36
1122611	3	16
1122611	4	7
1122612		10
1122612	0	3
1122612	1	78
1122612	2	302
1122612	3	48
1122612	4	34
1122613		3
1122613	0	3
1122613	1	35
1122613	2	47
1122613	3	13
1122613	4	7
1122614	0	3
1122614	1	17
1122614	2	68
1122614	3	31
1122614	4	14
1122615		4
1122615	0	4
1122615	1	35
1122615	2	67
1122615	3	29
1122615	4	9
1122616		3
1122616	1	11
1122616	2	36
1122616	3	18
1122616	4	10
1122617		4
1122617	0	4
1122617	1	29
1122617	2	43
1122617	3	17
1122617	4	6
1122618		6
1122618	0	5
1122618	1	47
1122618	2	74
1122618	3	21
1122618	4	5
1122619		4
1122619	0	3
1122619	1	46
1122619	2	48
1122619	3	21
1122619	4	9
1122620	0	3
1122620	1	36
1122620	2	33
1122620	3	12
1122620	4	10
1122621	1	15
1122621	2	37
1122621	3	11
1122621	4	4
1122623	0	3
1122623	1	32
1122623	2	43
1122623	3	27
1122623	4	17
1122624		5
1122624	1	24
1122624	2	45
1122624	3	22
1122624	4	15
1122625		3
1122625	0	3
1122625	1	52
1122625	2	61
1122625	3	21
1122625	4	15
1122626	0	10
1122626	1	40
1122626	2	61
1122626	3	17
1122626	4	17
1122627		4
1122627	0	4
1122627	1	34
1122627	2	34
1122627	3	22
1122627	4	7
1122628		4
1122628	1	51
1122628	2	75
1122628	3	19
1122629		3
1122629	1	19
1122629	2	70
1122629	3	21
1122629	4	12
1122630		8
1122630	0	3
1122630	1	56
1122630	2	214
1122630	3	68
1122630	4	31
1122631	2	3
1122632	1	17
1122632	2	34
1122632	3	24
1122632	4	18
1122701	1	26
1122701	2	33
1122701	3	14
1122701	4	11
1122703		3
1122703	0	18
1122703	1	48
1122703	2	38
1122703	3	3
1122703	4	3
1122704		4
1122704	0	14
1122704	1	62
1122704	2	35
1122704	3	11
1122704	4	4
1122705		5
1122705	0	17
1122705	1	59
1122705	2	52
1122705	3	7
1122705	4	3
1122706		10
1122706	0	16
1122706	1	86
1122706	2	73
1122706	3	10
1122707		6
1122707	0	28
1122707	1	87
1122707	2	75
1122707	3	19
1122707	4	10
1122708		3
1122708	0	23
1122708	1	87
1122708	2	66
1122708	3	17
1122708	4	3
1122709		3
1122709	0	13
1122709	1	55
1122709	2	53
1122709	3	10
1122709	4	4
1122710		3
1122710	0	12
1122710	1	52
1122710	2	67
1122710	3	13
1122710	4	10
1122711		9
1122711	0	27
1122711	1	87
1122711	2	68
1122711	3	11
1122711	4	9
1122712	0	10
1122712	1	31
1122712	2	23
1122712	3	9
1122713		9
1122713	0	45
1122713	1	86
1122713	2	71
1122713	3	22
1122713	4	12
1122714		3
1122714	0	34
1122714	1	84
1122714	2	91
1122714	3	27
1122714	4	3
1122715	0	7
1122715	1	54
1122715	2	44
1122715	3	13
1122715	4	7
1122716		8
1122716	0	23
1122716	1	53
1122716	2	23
1122716	3	12
1122716	4	5
1122717		7
1122717	0	10
1122717	1	80
1122717	2	60
1122717	3	22
1122717	4	3
1122718		4
1122718	0	30
1122718	1	74
1122718	2	58
1122718	3	15
1122718	4	7
1122719		4
1122719	0	25
1122719	1	69
1122719	2	57
1122719	3	12
1122719	4	4
1122720	0	15
1122720	1	77
1122720	2	69
1122720	3	12
1122720	4	5
1122721		6
1122721	0	22
1122721	1	75
1122721	2	35
1122721	3	10
1122721	4	6
1122722		7
1122722	0	28
1122722	1	41
1122722	2	18
1122722	3	9
1122722	4	4
1122723		7
1122723	0	47
1122723	1	74
1122723	2	47
1122723	3	15
1122723	4	6
1122724		3
1122724	0	21
1122724	1	84
1122724	2	58
1122724	3	28
1122724	4	8
1122725		3
1122725	0	14
1122725	1	51
1122725	2	61
1122725	3	18
1122725	4	3
1122726		3
1122726	0	14
1122726	1	67
1122726	2	37
1122726	3	6
1122726	4	9
1122727	0	3
1122727	1	30
1122727	2	43
1122727	3	10
1122727	4	6
1122728		6
1122728	0	7
1122728	1	66
1122728	2	54
1122728	3	21
1122728	4	20
1122729		6
1122729	0	15
1122729	1	80
1122729	2	80
1122729	3	20
1122729	4	3
1122730		12
1122730	0	42
1122730	1	79
1122730	2	64
1122730	3	20
1122730	4	3
1122731		14
1122731	0	39
1122731	1	102
1122731	2	67
1122731	3	10
1122731	4	4
1122732		16
1122732	0	43
1122732	1	80
1122732	2	68
1122732	3	18
1122732	4	6
1122733		3
1122733	0	12
1122733	1	66
1122733	2	52
1122733	3	19
1122733	4	3
1122734		6
1122734	0	22
1122734	1	80
1122734	2	66
1122734	3	7
1122734	4	7
1122735		3
1122735	0	17
1122735	1	79
1122735	2	65
1122735	3	8
1122735	4	3
1122736		5
1122736	0	23
1122736	1	84
1122736	2	89
1122736	3	23
1122736	4	4
1122801	0	3
1122801	1	44
1122801	2	93
1122801	3	20
1122801	4	8
1122802	0	4
1122802	1	53
1122802	2	87
1122802	3	27
1122802	4	5
1122804	0	5
1122804	1	21
1122804	2	50
1122804	3	23
1122804	4	6
1122805	1	20
1122805	2	39
1122805	3	29
1122805	4	15
1122806	1	27
1122806	2	77
1122806	3	40
1122806	4	10
1122807		3
1122807	0	8
1122807	1	65
1122807	2	103
1122807	3	36
1122807	4	10
1122808		3
1122808	0	3
1122808	1	45
1122808	2	69
1122808	3	22
1122808	4	11
1122809		17
1122809	0	39
1122809	1	66
1122809	2	73
1122809	3	15
1122809	4	4
1122810		8
1122810	0	31
1122810	1	109
1122810	2	67
1122810	3	24
1122810	4	5
1122811		5
1122811	0	6
1122811	1	44
1122811	2	78
1122811	3	13
1122811	4	17
1122812		4
1122812	0	7
1122812	1	42
1122812	2	79
1122812	3	33
1122812	4	3
1122813		3
1122813	0	7
1122813	1	57
1122813	2	59
1122813	3	35
1122813	4	5
1122814		4
1122814	0	11
1122814	1	65
1122814	2	80
1122814	3	23
1122814	4	3
1122815		7
1122815	0	12
1122815	1	61
1122815	2	44
1122815	3	16
1122815	4	5
1122816		9
1122816	0	39
1122816	1	66
1122816	2	42
1122816	3	11
1122817		9
1122817	0	20
1122817	1	120
1122817	2	87
1122817	3	13
1122817	4	7
1122818		7
1122818	0	6
1122818	1	50
1122818	2	95
1122818	3	30
1122818	4	10
1122819		3
1122819	0	5
1122819	1	31
1122819	2	36
1122819	3	13
1122819	4	4
1122820		5
1122820	0	3
1122820	1	27
1122820	2	87
1122820	3	27
1122820	4	14
1122821		3
1122821	0	5
1122821	1	44
1122821	2	71
1122821	3	19
1122821	4	9
1122822		3
1122822	0	13
1122822	1	40
1122822	2	44
1122822	3	19
1122822	4	8
1122823	0	17
1122823	1	72
1122823	2	38
1122823	3	8
1122823	4	4
1122824		5
1122824	0	20
1122824	1	57
1122824	2	39
1122824	3	8
1122824	4	7
1122825		3
1122825	0	9
1122825	1	64
1122825	2	54
1122825	3	18
1122825	4	6
1122826		9
1122826	0	22
1122826	1	103
1122826	2	103
1122826	3	29
1122826	4	14
1122827		11
1122827	0	71
1122827	1	58
1122827	2	52
1122827	3	13
1122827	4	6
1122828		3
1122828	0	3
1122828	1	34
1122828	2	52
1122828	3	9
1122828	4	7
1122829		10
1122829	0	10
1122829	1	109
1122829	2	92
1122829	3	23
1122829	4	17
1122830		7
1122830	0	11
1122830	1	75
1122830	2	49
1122830	3	11
1122830	4	4
1122831		3
1122831	0	3
1122831	1	51
1122831	2	69
1122831	3	19
1122831	4	10
1122832		4
1122832	0	4
1122832	1	57
1122832	2	83
1122832	3	26
1122832	4	8
1122901		7
1122901	0	46
1122901	1	103
1122901	2	55
1122901	3	9
1122901	4	4
1122902		9
1122902	0	30
1122902	1	98
1122902	2	62
1122902	3	13
1122902	4	6
1122903		10
1122903	0	22
1122903	1	160
1122903	2	108
1122903	3	19
1122903	4	5
1122904		9
1122904	0	24
1122904	1	148
1122904	2	52
1122904	3	5
1122904	4	3
1122905		11
1122905	0	33
1122905	1	108
1122905	2	90
1122905	3	10
1122905	4	3
1122906		6
1122906	0	17
1122906	1	69
1122906	2	27
1122906	3	3
1122906	4	4
1122907		18
1122907	0	59
1122907	1	202
1122907	2	90
1122907	3	15
1122907	4	3
1122908		6
1122908	0	27
1122908	1	68
1122908	2	45
1122908	3	9
1122908	4	5
1122909		9
1122909	0	17
1122909	1	67
1122909	2	51
1122909	3	13
1122909	4	10
1122910		3
1122910	0	3
1122910	1	85
1122910	2	47
1122910	3	10
1122911		13
1122911	0	21
1122911	1	112
1122911	2	108
1122911	3	26
1122911	4	4
1122912	0	8
1122912	1	52
1122912	2	41
1122912	3	13
1122912	4	3
1122913		10
1122913	0	47
1122913	1	58
1122913	2	32
1122913	3	4
1122913	4	3
1122915		3
1122915	0	27
1122915	1	78
1122915	2	35
1122915	3	8
1122915	4	3
1122916		3
1122916	0	17
1122916	1	78
1122916	2	63
1122916	3	13
1122916	4	5
1122917		3
1122917	0	5
1122917	1	69
1122917	2	43
1122917	3	20
1122917	4	7
1122918		3
1122918	0	12
1122918	1	82
1122918	2	52
1122918	3	7
1122918	4	4
1122919		13
1122919	0	13
1122919	1	90
1122919	2	66
1122919	3	13
1122919	4	8
1122920	0	4
1122920	1	29
1122920	2	41
1122920	3	11
1122920	4	3
1122921	0	3
1122921	1	30
1122921	2	30
1122921	3	4
1122921	4	4
1122922		3
1122922	0	3
1122922	1	38
1122922	2	65
1122922	3	24
1122922	4	6
1122923		16
1122923	0	81
1122923	1	107
1122923	2	65
1122923	3	16
1122923	4	6
1122924		4
1122924	0	27
1122924	1	53
1122924	2	43
1122924	3	5
1122924	4	7
1122925		8
1122925	0	47
1122925	1	154
1122925	2	82
1122925	3	17
1122925	4	3
1122926	0	14
1122926	1	63
1122926	2	63
1122926	3	14
1122926	4	3
1123001	2	3
1123101		5
1123101	0	20
1123101	1	69
1123101	2	48
1123101	3	12
1123101	4	3
1123102		5
1123102	0	19
1123102	1	55
1123102	2	59
1123102	3	15
1123102	4	6
1123103		8
1123103	0	25
1123103	1	61
1123103	2	36
1123103	3	7
1123103	4	8
1123104		11
1123104	0	19
1123104	1	88
1123104	2	64
1123104	3	29
1123104	4	7
1123105		5
1123105	0	4
1123105	1	25
1123105	2	20
1123105	3	4
1123105	4	3
1123106		3
1123106	1	3
1123106	2	3
1123107	0	3
1123107	1	9
1123107	2	11
1123107	3	3
1123108		7
1123108	0	4
1123108	1	74
1123108	2	57
1123108	3	29
1123108	4	12
1123109		5
1123109	0	10
1123109	1	87
1123109	2	102
1123109	3	27
1123109	4	11
1123110		7
1123110	0	31
1123110	1	72
1123110	2	76
1123110	3	25
1123110	4	15
1123111		9
1123111	0	12
1123111	1	95
1123111	2	60
1123111	3	25
1123111	4	16
1123113		10
1123113	0	17
1123113	1	78
1123113	2	45
1123113	3	15
1123113	4	9
1123114		12
1123114	0	29
1123114	1	74
1123114	2	58
1123114	3	26
1123114	4	19
1123115		4
1123115	0	17
1123115	1	79
1123115	2	60
1123115	3	9
1123115	4	6
1123116		7
1123116	0	11
1123116	1	71
1123116	2	58
1123116	3	17
1123116	4	7
1123117		3
1123117	0	3
1123117	1	35
1123117	2	20
1123117	3	3
1123117	4	12
1123118	0	19
1123118	1	40
1123118	2	15
1123118	3	12
1123119		12
1123119	0	42
1123119	1	78
1123119	2	39
1123119	3	7
1123119	4	4
1123120		8
1123120	0	32
1123120	1	36
1123120	2	25
1123120	3	7
1123121		5
1123121	0	19
1123121	1	66
1123121	2	35
1123121	3	8
1123122		3
1123122	0	17
1123122	1	85
1123122	2	38
1123122	3	21
1123122	4	11
1123123		8
1123123	0	26
1123123	1	89
1123123	2	62
1123123	3	17
1123123	4	8
1123124		12
1123124	0	25
1123124	1	84
1123124	2	54
1123124	3	18
1123124	4	9
1123126		7
1123126	0	54
1123126	1	64
1123126	2	21
1123126	3	10
1123126	4	5
1123201		3
1123201	0	9
1123201	1	44
1123201	2	53
1123201	3	18
1123201	4	10
1123202		7
1123202	0	12
1123202	1	63
1123202	2	59
1123202	3	21
1123202	4	3
1123203		10
1123203	0	11
1123203	1	62
1123203	2	40
1123203	3	13
1123203	4	7
1123204		19
1123204	0	46
1123204	1	100
1123204	2	46
1123204	3	9
1123204	4	5
1123205		4
1123205	0	17
1123205	1	86
1123205	2	45
1123205	3	13
1123205	4	3
1123206		4
1123206	0	13
1123206	1	49
1123206	2	43
1123206	3	13
1123206	4	3
1123207		9
1123207	0	8
1123207	1	41
1123207	2	85
1123207	3	27
1123207	4	16
1123208	0	6
1123208	1	38
1123208	2	47
1123208	3	15
1123208	4	6
1123209		6
1123209	0	22
1123209	1	67
1123209	2	64
1123209	3	21
1123209	4	6
1123210		3
1123210	1	19
1123210	2	18
1123210	3	5
1123212		16
1123212	0	7
1123212	1	178
1123212	2	148
1123212	3	41
1123212	4	4
1123213		37
1123213	0	50
1123213	1	280
1123213	2	65
1123213	3	4
1123214		6
1123214	0	4
1123214	1	67
1123214	2	89
1123214	3	25
1123214	4	20
1123215		3
1123215	1	56
1123215	2	226
1123215	3	42
1123215	4	19
1123301		5
1123301	0	15
1123301	1	45
1123301	2	54
1123301	3	21
1123301	4	8
1123302		12
1123302	0	17
1123302	1	71
1123302	2	59
1123302	3	12
1123302	4	6
1123303		8
1123303	0	27
1123303	1	86
1123303	2	64
1123303	3	15
1123303	4	3
1123304		12
1123304	0	21
1123304	1	102
1123304	2	115
1123304	3	27
1123304	4	8
1123305		11
1123305	0	25
1123305	1	108
1123305	2	76
1123305	3	18
1123305	4	13
1123306		7
1123306	0	34
1123306	1	94
1123306	2	40
1123306	3	15
1123306	4	8
1123307		4
1123307	0	9
1123307	1	115
1123307	2	26
1123309		3
1123309	0	9
1123309	1	84
1123309	2	61
1123309	3	20
1123309	4	11
1123310		11
1123310	0	26
1123310	1	105
1123310	2	95
1123310	3	13
1123310	4	17
1123312		3
1123312	0	12
1123312	1	66
1123312	2	69
1123312	3	12
1123312	4	10
1123313		4
1123313	0	11
1123313	1	58
1123313	2	25
1123313	3	3
1123314		4
1123314	0	14
1123314	1	72
1123314	2	58
1123314	3	11
1123314	4	10
1123315		5
1123315	0	23
1123315	1	86
1123315	2	51
1123315	3	21
1123315	4	3
1123316		8
1123316	0	8
1123316	1	76
1123316	2	77
1123316	3	27
1123316	4	13
1123317		23
1123317	0	39
1123317	1	120
1123317	2	47
1123317	3	11
1123317	4	8
1123318		5
1123318	0	26
1123318	1	54
1123318	2	40
1123318	3	13
1123318	4	4
1123319		3
1123319	0	6
1123319	1	50
1123319	2	112
1123319	3	39
1123319	4	15
1123320		5
1123320	0	3
1123320	1	32
1123320	2	59
1123320	3	17
1123320	4	5
1123321		4
1123321	0	7
1123321	1	55
1123321	2	79
1123321	3	37
1123321	4	22
1123322		4
1123322	0	4
1123322	1	50
1123322	2	56
1123322	3	12
1123322	4	12
1123323		3
1123323	0	25
1123323	1	86
1123323	2	59
1123323	3	9
1123323	4	4
1123324		5
1123324	0	7
1123324	1	58
1123324	2	68
1123324	3	21
1123324	4	3
1123325		4
1123325	0	9
1123325	1	55
1123325	2	88
1123325	3	22
1123325	4	5
1123326	1	34
1123326	2	40
1123326	3	6
1123326	4	6
1123327		12
1123327	0	5
1123327	1	63
1123327	2	96
1123327	3	34
1123327	4	12
1123328		3
1123328	0	7
1123328	1	41
1123328	2	64
1123328	3	24
1123328	4	18
1123329	0	3
1123329	1	20
1123329	2	63
1123329	3	28
1123329	4	13
1123330	1	11
1123330	2	61
1123330	3	31
1123330	4	19
1123331		7
1123331	0	9
1123331	1	50
1123331	2	47
1123331	3	8
1123331	4	10
1123332		6
1123332	0	9
1123332	1	68
1123332	2	52
1123332	3	12
1123332	4	3
1123333	0	3
1123333	1	27
1123333	2	72
1123333	3	15
1123333	4	10
1123334		10
1123334	0	11
1123334	1	69
1123334	2	88
1123334	3	16
1123334	4	3
1123335		9
1123335	0	40
1123335	1	80
1123335	2	57
1123335	3	11
1123335	4	5
1123336		12
1123336	0	13
1123336	1	71
1123336	2	72
1123336	3	25
1123336	4	6
1123337		5
1123337	0	8
1123337	1	104
1123337	2	82
1123337	3	21
1123337	4	20
1123338		10
1123338	0	4
1123338	1	24
1123338	2	53
1123338	3	27
1123338	4	18
1123339		5
1123339	0	16
1123339	1	81
1123339	2	46
1123339	3	6
1123339	4	3
1123340	1	35
1123340	2	49
1123340	3	11
1123340	4	12
1123341		7
1123341	0	17
1123341	1	83
1123341	2	67
1123341	3	27
1123341	4	15
1123342		8
1123342	0	22
1123342	1	73
1123342	2	85
1123342	3	21
1123342	4	15
1123343		7
1123343	0	11
1123343	1	77
1123343	2	82
1123343	3	20
1123343	4	6
1123344		11
1123344	0	40
1123344	1	77
1123344	2	60
1123344	3	17
1123344	4	13
1123401		9
1123401	0	18
1123401	1	67
1123401	2	56
1123401	3	9
1123401	4	3
1123402		6
1123402	0	15
1123402	1	98
1123402	2	100
1123402	3	22
1123402	4	9
1123403		4
1123403	0	14
1123403	1	87
1123403	2	58
1123403	3	17
1123403	4	15
1123404		10
1123404	0	10
1123404	1	52
1123404	2	54
1123404	3	9
1123404	4	3
1123405		8
1123405	0	3
1123405	1	40
1123405	2	42
1123405	3	10
1123405	4	5
1123406		3
1123406	0	26
1123406	1	81
1123406	2	88
1123406	3	30
1123406	4	8
1123407		7
1123407	0	21
1123407	1	69
1123407	2	87
1123407	3	25
1123407	4	7
1123408		6
1123408	0	10
1123408	1	42
1123408	2	56
1123408	3	22
1123408	4	12
1123409		9
1123409	0	12
1123409	1	55
1123409	2	70
1123409	3	21
1123409	4	13
1123410		21
1123410	0	17
1123410	1	44
1123410	2	38
1123410	3	12
1123411		3
1123411	0	5
1123411	1	53
1123411	2	34
1123411	3	13
1123411	4	7
1123412		7
1123412	0	17
1123412	1	46
1123412	2	49
1123412	3	12
1123412	4	6
1123413		5
1123413	0	16
1123413	1	80
1123413	2	65
1123413	3	21
1123413	4	5
1123414		9
1123414	0	32
1123414	1	89
1123414	2	70
1123414	3	22
1123414	4	5
1123415	0	7
1123415	1	42
1123415	2	60
1123415	3	18
1123415	4	6
1123416		5
1123416	0	14
1123416	1	87
1123416	2	109
1123416	3	24
1123416	4	13
1123417	0	14
1123417	1	62
1123417	2	72
1123417	3	5
1123417	4	7
1123418		4
1123418	0	9
1123418	1	59
1123418	2	49
1123418	3	8
1123418	4	4
1123419		7
1123419	0	16
1123419	1	67
1123419	2	37
1123419	3	7
1123419	4	10
1123420		5
1123420	0	33
1123420	1	79
1123420	2	45
1123420	3	17
1123420	4	9
1123421		6
1123421	0	12
1123421	1	85
1123421	2	64
1123421	3	15
1123421	4	3
1123422		12
1123422	0	38
1123422	1	69
1123422	2	30
1123422	3	5
1123422	4	7
1123423		3
1123423	0	17
1123423	1	90
1123423	2	53
1123423	3	10
1123423	4	6
1123424		5
1123424	0	9
1123424	1	54
1123424	2	30
1123424	3	8
1123424	4	3
1123425		14
1123425	0	50
1123425	1	98
1123425	2	73
1123425	3	22
1123425	4	9
1123426		4
1123426	0	15
1123426	1	53
1123426	2	57
1123426	3	12
1123426	4	4
1123427		8
1123427	0	11
1123427	1	78
1123427	2	50
1123427	3	22
1123427	4	10
1123501		3
1123501	1	54
1123501	2	51
1123501	3	9
1123501	4	5
1123502		5
1123502	0	26
1123502	1	106
1123502	2	103
1123502	3	15
1123502	4	8
1123503		13
1123503	0	27
1123503	1	101
1123503	2	85
1123503	3	16
1123503	4	11
1123504		8
1123504	0	19
1123504	1	72
1123504	2	81
1123504	3	17
1123504	4	11
1123505		4
1123505	0	4
1123505	1	67
1123505	2	66
1123505	3	23
1123505	4	7
1123507		5
1123507	0	11
1123507	1	93
1123507	2	59
1123507	3	8
1123507	4	3
1123508		3
1123508	0	27
1123508	1	73
1123508	2	33
1123508	3	9
1123508	4	5
1123509		5
1123509	0	20
1123509	1	65
1123509	2	67
1123509	3	14
1123509	4	8
1123510		3
1123510	0	18
1123510	1	75
1123510	2	47
1123510	3	18
1123511		5
1123511	0	12
1123511	1	105
1123511	2	83
1123511	3	17
1123511	4	6
1123512		3
1123512	0	10
1123512	1	96
1123512	2	76
1123512	3	11
1123512	4	3
1123513		13
1123513	0	10
1123513	1	80
1123513	2	48
1123513	3	10
1123514		6
1123514	0	23
1123514	1	77
1123514	2	52
1123514	3	13
1123514	4	3
1123515		8
1123515	0	26
1123515	1	57
1123515	2	44
1123515	3	5
1123516		20
1123516	0	40
1123516	1	97
1123516	2	79
1123516	3	29
1123516	4	5
1123517		6
1123517	0	32
1123517	1	91
1123517	2	55
1123517	3	11
1123517	4	4
1123518	0	21
1123518	1	56
1123518	2	42
1123518	3	11
1123519		6
1123519	0	19
1123519	1	79
1123519	2	73
1123519	3	12
1123519	4	5
1123601		5
1123601	0	9
1123601	1	131
1123601	2	100
1123601	3	33
1123601	4	15
1123604		3
1123604	0	3
1123604	1	40
1123604	2	78
1123604	3	17
1123604	4	6
1123605	1	4
1123605	2	4
1123605	4	3
1123608		9
1123608	0	3
1123608	1	77
1123608	2	50
1123608	3	15
1123608	4	3
1123609		7
1123609	0	3
1123609	1	41
1123609	2	83
1123609	3	17
1123609	4	5
1123610		3
1123610	1	30
1123610	2	59
1123610	3	10
1123610	4	7
1123611		3
1123611	1	72
1123611	2	76
1123611	3	15
1123612		7
1123612	0	13
1123612	1	69
1123612	2	59
1123612	3	10
1123612	4	5
1123613		12
1123613	0	21
1123613	1	53
1123613	2	16
1123613	3	4
1123614		22
1123614	0	58
1123614	1	141
1123614	2	22
1123614	3	4
1123615		11
1123615	0	39
1123615	1	119
1123615	2	33
1123615	3	3
1123615	4	3
1123616		3
1123616	0	6
1123616	1	57
1123616	2	55
1123616	3	15
1123616	4	7
1123617		24
1123617	0	20
1123617	1	152
1123617	2	70
1123617	3	8
1123617	4	3
1123619		4
1123619	0	22
1123619	1	103
1123619	2	59
1123619	3	14
1123619	4	3
1123620		5
1123620	0	11
1123620	1	62
1123620	2	51
1123620	3	15
1123621		7
1123621	0	3
1123621	1	52
1123621	2	65
1123621	3	12
1123621	4	3
1123622		14
1123622	0	16
1123622	1	74
1123622	2	35
1123622	3	11
1123622	4	7
1123623		8
1123623	0	14
1123623	1	57
1123623	2	37
1123623	3	11
1123623	4	3
1123624		4
1123624	1	64
1123624	2	57
1123624	3	7
1123624	4	8
1123625		4
1123625	0	3
1123625	1	33
1123625	2	44
1123625	3	6
1123625	4	3
1123626		3
1123626	0	10
1123626	1	70
1123626	2	56
1123626	3	10
1123626	4	3
1123627		3
1123627	0	12
1123627	1	88
1123627	2	59
1123627	3	22
1123628		3
1123628	0	3
1123628	1	38
1123628	2	70
1123628	3	18
1123628	4	3
1123629		3
1123629	0	4
1123629	1	66
1123629	2	75
1123629	3	10
1123629	4	3
1123630		21
1123630	0	66
1123630	1	124
1123630	2	54
1123630	3	19
1123630	4	3
1123631		6
1123631	0	26
1123631	1	60
1123631	2	32
1123631	3	10
1123631	4	5
1123632		11
1123632	0	29
1123632	1	64
1123632	2	38
1123632	3	6
1123632	4	4
1123633		19
1123633	0	23
1123633	1	80
1123633	2	48
1123633	3	14
1123634		14
1123634	0	24
1123634	1	73
1123634	2	38
1123634	3	12
1123634	4	4
1123635		7
1123635	0	22
1123635	1	88
1123635	2	24
1123635	3	3
1123635	4	3
1123636		21
1123636	0	18
1123636	1	101
1123636	2	78
1123636	3	12
1123636	4	3
1123637		9
1123637	0	14
1123637	1	63
1123637	2	47
1123637	3	6
1123637	4	3
1123638		8
1123638	0	27
1123638	1	109
1123638	2	61
1123638	3	9
1123638	4	3
1123639		10
1123639	0	16
1123639	1	72
1123639	2	40
1123639	3	10
1123639	4	4
1123640		7
1123640	1	75
1123640	2	79
1123640	3	12
1123640	4	10
1123641	1	25
1123641	2	31
1123641	3	15
1123641	4	6
1123642	1	55
1123642	2	59
1123642	3	13
1123642	4	5
1123643	0	5
1123643	1	41
1123643	2	36
1123643	3	9
1123644		17
1123644	0	33
1123644	1	128
1123644	2	48
1123644	3	5
1123644	4	3
1123645		13
1123645	0	20
1123645	1	86
1123645	2	24
1123645	3	7
1123646		17
1123646	0	54
1123646	1	130
1123646	2	65
1123646	3	14
1123646	4	3
1123647		9
1123647	0	7
1123647	1	56
1123647	2	61
1123647	3	15
1123647	4	10
1123648		10
1123648	0	19
1123648	1	70
1123648	2	25
1123648	3	4
1123649		8
1123649	0	4
1123649	1	72
1123649	2	114
1123649	3	34
1123649	4	14
1123701		7
1123701	0	9
1123701	1	70
1123701	2	70
1123701	3	12
1123701	4	4
1123702	0	3
1123702	1	51
1123702	2	25
1123702	3	5
1123703		5
1123703	0	14
1123703	1	71
1123703	2	71
1123703	3	20
1123703	4	4
1123704		7
1123704	0	3
1123704	1	62
1123704	2	94
1123704	3	22
1123704	4	13
1123705	0	3
1123705	1	54
1123705	2	43
1123705	3	8
1123705	4	10
1123706		3
1123706	0	3
1123706	1	72
1123706	2	81
1123706	3	22
1123706	4	11
1123707	0	8
1123707	1	4
1123707	2	3
1123708		13
1123708	1	30
1123708	2	51
1123708	3	27
1123708	4	13
1123709	1	26
1123709	2	66
1123709	3	15
1123709	4	20
1123710	0	4
1123710	1	15
1123710	2	43
1123710	3	14
1123710	4	10
1123711		5
1123711	1	13
1123711	2	39
1123711	3	16
1123711	4	10
1123712		3
1123712	0	4
1123712	1	38
1123712	2	60
1123712	3	25
1123712	4	20
1123713		6
1123713	1	13
1123713	2	25
1123713	3	8
1123713	4	7
1123714		6
1123714	0	4
1123714	1	46
1123714	2	140
1123714	3	21
1123714	4	17
1123715		5
1123715	0	9
1123715	1	67
1123715	2	5
1123715	3	3
1123716	1	30
1123716	2	59
1123716	3	25
1123716	4	20
1123719	1	17
1123719	2	46
