SA1_7DIGITCODE_2016	medianTotalHouseholdIncome
3151805	93184
3151806	78780
3151807	64324
3151808	65936
3151809	37336
3151810	48048
3151811	49660
3151812	47476
3151814	41392
3151815	57408
3151816	51168
3151817	54236
3151818	
3151819	
3151820	44824
3151821	42068
3151822	39156
3151823	41132
3151824	45968
3151825	56108
3151826	35932
3151827	39936
3151828	35100
3151829	50648
3151831	60892
3151832	62660
3151833	62660
3151834	61880
3151901	
3151902	52832
3151903	42796
3151904	40716
3151905	47788
3151906	48620
3151907	54704
3151908	47632
3151909	46800
3151910	57668
3151911	55536
3151912	47112
3151913	39364
3151914	45396
3151915	42016
3152001	39624
3152002	45188
3152003	54860
3152004	50648
3152005	44356
3152006	40144
3152007	38324
3152008	42952
3152009	30264
3152010	33488
3152011	47268
3152012	32812
3152013	37960
3152014	37180
3152015	38532
3152016	45240
3152017	38636
3152018	48776
3152019	51688
3152020	39572
3152021	35464
3152022	47372
3152023	50336
3152024	43628
3152025	35308
3152026	57512
3152027	44356
3152028	76336
3152029	63492
3152030	50856
3152031	26936
3152033	60788
3152034	63336
3152035	53040
3152036	53820
3152037	74048
3152101	45760
3152102	39468
3152103	43940
3152104	39416
3152105	41340
3152106	44304
3152107	39988
3152108	43316
3152109	40612
3152110	38428
3152111	40404
3152112	42068
3152113	38792
3152114	43056
3152115	45344
3152116	39416
3152117	47424
3152118	40664
3152119	76076
3152120	81900
3152121	87724
3152122	99112
3152123	89076
3152124	46748
3152126	53196
3152127	48516
3152128	72228
3152129	
3152130	36400
3152131	78728
3152132	52312
3152201	47268
3152202	49140
3152203	50128
3152204	40716
3152205	43992
3152206	67184
3152207	46800
3152208	63804
3152209	50648
3152210	66248
3152211	54496
3152212	45032
3152213	41080
3152214	59748
3152215	36660
3152216	33956
3152217	55224
3152218	45760
3152219	39676
3152220	41340
3152221	37492
3152222	38376
3152223	40300
3152224	
3152225	38376
3152226	34736
3152301	42016
3152302	50232
3152303	37856
3152304	41964
3152305	41912
3152307	66508
3152308	44616
3152309	58500
3152401	56732
3152402	46800
3152403	47372
3152404	39104
3152405	40716
3152406	54860
3152407	48048
3152408	49140
3152409	38168
3152410	40924
3152411	41288
3152412	53924
3152413	61152
3152414	
3152415	55224
3152416	41912
3152417	35048
3152418	36036
3152419	43056
3152420	54808
3152421	50232
3152422	37700
3152423	30992
3152424	41964
3152425	45292
3152426	52624
3152427	35568
3152428	47580
3152429	46800
3152430	38324
3152431	44200
3152432	45032
3152433	34580
3152434	53924
3152435	35100
3152436	42224
3152437	37284
3152438	
3152439	67704
3152441	49972
3152442	39260
3152443	35984
3152444	37700
3152445	40092
3152446	52832
3152447	39468
3152448	50908
3152449	39624
3152450	38636
3152451	39156
3152452	73112
3152453	88348
3152501	36452
3152502	36036
3152503	34476
3152504	37232
3152505	67600
3152506	48828
3152507	56316
3152508	62920
3152509	53404
3152510	50024
3152511	48204
3152512	45032
3152513	56004
3152514	39416
3152515	
3152516	48516
3152517	68484
3152518	38688
3152519	37700
3152520	42484
3152521	37336
3152522	39884
3152601	53976
3152602	40924
3152603	66872
3152604	63076
3152605	60528
3152606	51376
3152607	47944
3152608	67652
3152609	63544
3152610	74984
3152611	81796
3152612	87984
3152613	73632
3152701	39104
3152702	26520
3152703	35152
3152704	36244
3152705	63908
3152706	39572
3152707	37908
3152708	63856
3152709	32552
3152710	37388
3152711	42900
3152712	42640
3152713	51220
3152714	53924
3152715	33904
3152716	45032
3152717	37700
3152718	38012
3152719	39780
3152720	32760
3152721	57408
3152722	42276
3152723	
3152724	34892
3152801	42484
3152802	62816
3152803	81692
3152804	43524
3152805	115908
3152806	56524
3152807	102492
3152808	77012
3152809	71500
3152810	84500
3152811	63960
3152812	67964
3152813	54600
3152814	
3152815	88816
3152816	66456
3152817	51220
3152818	38324
3152819	48048
3152820	54392
3152821	102336
3152822	63492
3152823	77116
3152824	95316
3152825	84500
3152826	76856
3152827	115336
3152828	94224
3152829	108576
3152830	97500
3152831	84500
3152832	77116
3152901	39416
3152902	96772
3152903	95628
3152904	73268
3152905	83772
3152906	149448
3152907	84500
3152908	83564
3152909	104884
3152910	89076
3152911	116272
3152912	
3152913	93184
3152914	125060
3152915	79092
3152916	75192
3152917	64012
3152918	76336
3152919	127348
3152920	
3153001	52832
3153002	39260
3153003	
3153004	38376
3153005	44408
3153006	
3153007	55224
3153008	52728
3153009	41860
3153010	59124
3153011	66612
3153012	44616
3153013	50024
3153014	66612
3153015	38948
3153016	63076
3153017	49348
3153018	71500
3153019	38220
3153101	120380
3153102	119756
3153103	88192
3153104	
3153105	38428
3153106	103584
3153107	88088
3153108	82316
3153109	87724
3153110	100724
3153111	104572
3153112	101608
3153113	105976
3153114	87048
3153115	100724
3153116	122668
3153117	95316
3153118	116272
3153119	93444
3153120	96564
3153121	110500
3153122	104520
3153123	113724
3153201	27300
3153301	
3153302	129376
3153303	111592
3153304	
3153305	85748
3153306	43004
3153307	86892
3153308	79248
3153309	65520
3153310	93444
3153311	70772
3153312	93184
3153313	66612
3153314	103168
3153315	83200
3153316	93756
3153317	113724
3153318	77480
3153319	86632
3153320	67600
3153321	47164
3153322	103376
3153323	125164
3153324	111332
3153325	94900
3153326	66872
3153327	107484
3153328	118612
3153401	
3153402	61724
3153403	75348
3153404	50648
3153405	67600
3153406	56316
3153407	44408
3153408	74464
3153409	52936
3153410	60632
3153411	40976
3153412	73632
3153413	91520
3153414	
3153415	52780
3153416	127452
3153417	42224
3153501	91728
3153502	27924
3153503	122148
3153504	64220
3153505	46384
3153506	92612
3153507	105040
3153508	84500
3153509	79612
3153510	108160
3153511	82004
3153512	126360
3153513	57408
3153514	77220
3153515	87724
3153516	104520
3153517	110500
3153518	102024
3153519	101504
3153520	96772
3153521	68224
3153522	102024
3153523	112268
3153524	55224
3153525	91936
3153526	110500
3153527	107900
3153601	98228
3153602	90064
3153603	61360
3153604	78572
3153605	87984
3153606	74724
3153607	101816
3153608	86320
3153609	86632
3153610	112112
3153701	
3153801	119392
3153802	104936
3153803	116376
3153804	122460
3153805	44200
3153806	99112
3153807	101192
3153808	51532
3153809	119860
3153810	65728
3153811	98540
3153812	89648
3153813	90012
3153814	94692
3153815	109876
3153901	
3153902	70564
3153903	95108
3153904	69628
3153905	61256
3153906	67288
3153907	46280
3153908	88816
3153909	80184
3153910	61048
3153911	57200
3153912	62504
3153913	62816
3154001	51428
3154002	84448
3154003	44252
3154004	41964
3154005	39104
3154006	48308
3154007	72124
3154008	50648
3154009	48880
3154010	55432
3154011	30524
3154012	60216
3154013	39624
3154014	38272
3154015	54444
3154016	56940
3154017	47320
3154018	48308
3154019	38844
3154020	63232
3154021	46280
3154022	51116
3154023	53196
3154024	
3154025	58032
3154026	48308
3154027	42016
3154028	48932
3154029	73892
3154030	
3154031	73840
3154032	
3154101	38844
3154102	65572
3154103	39416
3154104	84500
3154105	55432
3154106	65884
3154107	60112
3154108	63232
3154109	64688
3154110	105456
3154111	55640
3154112	59748
3154113	54704
3154114	75920
3154115	69160
3154116	37908
3154117	33228
3154118	48984
3154119	81224
3154120	58812
3154121	74724
3154122	52988
3154123	91676
3154124	56108
3154125	62088
3154126	72332
3154127	41184
3154128	78728
3154129	53300
3154130	124540
3154131	43576
3154132	53092
3154133	82836
3154134	79612
3154135	
3154136	54548
3154137	72384
3154138	54444
3154139	71136
3154201	55744
3154202	69316
3154203	49868
3154204	56212
3154205	76752
3154206	51532
3154207	97500
3154208	112944
3154209	65416
3154210	127764
3154211	77324
3154212	109564
3154213	57876
3154214	113412
3154215	91416
3154216	34736
3154217	65520
3154218	76804
3154219	63024
3154220	125164
3154221	77220
3154222	92872
3154223	90428
3154224	49140
3154225	56836
3154226	51584
3154227	77532
3154228	66040
3154229	56472
3154230	78520
3154231	62140
3154232	119860
3154301	73008
3154302	64272
3154303	91832
3154304	82056
3154305	59696
3154306	70460
3154307	63752
3154308	98748
3154309	74412
3154310	64012
3154311	72176
3154401	77168
3154402	72748
3154403	80600
3154404	88608
3154405	79716
3154406	54548
3154407	95732
3154408	84500
3154409	87048
3154501	80340
3154502	88140
3154503	70564
3154504	113256
3154505	78520
3154506	69056
3154507	34372
3154508	81900
3154509	104780
3154510	48048
3154511	
3154512	87464
3154513	67496
3154514	70044
3154515	82316
3154516	71500
3154517	95732
3154518	74516
3154519	71500
3154520	108316
3154601	38584
3154602	37700
3154603	107692
3154604	88816
3154605	98072
3154606	68588
3154607	86632
3154608	86632
3154609	101816
3154610	76336
3154611	96408
3154701	52364
3154702	67756
3154703	87724
3154704	73632
3154705	87984
3154706	74724
3154707	49348
3154708	75608
3154709	83460
3154710	80184
3154711	58136
3154712	87412
3154713	88244
3154714	78936
3154715	70928
3154716	83460
3154717	68224
3154718	79872
3154719	59176
3154720	71864
3154721	59904
3154722	72020
3154723	61152
3154801	62504
3154802	28132
3154803	61932
3154804	31252
3154805	49920
3154806	39260
3154807	77428
3154808	69056
3154809	73320
3154810	66196
3154811	65624
3154812	70096
3154813	88140
3154814	42536
3154815	77636
3154816	73632
3154817	56940
3154818	47736
3154819	52520
3154820	58812
3154821	60944
3154822	52416
3154823	32864
3154824	71500
3154825	74204
3154826	46800
3154827	72748
3154828	69160
3154829	52572
3154830	45032
3154831	41132
3154832	63596
3154833	59124
3154834	62452
3154835	52520
3154836	75088
3154837	65572
3154838	63024
3154839	65988
3154840	56524
3154841	77376
3154842	53820
3154843	52312
3154844	72384
3154845	85384
3154846	99112
3154901	63440
3154902	66196
3154903	56732
3154904	83564
3154905	78728
3154906	58032
3154907	82056
3154908	58500
3154909	62192
3154910	54652
3154911	57668
3154912	102648
3154913	79248
3154914	51584
3154915	76648
3154916	59956
3154917	59956
3154918	34840
3154919	38844
3154920	73112
3154921	72384
3154922	41392
3154923	84500
3154924	57200
3154925	39624
3154926	63336
3154927	43628
3154928	72176
3154929	66092
3154930	70876
3154931	76648
3154932	67184
3154933	57668
3154934	62972
3154935	75816
3154936	69732
3154937	64480
3154938	98904
3154939	59748
3154940	86632
3154941	79612
3154942	63128
3154943	62608
3154944	83200
3154945	55744
3154946	69836
3154947	69316
3154948	64480
3154949	57096
3154950	52520
3154951	57096
3154952	57460
3154953	73476
3154954	89076
3154955	93444
3154956	68484
3154957	70564
3154958	75504
3154959	45916
3949999	
3979991	
3979992	
3979993	
4100101	89752
4100102	91416
4100103	105248
4100104	68796
4100105	82836
4100106	68796
4100107	50700
4100108	37700
4100111	
4100113	48568
4100114	76856
4100115	50908
4100116	70200
4100117	58240
4100118	65416
4100119	42068
4100120	62816
4100122	77948
4100126	
4100127	
4100128	
4100129	
4100130	84500
4100131	
4100132	
4100133	43108
4100134	36712
4100135	12792
4100136	84500
4100137	
4100138	98488
4100139	13988
4100140	55432
4100141	60892
4100142	82108
4100143	34372
4100144	61984
4100145	29900
4100146	54132
4100147	27924
4100148	19032
4100201	102076
4100202	112632
4100203	76752
4100204	95628
4100205	93756
4100206	74932
4100207	63752
4100208	86112
4100209	74464
4100210	73892
4100211	86424
4100212	92612
4100213	
4100214	85748
4100215	89752
4100216	104624
4100217	
4100218	
4100219	94224
4100220	94224
4100221	88452
4100301	112632
4100302	91936
4100303	83044
4100304	75608
4100305	82108
4100306	83044
4100307	81900
4100308	99216
4100309	92612
4100310	87048
4100311	88348
4100312	100048
4100313	102076
4100314	81224
4100315	50544
4100316	86632
4100317	94224
4100318	67964
4100319	63076
4100320	
4100321	97500
4100322	80184
4100323	93132
4100401	92612
4100402	93184
4100403	105196
4100404	92612
4100405	94588
4100406	109668
4100407	105872
4100408	101816
4100409	94224
4100410	113412
4100411	105612
4100412	97500
4100413	83564
4100414	115700
4100415	96772
4100416	112892
4100417	60632
4100418	85124
4100419	105716
4100420	128492
4100421	92924
4100422	100984
4100423	116168
4100424	105924
4100425	114088
4100426	77428
4100427	105144
4100428	100256
4100429	117000
4100430	105976
4100431	123448
4100432	97500
4100433	112632
4100434	121316
4100435	109668
4100436	71500
4100437	88088
4100438	87256
4100439	79196
4100440	85904
4100441	83772
4100442	118612
4100443	93184
4100444	84500
4100445	122512
4100446	100724
4100447	79872
4100501	84500
4100502	63752
4100503	58500
4100504	92300
4100505	98540
4100506	92040
4100507	77116
4100508	78520
4100509	83668
4100510	96876
4100511	96200
4100512	99632
4100513	95836
4100514	71500
4100601	54964
4100602	83200
4100603	92248
4100604	72748
4100605	81900
4100606	63648
4100607	79508
4100608	75816
4100609	104832
4100610	96408
4100611	45604
4100612	56056
4100613	99892
4100614	74724
4100615	60840
4100616	69316
4100617	72644
4100618	92976
4100619	67860
4100620	94224
4100621	61256
4100622	80184
4100623	64324
4100624	57408
4100625	88816
4100701	78364
4100702	50752
4100703	66508
4100705	97500
4100706	121628
4100707	78728
4100708	39624
4100709	41080
4100710	36660
4100713	111020
4100714	72852
4100715	58500
4100717	87724
4100718	53612
4100719	54964
4100720	52832
4100721	41340
4100722	64480
4100723	70304
4100725	76336
4100726	75036
4100727	48048
4100729	64116
4100730	66300
4100731	59904
4100732	128232
4100735	83564
4100736	113100
4100737	95108
4100738	71500
4100739	88868
4100740	104312
4100741	
4100742	
4100743	124384
4100744	121836
4100745	
4100746	
4100747	
4100748	85488
4100749	33228
4100750	73476
4100751	120432
4100752	73632
4100753	60736
4100754	68484
4100757	123448
4100758	114244
4100801	76492
4100804	74048
4100805	85280
4100806	93600
4100807	81900
4100808	95316
4100809	91780
4100810	92872
4100811	85748
4100812	95732
4100813	69160
4100814	71084
4100815	85540
4100817	70980
4100818	57460
4100819	79924
4100820	84500
4100821	71500
4100822	76960
4100823	59176
4100903	62140
4100905	87256
4100908	66092
4100909	70668
4100910	55484
4100911	83460
4100912	57044
4100913	72644
4100914	84500
4100915	68224
4100916	78416
4100917	93184
4100918	64168
4100919	96200
4101001	84500
4101002	
4101003	98540
4101004	89492
4101005	114816
4101006	
4101007	116376
4101008	83564
4101009	96304
4101010	95524
4101011	79092
4101012	98904
4101013	96044
4101014	72644
4101015	
4101016	92300
4101101	104780
4101102	101816
4101103	101816
4101104	140816
4101105	122512
4101106	134888
4101107	68016
4101108	95836
4101109	89336
4101110	114816
4101111	93184
4101112	112372
4101113	137072
4101114	91780
4101115	89336
4101116	122668
4101117	106756
4101118	138632
4101119	111592
4101120	139724
4101121	122668
4101122	97500
4101123	104780
4101124	72540
4101125	84812
4101126	87464
4101127	74724
4101128	83824
4101129	101088
4101130	89336
4101131	102024
4101132	69056
4101133	60268
4101134	64636
4101135	80184
4101136	66612
4101137	90324
4101138	68536
4101139	73892
4101140	70876
4101141	57876
4101142	66872
4101143	88816
4101144	90168
4101201	117728
4101202	112632
4101203	67444
4101204	92092
4101205	90116
4101206	67184
4101207	112632
4101208	104988
4101209	119964
4101210	141960
4101211	134316
4101212	126880
4101213	130780
4101214	109200
4101215	120848
4101216	107224
4101217	107692
4101218	100724
4101219	111280
4101220	78988
4101221	74256
4101301	76492
4101302	90220
4101303	63336
4101304	123812
4101305	106184
4101306	77480
4101307	70304
4101308	90584
4101309	93964
4101310	115544
4101311	80756
4101312	113100
4101313	38532
4101314	91624
4101315	125632
4101316	87152
4101317	70772
4101318	74724
4101319	90324
4101320	86632
4101321	96928
4101322	102440
4101323	87412
4101324	113100
4101325	131456
4101326	67652
4101327	63128
4101328	60216
4101329	89648
4101330	76128
4101331	82316
4101332	99632
4101333	132600
4101334	38896
4101335	104832
4101336	69628
4101401	108732
4101402	111228
4101403	89648
4101404	80600
4101405	83044
4101406	91884
4101407	
4101408	78728
4101409	66872
4101410	78884
4101411	70980
4101412	63076
4101413	97500
4101414	106600
4101415	108524
4101416	79612
4101417	105248
4101418	80444
4101419	75192
4101420	75140
4101421	78364
4101422	99424
4101423	
4101424	86632
4101425	60320
4101426	77428
4101427	80184
4101501	77220
4101502	50960
4101503	57096
4101504	39988
4101505	39780
4101506	64220
4101507	62816
4101508	56420
4101509	55640
4101510	53820
4101511	62504
4101512	58708
4101513	50648
4101514	58916
4101515	54756
4101516	59072
4101517	57200
4101518	82472
4101519	62556
4101520	66768
4101521	63752
4101522	50336
4101523	63128
4101524	72956
4101525	30784
4101526	59696
4101527	54184
4101528	55432
4101529	93704
4101530	59904
4101531	65520
4101532	56680
4101533	62712
4101534	42640
4101535	48672
4101536	50024
4101537	88088
4101538	68588
4101539	102076
4101540	59020
4101541	72280
4101542	50752
4101543	87412
4101544	55536
4101545	63960
4101601	61984
4101602	78780
4101603	55224
4101604	54704
4101605	55224
4101606	81588
4101607	81224
4101608	50232
4101609	71084
4101610	69732
4101611	85384
4101612	62556
4101613	94224
4101614	66300
4101615	121316
4101616	49660
4101617	63024
4101618	60736
4101619	58916
4101620	64532
4101621	55068
4101622	54184
4101623	64428
4101624	72696
4101625	53872
4101626	41184
4101627	57720
4101628	90116
4101629	136500
4101630	66872
4101631	78416
4101632	63336
4101633	60944
4101634	88816
4101635	62452
4101636	74516
4101637	47580
4101638	53768
4101639	59384
4101640	63596
4101641	84500
4101642	68900
4101643	67184
4101644	42484
4101645	60632
4101701	71136
4101702	106340
4101703	94016
4101704	68224
4101705	92768
4101706	89648
4101707	70408
4101708	92248
4101709	78988
4101710	65364
4101711	76336
4101712	54964
4101713	79196
4101714	65260
4101715	61412
4101716	50336
4101717	45916
4101718	89492
4101719	76752
4101720	32604
4101721	67184
4101722	57564
4101723	56524
4101724	102648
4101801	61412
4101802	61516
4101803	64532
4101804	47736
4101805	52468
4101806	56628
4101807	52364
4101808	75296
4101809	97500
4101810	62348
4101811	66872
4101812	58500
4101813	61412
4101814	61932
4101815	56576
4101816	55536
4101817	69472
4101818	58500
4101819	52572
4101820	39780
4101821	72072
4101822	58812
4101823	38324
4101824	54392
4101825	50856
4101826	83408
4101827	105248
4101828	53092
4101829	63752
4101901	105144
4101902	63336
4101903	46540
4101904	121316
4101905	104884
4101906	112632
4101907	79612
4101908	117000
4101909	100724
4101910	102856
4101911	117000
4101912	102076
4101913	66092
4101914	51272
4101915	88816
4101916	101504
4101917	103012
4101918	83044
4101919	101192
4101920	61516
4101921	53040
4101922	71500
4101923	79196
4101924	72748
4101925	67028
4101926	87932
4101927	63232
4101928	107692
4101929	97500
4101930	68692
4101931	76648
4101932	93184
4102001	59748
4102002	73788
4102003	86632
4102004	76180
4102005	75088
4102006	100984
4102007	102492
4102008	100724
4102009	96564
4102010	102024
4102011	53248
4102012	131404
4102013	65624
4102014	81224
4102101	76856
4102102	80600
4102103	93704
4102104	71136
4102105	64428
4102106	79508
4102107	85540
4102108	88452
4102109	59696
4102110	99840
4102111	94224
4102112	
4102113	96304
4102114	74360
4102115	101816
4102116	65364
4102117	91520
4102118	72540
4102119	85332
4102120	98540
4102121	97864
4102122	105248
4102123	75816
4102124	137800
4102125	101816
4102126	83460
4102127	97500
4102128	87724
4102129	94224
4102130	80184
4102131	84500
4102132	72748
4102133	97500
4102134	75608
4102135	73112
4102201	101816
4102202	83200
4102203	63180
4102204	81536
4102205	147836
4102206	98540
4102207	73788
4102208	56836
4102209	193908
4102210	82004
4102211	88816
4102212	67184
4102213	76856
4102214	65728
4102215	93496
4102216	169000
4102217	149448
4102301	170612
4102302	140400
4102303	100256
4102304	113152
4102305	121108
4102306	99476
4102307	128648
4102308	118716
4102309	116064
4102310	131612
4102311	106860
4102312	84032
4102313	72384
4102314	72488
4102315	101816
4102316	77428
4102317	75504
4102318	76752
4102319	81224
4102320	93184
4102321	72540
4102322	76180
4102323	79092
4102324	95784
4102325	98020
4102326	77324
4102327	82628
4102328	60996
4102329	64064
4102330	79456
4102331	73008
4102332	66196
4102333	72072
4102334	81224
4102335	64220
4102336	80184
4102337	71500
4102338	40820
4102339	57668
4102340	41288
4102341	83928
4102401	68432
4102402	86892
4102403	87360
4102406	73164
4102407	72748
4102408	98540
4102409	88348
4102413	88452
4102414	85488
4102415	80184
4102416	76024
4102417	115232
4102418	100724
4102419	86632
4102421	125632
4102422	65520
4102424	90012
4102425	80288
4102426	117728
4102427	44304
4102428	104832
4102429	95836
4102430	83668
4102431	88088
4102432	115544
4102433	126724
4102434	117832
4102435	114920
4102436	101816
4102437	90012
4102438	39520
4102440	89024
4102441	73632
4102442	102856
4102443	114816
4102444	86632
4102445	97500
4102446	117000
4102447	52520
4102448	85384
4102449	82316
4102450	110968
4102451	88608
4102452	72696
4102453	109772
4102454	39624
4102455	60216
4102456	73892
4102501	89440
4102502	101192
4102503	74048
4102504	66612
4102506	57044
4102508	47008
4102509	50336
4102510	62816
4102511	73996
4102512	100464
4102513	86632
4102514	101504
4102515	101192
4102516	120016
4102517	107068
4102518	126724
4102519	99112
4102520	83408
4102521	117000
4102522	49920
4102523	
4102524	95576
4102525	70564
4102526	61048
4102527	72904
4102601	39728
4102602	60632
4102603	51584
4102604	37492
4102605	50648
4102606	34788
4102607	111488
4102608	91520
4102610	64376
4102611	58084
4102612	40248
4102613	62920
4102614	80600
4102615	76180
4102616	62816
4102617	66248
4102618	66612
4102620	58500
4102621	84500
4102622	31772
4102624	42796
4102625	75816
4102626	42640
4102627	60944
4102628	58188
4102629	81224
4102630	93080
4102632	92976
4102633	60944
4102634	58500
4102635	51584
4102636	38896
4102637	43264
4102638	141336
4102639	48724
4102640	54964
4102641	83772
4102642	33020
4102643	35724
4102644	44408
4102645	31512
4102646	95836
4102648	89336
4102649	71864
4102650	40976
4102651	62244
4102652	64584
4102653	
4102654	71500
4102655	70512
4102656	51116
4102657	91936
4102701	84500
4102702	85488
4102703	89648
4102704	74984
4102705	81224
4102706	62608
4102707	52884
4102708	82940
4102709	69836
4102710	88348
4102711	63856
4102712	79716
4102713	78936
4102714	66300
4102715	79092
4102716	81224
4102801	70980
4102802	74724
4102803	79872
4102804	69004
4102807	45864
4102808	42016
4102811	61048
4102812	66144
4102813	54600
4102814	62452
4102817	92456
4102819	71968
4102821	100724
4102822	72020
4102823	52260
4102824	86476
4102825	67704
4102826	51324
4102827	74204
4102828	64376
4102829	104312
4102830	71084
4102832	65988
4102833	84084
4102834	86424
4102835	60840
4102836	60788
4102837	63648
4102838	62816
4102839	82316
4102840	96720
4102841	83824
4102842	98540
4102843	100724
4102844	83876
4102845	72176
4102846	53768
4102847	55432
4102848	67808
4102849	71916
4102850	87932
4102851	75296
4102852	62920
4102853	85072
4102901	30992
4102902	60840
4102903	66976
4102904	62088
4102905	88608
4102906	36192
4102907	43264
4102909	35516
4102910	39988
4102911	40248
4102912	30160
4102913	46800
4102914	37960
4102915	39624
4102916	47268
4102917	42224
4102918	39884
4102920	69680
4102921	60112
4102922	
4102923	40872
4102924	41860
4102925	38740
4102926	40716
4102927	37700
4102928	45032
4102929	80756
4102930	55588
4102931	50752
4102932	54444
4102933	52988
4102934	98072
4102935	77532
4102936	42016
4102937	63440
4102938	68900
4102939	82732
4102940	52832
4102941	70512
4103001	35308
4103002	
4103003	40196
4103004	36660
4103005	34112
4103006	42068
4103007	34112
4103008	36348
4103009	38532
4103010	37700
4103011	33956
4103012	37700
4103013	34372
4103014	35984
4103015	35828
4103016	
4103017	46800
4103018	40872
4103019	34684
4103020	27248
4103021	46124
4103022	38480
4103023	42536
4103024	50596
4103025	
4103026	24908
4103027	51064
4103101	35568
4103102	66092
4103103	96980
4103104	39312
4103105	38376
4103106	54548
4103107	73216
4103108	31980
4103109	39052
4103110	48724
4103111	48724
4103112	73632
4103113	67496
4103114	71500
4103115	40508
4103116	51220
4103117	31148
4103118	46280
4103119	43472
4103120	84500
4103121	29588
4103122	46384
4103123	35412
4103124	86788
4103125	90324
4103126	88816
4103127	42900
4103128	55588
4103129	78780
4103130	93444
4103131	47112
4103201	78884
4103205	71500
4103206	57252
4103207	96200
4103208	94692
4103209	108992
4103210	109824
4103211	52884
4103213	71032
4103214	63492
4103215	70980
4103216	76336
4103217	70720
4103218	
4103219	65728
4103220	69940
4103221	49712
4103222	
4103223	61724
4103224	62504
4103225	63232
4103226	73216
4103227	60008
4103228	63752
4103229	66352
4103230	57148
4103301	97500
4103302	99112
4103303	85384
4103304	92040
4103305	90220
4103306	112320
4103307	108316
4103308	108888
4103309	113100
4103401	46800
4103402	39780
4103403	38376
4103404	40300
4103405	41912
4103406	43004
4103407	46488
4103408	36192
4103409	43108
4103410	41860
4103411	30316
4103412	42900
4103413	38012
4103414	35828
4103415	30264
4103416	40040
4103417	32344
4103418	41132
4103419	37128
4103420	35724
4103421	46280
4103422	48620
4103423	47736
4103424	42744
4103425	35568
4103426	36556
4103427	45292
4103428	36660
4103429	50804
4103502	43680
4103503	72124
4103504	59748
4103505	62192
4103506	49348
4103507	41288
4103510	78416
4103511	56836
4103512	36660
4103513	37388
4103514	110292
4103515	42068
4103601	45032
4103602	
4103603	58084
4103604	59072
4103605	60840
4103606	28340
4103607	39468
4103608	44460
4103609	38012
4103610	50856
4103611	51272
4103612	57668
4103613	60112
4103614	54600
4103615	62920
4103616	54756
4103617	35048
4103618	44772
4103619	51324
4103620	58136
4103621	46800
4103622	53300
4103623	66820
4103624	49556
4103625	63232
4103626	65572
4103627	75660
4103628	65624
4103629	65468
4103630	60736
4103631	62972
4103632	62192
4103633	64012
4103634	57876
4103635	40820
4103636	57928
4103637	74152
4103638	77428
4103639	62192
4103640	70252
4103641	53248
4103642	40508
4103643	62296
4103644	39780
4103645	
4103646	41964
4103647	
4103648	
4103649	40820
4103650	48308
4103651	
4103701	56628
4103702	100412
4103703	85748
4103704	86216
4103705	70252
4103706	68432
4103707	55016
4103708	58032
4103709	61152
4103710	55224
4103711	59332
4103713	
4103714	60736
4103715	66404
4103716	
4103717	58812
4103718	43212
4103719	70252
4103720	70980
4103721	58812
4103722	77012
4103723	57096
4103725	110760
4103726	56732
4103727	66196
4103728	66456
4103729	108316
4103730	100204
4103732	59228
4103733	56316
4103734	65780
4103735	42744
4103737	65260
4103738	60268
4103739	59540
4103740	57876
4103741	107224
4103742	70096
4103743	104832
4103744	101816
4103745	24596
4103746	51740
4103747	38376
4103748	67756
4103749	59020
4103750	81692
4103751	66508
4103752	57668
4103753	98176
4103754	43680
4103755	84032
4103756	101816
4103757	61724
4103758	83616
4103759	93600
4103760	56472
4103801	65364
4103802	48256
4103803	59332
4103804	65312
4103805	56524
4103806	56836
4103807	55796
4103808	65312
4103809	70096
4103810	58812
4103811	63648
4103812	59904
4103813	69784
4103814	66196
4103815	74984
4103816	61100
4103817	56576
4103818	52728
4103819	80028
4103820	65416
4103821	67860
4103822	67652
4103823	42796
4103824	94588
4103825	73528
4103826	50284
4103827	87256
4103828	68432
4103829	73892
4103830	56576
4103831	59696
4103832	47736
4103833	72124
4103834	70304
4103835	77688
4103836	63024
4103837	57564
4103838	56576
4103839	68224
4103901	
4104001	60736
4104002	54600
4104003	51324
4104004	51376
4104005	45240
4104006	54340
4104007	50648
4104008	57408
4104009	55224
4104010	45032
4104011	103428
4104012	40716
4104013	96408
4104014	26468
4104015	73632
4104016	96200
4104017	91884
4104018	48048
4104019	56992
4104020	58500
4104021	62140
4104022	44980
4104023	67392
4104024	47788
4104025	57304
4104026	74568
4104027	59748
4104028	52572
4104029	
4104030	48620
4104031	38948
4104032	72540
4104033	56628
4104034	61256
4104035	49816
4104036	67964
4104037	54600
4104101	59748
4104102	55952
4104103	65572
4104104	56836
4104105	62244
4104106	58708
4104107	112632
4104108	67652
4104109	57200
4104110	47788
4104111	61724
4104112	59488
4104113	66872
4104114	69784
4104115	95628
4104116	64376
4104117	44876
4104118	36972
4104119	52364
4104120	70408
4104121	49192
4104122	93756
4104123	69316
4104124	133796
4104125	69836
4104126	47840
4104127	89752
4104128	92300
4104129	63544
4104130	81640
4104131	70044
4104132	53612
4104133	54184
4104134	91624
4104135	
4104136	90324
4104137	58500
4104138	63440
4104201	
4104301	61828
4104302	64012
4104303	48984
4104304	59072
4104305	25480
4104306	45032
4104307	42016
4104308	58500
4104309	44928
